iso_code3,country,survey,year,category,Sex,Location,Wealth,Region,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,eduyears_2024_m,preschool_1ybefore_m,preschool_3_m,eduout_upsec_m,att_higher_1824_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,eduyears_2024_no,preschool_1ybefore_no,preschool_3_no,eduout_upsec_no,att_higher_1824_no,comp_lowsec_2024_no,comp_upsec_2024_no,comp_lowsec_2024,comp_upsec_2024,prim_age0,lowsec_age0,upsec_age0,prim_age1,lowsec_age1,upsec_age1,prim_dur,lowsec_dur,upsec_dur,higher_dur,flag_lfs
EST,Estonia,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,1,.93622243,1,.9615885,.89445728,.53529346,0,0,11.562987,,.90401196,.042183537,.83979326,19,43,41,118,118,183,109,109,80,74,11,33,31,530,74,74,1,.81567907,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Region,Female,,,Eesti,1,.97810286,.8267439,.99655181,.96001524,.86865437,.53791314,0,0,11.573312,.95508617,.91703844,.062356394,.83847988,144,331,245,798,798,828,407,407,375,421,78,155,252,2873,421,421,.99086982,.82590222,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth,Male,,Quintile 3,,,.97161847,.77759904,1,.95485002,.77749562,.26263332,0,0,11.279449,,.80143982,.068039872,.69185245,24,56,72,173,173,223,108,108,92,115,14,30,41,380,115,115,.98249292,.75375253,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 4,,,.9944241,.72805029,1,.91666245,.77066159,.27605301,0,0,11.160705,,,.022371139,.77169585,25,71,57,168,168,165,67,67,73,98,10,22,46,474,98,98,.98037088,.70671034,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex,Female,,,,1,.97810286,.8267439,.99655181,.96001524,.86865437,.53791314,0,0,11.573312,.95508617,.91703844,.062356394,.83847988,144,331,245,798,798,828,407,407,375,421,78,155,252,2873,421,421,.99086982,.82590222,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 5,Eesti,,1,,1,.97765619,.99350172,.84073275,0,0,12.131087,,,,.89488614,18,37,29,97,97,136,84,84,65,52,10,19,26,575,52,52,1,1,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex,Male,,,,1,.97899914,.80842865,.99537629,.92972738,.78709936,.28741321,0,0,11.181159,.94355899,.88289088,.06701415,.72409302,151,259,305,812,812,987,488,488,375,499,64,159,225,1853,499,499,.98153591,.73857421,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth,Female,,Quintile 4,,,1,.88143057,1,.98055393,.93142956,.59948593,0,0,11.825538,,,.05307027,.86146879,19,60,45,135,135,161,80,80,81,81,13,25,37,615,81,81,1,.88280964,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth,Male,,Quintile 4,,,.99425715,.83040142,1,.90881032,.78755277,.35986197,0,0,10.992556,,1,.018674312,.74094152,25,54,53,151,151,187,96,96,72,91,8,30,40,389,91,91,.98541862,.66528815,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,.97213835,.96431893,.92654806,.60837471,0,0,11.447743,,,,.87950897,5,10,23,42,42,84,52,52,54,32,8,14,7,262,32,32,.96362829,.8902595,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,.95077294,.68218201,.99517876,.93832189,.7514565,.49188924,0,0,11.159395,,,.13503061,.76504403,23,56,36,120,120,86,32,32,42,54,12,20,44,305,54,54,.9790445,.72692019,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Wealth,,,Quintile 1,,1,.95958793,.74922001,.98980021,.91787958,.7052564,.22919929,0,0,10.956968,.9046222,.86790043,.12778848,.71945453,90,142,109,381,381,368,173,173,134,195,39,80,134,743,195,195,.97968841,.67064363,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 3,Eesti,,.97161847,.77759904,1,.95485002,.77749562,.26263332,0,0,11.279449,,.80143982,.068039872,.69185245,24,56,72,173,173,223,108,108,92,115,14,30,41,380,115,115,.98249292,.75375253,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 3,,,,.91798961,1,.98577416,.90633142,.49840304,0,0,11.882177,,,,.85370392,7,23,31,71,71,100,50,50,49,50,7,20,15,307,50,50,1,.9017303,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Wealth & Region,,,Quintile 2,Eesti,1,.97616947,.72200173,.99745256,.93747121,.75911629,.19871423,0,0,11.260232,.90474612,.85154986,.059410486,.7218231,74,147,135,400,400,383,159,159,123,224,31,68,121,960,224,224,.98368216,.74455726,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 2,,,,,1,.9855535,.7097277,.33521336,0,,11.200316,,,,.80728066,8,24,21,66,66,69,31,31,23,38,6,14,19,278,38,38,.98507744,.70603633,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth,Male,,Quintile 2,,1,.97740513,.81064862,.99706191,.91584533,.78371477,.080183655,0,0,11.319825,,.8328653,.048858322,.6026206,43,67,78,214,214,228,96,96,58,132,13,34,58,377,132,132,.9843148,.76922268,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth,Female,,Quintile 1,,1,.95942628,.79123139,.98735052,.91364115,.75446612,.28024712,0,0,11.14097,,.88698256,.098026857,.78298008,43,82,52,193,193,164,71,71,72,93,20,44,66,471,93,93,.98165429,.71257108,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Wealth,,,Quintile 4,,1,.99720556,.85641056,1,.94278032,.86021405,.4802773,0,0,11.416102,,.92473453,.032101016,.81756753,44,114,98,286,286,348,176,176,153,172,21,55,77,1004,172,172,.99283284,.77589136,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex,Male,Intermediate or densely populated area,,,1,.98346424,.84955037,.99276561,.94357228,.82874686,.34562555,0,0,11.25687,,.93359816,.050014313,.76583308,56,93,119,310,310,428,231,231,201,197,28,74,86,922,197,197,.98508668,.76872462,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Total,,,,,1,.97852463,.81704992,.99594587,.94440264,.82634526,.40779707,0,0,11.370202,.94947195,.89981365,.064868174,.79474801,295,590,550,1610,1610,1815,895,895,750,920,142,314,477,4726,920,920,.98603547,.78067189,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location,,Intermediate or densely populated area,,,1,.97781855,.85214406,.99383026,.95486057,.86344725,.46497709,0,0,11.488761,.95350742,.94330668,.044093821,.82401401,106,206,229,627,627,846,455,455,390,391,60,151,169,2416,391,391,.98801577,.81673205,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 5,Eesti,,,.91968107,.98336041,.9585166,.92767859,.49980152,0,0,11.576916,,,,.86340386,12,22,45,86,86,145,86,86,91,59,10,29,18,435,59,59,.97593874,.89988256,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 1,Eesti,1,.95982778,.70592397,.99245346,.92247015,.66132462,.18851361,0,0,10.771458,,.84480059,.15869333,.59722841,47,60,57,188,188,204,102,102,62,102,19,36,68,272,102,102,.97770643,.62837237,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 5,,,,,1,.98161191,.99658597,.82350725,0,0,,,,,.90994644,11,17,12,48,48,77,52,52,41,25,5,12,13,340,25,25,,,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 1,,,,,.97819066,.89995039,.80205876,.30342138,0,0,11.342297,,,,.81552541,18,28,23,75,75,74,33,33,37,41,9,17,25,226,41,41,.96928561,.78095454,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,1,.94991314,.93015134,.2471049,0,0,,,,,.82509619,7,12,22,44,44,61,34,34,37,27,2,15,11,173,27,27,,,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Wealth,,,Quintile 3,,1,.96802062,.83598125,1,.96523529,.82988405,.33802164,0,0,11.492203,1,.91192645,.054831993,.78145331,57,128,134,360,360,435,217,217,184,218,31,63,101,1009,218,218,.98716474,.80666035,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,,.98809528,.74187165,1,.96260226,.79427069,.1929698,0,0,11.443944,,,.024841867,.75323635,23,50,50,146,146,156,68,68,50,88,10,24,40,455,88,88,.98406947,.79572862,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 4,Eesti,,.99425715,.83040142,1,.90881032,.78755277,.35986197,0,0,10.992556,,1,.018674312,.74094152,25,54,53,151,151,187,96,96,72,91,8,30,40,389,91,91,.98541862,.66528815,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,.98797041,.7396425,1,.88150126,.78367835,.31511784,0,0,11.068277,,,,.70361048,12,32,35,90,90,102,45,45,31,57,2,11,20,202,57,57,.96628296,.69197619,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex,Female,Thinly populated area,,,1,.98355645,.77911216,.9989661,.95175809,.80984867,.43432978,0,0,11.3373,.89662486,.84075826,.087961815,.79712373,94,218,135,481,481,410,183,183,186,227,46,78,169,1379,227,227,.99102789,.76239425,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 2,,,,,1,.94345981,.86507034,.086711697,0,,11.668907,,,,.65598637,15,26,29,80,80,87,37,37,27,50,4,10,21,177,50,50,.9831388,.87854964,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 2,Eesti,1,.97455305,.61541349,.99796015,.96556979,.72454453,.38922226,0,0,11.18547,,.87156397,.074502602,.79248434,31,80,57,186,186,155,63,63,65,92,18,34,63,583,92,92,.98288852,.71361339,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 2,Eesti,1,.97740513,.81064862,.99706191,.91584533,.78371477,.080183655,0,0,11.319825,,.8328653,.048858322,.6026206,43,67,78,214,214,228,96,96,58,132,13,34,58,377,132,132,.9843148,.76922268,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Sex & Wealth,Female,,Quintile 2,,1,.97455305,.61541349,.99796015,.96556979,.72454453,.38922226,0,0,11.18547,,.87156397,.074502602,.79248434,31,80,57,186,186,155,63,63,65,92,18,34,63,583,92,92,.98288852,.71361339,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,1,,1,.96392184,.74901581,,,0,11.289486,,,,.82191074,13,39,22,78,78,63,22,22,42,41,8,11,26,272,41,41,1,.72723985,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,1,.9714362,.98689294,.88648492,0,,,,,,.86253154,7,20,17,49,49,59,32,32,24,27,5,7,13,235,27,27,,,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Region,,,,Eesti,1,.97852463,.81704992,.99594587,.94440264,.82634526,.40779707,0,0,11.370202,.94947195,.89981365,.064868174,.79474801,295,590,550,1610,1610,1815,895,895,750,920,142,314,477,4726,920,920,.98603547,.78067189,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,.98079139,.87187153,1,.96334934,.84464216,.27178162,0,0,11.434412,,,.067022644,.7968877,26,49,31,116,116,112,59,59,43,53,10,13,45,322,53,53,.97781765,.79589981,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,.97606504,.70392728,.99371731,.88440984,.68509883,.072339766,0,0,10.893106,,,.058723312,.51947802,28,41,49,134,134,141,59,59,31,82,9,24,37,200,82,82,.98575228,.63558125,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2015,Wealth & Region,,,Quintile 3,Eesti,1,.96802062,.83598125,1,.96523529,.82988405,.33802164,0,0,11.492203,1,.91192645,.054831993,.78145331,57,128,134,360,360,435,217,217,184,218,31,63,101,1009,218,218,.98716474,.80666035,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Region,Male,,,Eesti,1,.96740407,.83965194,.99938434,.95454186,.83605272,.31978634,0,0,11.571706,.98387504,.90905243,.98405057,.76777649,205,294,282,875,875,886,411,411,417,475,73,185,296,2055,475,475,.99017358,.8314417,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth,Male,,Quintile 1,,,.98590517,.76731944,1,.95499808,.76705265,.13312508,0,0,11.554688,,,.92337173,.67991382,28,52,37,130,130,107,31,31,53,76,14,21,44,195,76,76,.9919396,.80630392,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Wealth & Region,,,Quintile 5,Eesti,1,1,.95385426,1,.97328126,.95449108,.68422955,0,0,11.993833,1,.92567188,1,.91693366,43,71,86,221,221,326,200,200,240,126,37,61,63,1470,126,126,.98764288,.93947858,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Wealth & Region,,,Quintile 2,Eesti,.99230337,.9820323,.8313418,.99633092,.93647629,.81606096,.33217111,0,0,11.537812,,.84850162,.98348576,.79711938,96,131,104,357,357,283,114,114,91,169,25,70,140,921,169,169,.98637658,.83070278,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,,.99281222,.87608683,1,.9735049,.87016058,.19943751,0,0,12.015323,,,,.76110876,18,42,37,111,111,106,34,34,40,72,5,22,28,256,72,72,1,.92311984,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,1,.97036862,.94207919,.65237379,0,0,11.948632,,,,.91373718,11,19,24,63,63,97,58,58,88,39,10,25,18,397,39,39,.96496451,.94677633,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 3,Eesti,1,1,.89759493,1,.96450937,.87513024,.36100388,0,0,11.83291,,.90550524,1,.81982911,50,82,65,220,220,203,88,88,83,115,18,37,79,634,115,115,.99443096,.86612087,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Total,,,,,.99816859,.98240697,.87785029,.99934959,.95903194,.87110132,.43562642,0,0,11.706264,.98966104,.91426224,.98971772,.82612187,366,590,539,1662,1662,1714,805,805,786,909,156,346,545,5144,909,909,.99289483,.85743141,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,1,.92862344,1,.95574409,.92048681,.47390592,0,0,11.855985,,1,1,.83174294,27,49,66,171,171,248,137,137,93,111,18,38,37,653,111,111,.99485397,.91561222,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 4,,1,.92358029,.8728776,1,.94861484,.86310887,.24787848,0,0,11.633344,,.93282104,1,.76550692,35,71,73,198,198,223,100,100,101,123,19,44,51,576,123,123,1,.83591408,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth,Male,,Quintile 2,,1,.95831484,.81984794,.9966076,.93239373,.79410511,.19278961,0,0,11.477942,,.87782919,.98538101,.72044623,57,64,57,196,196,152,58,58,43,94,11,46,77,370,94,94,.98230064,.8142736,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 1,,,,,1,.97178608,.86535603,,,,11.976312,,,,.73981917,6,21,15,49,49,46,12,12,29,34,3,13,12,88,34,34,1,.91795546,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 5,Eesti,,1,1,1,.97488183,.98305857,.81687486,0,0,12.230273,,,,.93431896,19,35,39,97,97,153,103,103,107,50,20,27,29,837,50,50,1,.99458563,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,1,.97424048,.84306067,1,.94136029,.86019087,.389642,0,0,11.559213,,.91443497,.98512816,.83720946,32,45,33,123,123,105,45,45,41,60,10,32,46,421,60,60,1,.81882161,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 5,,,,,1,.98182535,.99831331,.85806865,0,0,,,,,.94277889,13,21,14,51,51,93,70,70,69,23,11,18,17,494,23,23,,,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex,Male,Intermediate or densely populated area,,,1,.98390985,.86744523,1,.95408404,.88410568,.40993544,0,0,11.792189,.98236221,.94611937,.97549927,.81417912,74,110,111,348,348,407,207,207,214,200,31,95,110,1076,200,200,.99364769,.89016616,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,1,.97442836,.89256895,.22615504,0,0,11.627842,,,,.84025252,13,17,23,61,61,76,39,39,45,37,7,9,16,236,37,37,1,.82654107,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 5,Eesti,,1,.90899092,1,.97198695,.92776752,.54805434,0,0,11.82282,,.91434103,1,.89436597,24,36,47,124,124,173,97,97,133,76,17,34,34,633,76,76,.97870523,.89962065,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,,.98448193,,1,.98075676,.69873327,,,,11.268484,,,,.70128989,18,39,17,81,81,56,14,14,25,42,9,21,28,142,42,42,1,.7247054,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex,Male,,,,1,.96740407,.83965194,.99938434,.95454186,.83605272,.31978634,0,0,11.571706,.98387504,.90905243,.98405057,.76777649,205,294,282,875,875,886,411,411,417,475,73,185,296,2055,475,475,.99017358,.8314417,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex,Male,Thinly populated area,,,1,.95063138,.80708832,.99864423,.95509225,.75410819,.13291697,0,0,11.280955,.98590243,.8481437,.9929297,.67200774,131,184,171,527,527,479,204,204,203,275,42,90,186,979,275,275,.98559225,.75400144,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth,Male,,Quintile 4,,1,.94107926,.89461374,1,.94618601,.86239159,.25800326,0,0,11.709643,,.95504618,1,.71206987,39,68,72,203,203,246,126,126,99,120,17,39,54,472,120,120,1,.88617396,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,1,.93024838,1,.95972681,.9475953,.44297367,0,0,11.920269,,,,.84829879,11,33,30,85,85,103,47,47,49,56,11,24,19,351,56,56,1,.891505,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location,,Intermediate or densely populated area,,,1,.99176925,.88841385,1,.96289688,.90553069,.51093841,0,0,11.838077,.98998249,.93301892,.98768574,.85661882,139,218,222,669,669,821,434,434,400,387,64,168,199,2688,387,387,.99529922,.89229578,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Wealth,,,Quintile 3,,1,.98191047,.82739735,1,.96610272,.81751877,.3007915,0,0,11.560379,.98545432,.91149867,.9940359,.75798124,107,156,134,442,442,411,187,187,172,224,32,82,166,1019,224,224,.99278367,.80259687,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,1,.95866364,.77261657,1,.96895051,.70303953,.20492634,0,0,11.081057,,,.97864217,.54213917,37,56,44,147,147,123,55,55,56,68,9,28,58,209,68,68,.98097694,.69347191,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Wealth,,,Quintile 2,,.99230337,.9820323,.8313418,.99633092,.93647629,.81606096,.33217111,0,0,11.537812,,.84850162,.98348576,.79711938,96,131,104,357,357,283,114,114,91,169,25,70,140,921,169,169,.98637658,.83070278,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,,,1,.96633625,.80701244,.27644432,0,0,11.447299,,,,.7303524,20,18,25,75,75,85,44,44,33,41,5,17,29,176,41,41,1,.77393425,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 1,Eesti,1,.99298912,.89820397,1,.97676313,.81845868,.15870513,0,0,11.787611,,.88886213,1,.75064754,30,60,39,143,143,116,36,36,36,80,11,30,44,310,80,80,1,.86049914,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,1,1,.94898409,1,.95939541,.86645061,.29211146,0,0,11.842093,,,1,.76958376,32,58,42,145,145,116,42,42,47,74,13,21,55,343,74,74,.98839283,.87034631,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 3,Eesti,1,.96462291,.75952154,1,.96768981,.76367795,.24937756,0,0,11.275179,,.91639668,.98846769,.65648353,57,74,69,222,222,208,99,99,89,109,14,45,87,385,109,109,.99105984,.73611987,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,1,.98884046,.80098671,1,.96782368,.84264886,.33497152,0,0,11.638389,,.9442842,1,.80631441,38,42,48,150,150,172,90,90,69,82,10,33,53,467,82,82,1,.81866878,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth,Female,,Quintile 3,,1,1,.89759493,1,.96450937,.87513024,.36100388,0,0,11.83291,,.90550524,1,.81982911,50,82,65,220,220,203,88,88,83,115,18,37,79,634,115,115,.99443096,.86612087,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth,Female,,Quintile 5,,,1,1,1,.97488183,.98305857,.81687486,0,0,12.230273,,,,.93431896,19,35,39,97,97,153,103,103,107,50,20,27,29,837,50,50,1,.99458563,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth,Male,,Quintile 5,,,1,.90899092,1,.97198695,.92776752,.54805434,0,0,11.82282,,.91434103,1,.89436597,24,36,47,124,124,173,97,97,133,76,17,34,34,633,76,76,.97870523,.89962065,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 2,Eesti,1,.95831484,.81984794,.9966076,.93239373,.79410511,.19278961,0,0,11.477942,,.87782919,.98538101,.72044623,57,64,57,196,196,152,58,58,43,94,11,46,77,370,94,94,.98230064,.8142736,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex,Female,Intermediate or densely populated area,,,1,1,.90620714,1,.97162712,.92683375,.61124903,0,0,11.883792,.9966234,.91523814,1,.88498485,65,108,111,321,321,414,227,227,186,187,33,73,89,1612,187,187,.99694449,.89441735,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 1,,1,.98599941,.81192398,1,.95878333,.67300916,.062438294,0,0,11.141008,,,1,.64940405,40,70,39,162,162,117,33,33,49,84,20,29,60,249,84,84,.99090725,.69380486,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,,.98771137,,1,.93625504,.65118694,,,,11.009311,,,1,.57840413,22,31,22,81,81,61,19,19,24,42,11,8,32,107,42,42,.98151332,.66188079,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Eesti,1,.94107926,.89461374,1,.94618601,.86239159,.25800326,0,0,11.709643,,.95504618,1,.71206987,39,68,72,203,203,246,126,126,99,120,17,39,54,472,120,120,1,.88617396,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,1,.95535731,1,.97571069,.96993315,.75831765,0,0,12.069811,,.92681658,1,.92993498,24,40,38,114,114,190,128,128,157,62,21,43,35,891,62,62,.97996008,.96587133,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Wealth & Region,,,Quintile 3,Eesti,1,.98191047,.82739735,1,.96610272,.81751877,.3007915,0,0,11.560379,.98545432,.91149867,.9940359,.75798124,107,156,134,442,442,411,187,187,172,224,32,82,166,1019,224,224,.99278367,.80259687,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 2,,,,,1,.9746027,.85947853,,,,,,,,.87341481,10,23,15,52,52,52,25,25,24,27,6,11,17,253,27,27,,,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Wealth & Region,,,Quintile 1,Eesti,1,.98970103,.85350889,1,.96752673,.7955175,.14628558,0,0,11.689775,,.86030215,.9661358,.72369224,58,112,76,273,273,223,67,67,89,156,25,51,88,505,156,156,.99661434,.8377353,7,13,16,12,15,18,6,3,3,3,
EST,Estonia,EU-SILC,2017,Location,,Thinly populated area,,,.99586821,.9726575,.86354721,.99851102,.95404845,.80793834,.26760662,0,0,11.519416,.98925066,.8869248,.99187338,.76379073,227,372,317,993,993,893,371,371,386,522,92,178,346,2456,522,522,.98948652,.80800998,7,13,16,12,15,18,6,3,3,3,
