iso_code3,country,survey,year,category,Sex,Location,Wealth,Region,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,eduyears_2024_m,preschool_1ybefore_m,preschool_3_m,eduout_upsec_m,att_higher_1824_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,eduyears_2024_no,preschool_1ybefore_no,preschool_3_no,eduout_upsec_no,att_higher_1824_no,comp_lowsec_2024_no,comp_upsec_2024_no,comp_lowsec_2024,comp_upsec_2024,prim_age0,lowsec_age0,upsec_age0,prim_age1,lowsec_age1,upsec_age1,prim_dur,lowsec_dur,upsec_dur,higher_dur,flag_lfs
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,1,1,.96075964,.53300917,0,0,12.744268,,,,.82554132,0,21,25,73,73,113,64,64,61,49,6,10,21,299,49,49,1,.92361194,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex,Female,Thinly populated area,,,,1,.86792493,.99958777,.99958777,.87469679,.34205508,0,0,12.459272,.97511303,.84474093,.21677236,.65503311,0,163,190,543,543,661,340,340,357,321,41,93,163,1106,321,321,.99929708,.87330526,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,1,.93519777,1,.98649269,.82933879,.077358037,0,0,12.566387,,,.19560947,.47487578,0,45,44,133,133,146,67,67,83,79,11,21,45,184,79,79,.97896093,.91395605,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 2,,,1,.82873523,.99914515,.99914515,.80703795,.20316039,0,0,12.182765,1,.7142064,.16544774,.43095198,0,69,71,223,223,218,94,94,120,124,32,45,69,296,124,124,.9984979,.82305765,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,,1,.69255543,1,.98885816,.71192569,.12366936,0,0,11.617009,,,.41973424,.40074238,0,39,37,109,109,108,48,48,49,60,12,21,39,144,60,60,.98002368,.71516925,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 1,Sud,,1,.79005158,1,1,.61571175,.11971837,0,0,11.696931,,.81230432,.36618149,.31076261,0,85,93,270,270,308,153,153,129,155,26,46,85,334,155,155,1,.73102194,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 2,Centro,,,.8716436,.97127479,.97127479,.7431286,,,0,12.039824,,,,.42424598,0,28,33,88,88,77,29,29,33,48,14,19,28,115,48,48,.95021069,.85449404,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Isole,,,,,,.97478771,,,,,,,,.70735806,0,7,11,21,21,30,17,17,26,13,3,2,7,61,13,13,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Region,,,,Sud,,.9962914,.85882378,.99867392,.99867392,.77584624,.21417153,0,0,12.181559,.94135648,.81460875,.26351997,.58885199,0,242,278,784,784,1010,555,555,515,455,64,141,242,1675,455,455,.99970168,.8296116,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 4,,,1,.92771411,.99333447,.99333447,.91177303,.39364597,0,0,12.564647,,.83978295,.18199715,.74083471,0,71,109,292,292,322,147,147,190,175,28,53,71,832,175,175,.9891988,.90729499,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 1,Isole,,1,.52398711,1,.96906137,.55568451,.13494655,0,0,10.414835,,,.26119146,.29993957,0,38,53,125,125,148,76,76,49,72,12,21,38,156,72,72,.94235605,.51305652,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 5,Centro,,,.95999873,1,1,.97308004,.58273196,0,0,12.984402,,,,.91033721,0,11,35,66,66,117,65,65,65,52,5,16,11,448,52,52,1,.97442341,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,1,.96074861,1,1,.90842003,.32026607,0,0,12.733448,.94550335,.91565162,.1549736,.85774899,0,73,102,276,276,412,231,231,231,181,34,45,73,1530,181,181,1,.9175418,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 3,,,1,.90327483,1,.99316067,.8485992,.1800756,0,0,12.560544,,.9351809,.26351541,.56918079,0,81,93,261,261,291,134,134,164,157,19,41,81,397,157,157,.98894334,.90138495,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 2,,,.98884118,.89643133,.98613518,.98613518,.77341074,.13200369,0,0,11.960222,.97525817,.8237372,.26982313,.44399437,0,85,85,252,252,251,116,116,114,135,33,57,85,352,135,135,.98209965,.80515969,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,1,.92642426,.99595678,.99595678,.87491912,.22916235,0,0,12.689763,1,.9323957,.27528799,.69408411,0,95,112,294,294,360,194,194,196,166,30,63,95,706,166,166,1,.92227942,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex,Male,Thinly populated area,,,,1,.85799062,1,.99465781,.8256008,.1777084,0,0,12.293499,.96843475,.84260279,.28510642,.55854446,0,155,197,537,537,655,328,328,361,327,50,95,155,1030,327,327,.99145329,.84620845,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth,Female,,Quintile 5,,,1,.96165007,1,1,.96646386,.573376,0,0,12.944297,1,.8919493,.20342992,.87742114,0,90,120,312,312,429,230,230,267,199,30,71,90,1746,199,199,1,.95785546,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 4,Isole,,,,1,1,.94814265,.45622694,0,0,,,,,.76674253,0,13,24,43,43,62,34,34,45,28,4,7,13,133,28,28,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 1,Nord-Est,,1,,1,.98118055,.83167124,.27613106,0,0,11.966037,,,.30815578,.60332805,0,32,19,84,84,89,53,53,51,36,9,21,32,152,36,36,.97187239,.78763252,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 3,Sud,,1,.84259939,1,1,.83962649,.33796695,0,0,12.174602,,,.22289653,.59716201,0,49,61,149,149,203,112,112,118,91,4,22,49,291,91,91,1,.82956654,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 1,,,1,.77929604,1,.99286515,.68229419,.15282294,0,0,11.685678,,.64553738,.3985469,.44819242,0,80,82,258,258,292,150,150,126,142,29,37,80,385,142,142,.98980683,.73052967,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 5,Sud,,,,1,1,.91439033,.26342031,0,0,12.754519,,,,.84625244,0,19,22,64,64,96,60,60,67,36,3,9,19,423,36,36,1,.93810898,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,,1,.84103727,1,1,.77991873,.25127229,0,0,12.006944,,,.22171089,.42653424,0,40,41,127,127,128,60,60,62,68,4,19,40,168,68,68,1,.7910772,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth,Female,,Quintile 2,,,1,.80534363,.99609584,.99609584,.78341371,.20990376,0,0,12.048809,1,.75366575,.2672959,.56119907,0,112,124,354,354,403,197,197,210,206,38,87,112,568,206,206,.99312603,.800901,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 5,Nord-ovest,,,.96540737,1,1,.91341323,.33821836,0,0,12.602275,,,,.85301846,0,21,38,91,91,170,109,109,88,61,15,16,21,501,61,61,1,.89156455,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,1,.86339253,1,1,.83025849,.20314142,0,0,12.211752,1,.86495954,.24692984,.57281423,0,155,169,508,508,606,314,314,324,292,46,93,155,961,292,292,1,.82626963,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Region,,,,Centro,,.99196184,.88432646,.99686241,.99175477,.81191993,.2772547,0,0,12.38945,.96153778,.91121274,.27763453,.73999399,0,258,315,882,882,1023,499,499,569,524,96,159,258,2250,524,524,.9902457,.86266035,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Region,,,,Nord-ovest,,1,.90753102,.99896318,.99822342,.870754,.28618714,0,0,12.458871,.95915133,.76987034,.31321743,.70626777,0,271,287,843,843,968,495,495,509,473,85,149,271,2175,473,473,.99697685,.87159956,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 1,Nord-ovest,,,,1,1,.71922737,,,,11.473376,,,,.53362942,0,23,18,59,59,58,27,27,21,31,6,7,23,98,31,31,1,.68447477,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 1,Nord-Est,,,,1,.97564739,.71551096,,,,,,,,.56554997,0,17,11,41,41,42,22,22,24,20,4,11,17,71,20,20,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 1,Nord-Est,,,,1,.98625284,.91823781,.26433787,0,,,,,,.63284934,0,15,8,43,43,47,31,31,27,16,5,10,15,81,16,16,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Centro,,1,.89632982,1,1,.86257654,.28497666,0,0,12.715958,,,.32986888,.73833984,0,35,36,101,101,122,68,68,63,54,12,16,35,227,54,54,1,.93116194,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 2,Sud,,.97637385,.94341415,.99252892,.99252892,.808505,.12579787,0,0,12.479505,,,.24750374,.42741111,0,33,32,102,102,114,58,58,50,56,15,25,33,152,56,56,1,.89400482,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 5,Centro,,1,.96951866,1,1,.95478767,.50789756,0,0,13.018946,,,.21531163,.89238566,0,31,71,154,154,240,127,127,151,113,16,29,31,909,113,113,1,.97486007,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth,Male,,Quintile 1,,,.99156129,.64909542,1,.9782421,.57617676,.11358733,0,0,11.170145,.93454558,.83885819,.30332273,.35102406,0,140,125,370,370,367,175,175,151,192,39,73,140,476,192,192,.96387225,.64645302,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth,Female,,Quintile 3,,,1,.87789816,1,1,.8638894,.24055158,0,0,12.415396,,.81981552,.26035905,.62430394,0,102,137,369,369,444,218,218,252,226,29,63,102,716,226,226,1,.8563807,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,,.99411333,.84963608,.99050057,.99050057,.76502568,.16136108,0,0,11.922421,.98495477,.79229838,.28416565,.51289064,0,160,167,489,489,529,257,257,257,272,55,120,160,762,272,272,.98661166,.78885412,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 1,,,.98891455,.63342202,1,.97465396,.53510338,.11124603,0,0,10.999122,,.89765632,.26681069,.33214808,0,101,88,261,261,259,127,127,102,132,27,52,101,332,132,132,.95769078,.62015402,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 1,Centro,,,,1,.94476682,.71883357,,,,11.721646,,,,.48296779,0,29,21,72,72,64,29,29,25,35,9,14,29,89,35,35,.9446215,.76043487,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth,Male,,Quintile 5,,,1,.94715488,1,1,.91255194,.32269269,0,0,12.763042,.95119101,.91960359,.16638571,.84620541,0,82,150,359,359,565,317,317,312,248,39,57,82,1871,248,248,1,.92329234,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Sud,,,,1,1,.90132439,.17097445,0,0,,,,,.73382908,0,9,16,39,39,79,52,52,54,27,2,12,9,151,27,27,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,1,,1,1,.74797308,.079610035,0,0,11.886658,,,.16425242,.33341593,0,32,29,106,106,93,38,38,53,55,16,21,32,138,55,55,1,.76766348,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 3,Centro,,,,1,1,.68688375,.063956343,0,0,12.097145,,,,.5117752,0,29,29,103,103,122,62,62,61,60,9,14,29,166,60,60,1,.80611664,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 2,Nord-ovest,,1,,.98908818,.98908818,.79611343,,,0,11.387625,,,.30279788,.44442979,0,33,17,81,81,62,27,27,30,35,10,15,33,93,35,35,.97669798,.70121616,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 1,Isole,,,.77176732,1,.98313302,.68874282,.17255177,0,,11.240862,,,,.28544021,0,20,31,71,71,88,46,46,27,42,4,10,20,82,42,42,.96855867,.66703713,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 2,Nord-Est,,,,.97595304,.97595304,.71013904,.077267222,0,0,11.364293,,,,.48330525,0,23,21,64,64,65,32,32,33,33,6,20,23,90,33,33,.9520129,.72240704,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,.91662925,1,1,.92541981,.33049431,0,0,12.851315,,,,.78661001,0,9,48,83,83,153,86,86,81,67,5,12,9,341,67,67,1,.94044483,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 3,Nord-Est,,1,.97604525,1,1,.83118039,.26228306,0,0,12.51149,,,.19132473,.55439371,0,31,33,98,98,98,43,43,60,55,11,18,31,164,55,55,1,.88371384,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 1,Sud,,1,.78380126,1,1,.56524485,.069564857,0,0,11.602088,,,.30559218,.2486594,0,51,53,140,140,161,82,82,63,79,15,27,51,162,79,79,1,.71524364,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex,Male,,,,,.99553019,.84922826,.99723381,.99144626,.79147238,.19743083,0,0,12.137164,.97224528,.87982708,.25956863,.6389221,0,598,665,1887,1887,2244,1159,1159,1157,1085,199,362,598,4408,1085,1085,.98884982,.82197601,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 1,Isole,,,,1,.95492327,.4181059,.094802082,0,,9.5857153,,,,.31435469,0,18,22,54,54,60,30,30,22,30,8,11,18,74,30,30,.91605532,.35849917,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 3,Sud,,,.864456,1,1,.80138302,.27523077,0,0,12.108239,,,,.59961021,0,25,31,73,73,103,60,60,65,43,2,12,25,147,43,43,1,.81790906,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Region,Male,,,Nord-ovest,,1,.90503132,.9980399,.99664146,.85634422,.23417948,0,0,12.337351,.97761089,.86612147,.30205709,.66725183,0,150,150,455,455,520,271,271,258,249,46,79,150,1048,249,249,.99422425,.85593492,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 4,Nord-Est,,1,.90947282,.98319668,.98319668,.90447396,.27461356,0,0,12.349531,,.92162812,.19199674,.63755965,0,64,86,232,232,275,137,137,154,138,22,60,64,555,138,138,.98313057,.88039345,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Nord-Est,,1,.9534201,.98825902,.98825902,.90751362,.18659268,0,0,12.609062,,.89547628,.216277,.5783909,0,38,45,123,123,140,71,71,74,69,10,31,38,261,69,69,1,.91264057,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 5,Nord-ovest,,1,.98281938,1,1,.94882733,.46060458,0,0,12.885042,,.84809893,.29983807,.86073202,0,54,70,182,182,279,167,167,157,112,26,38,54,973,112,112,1,.9403764,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Nord-ovest,,1,.88710761,1,1,.82712895,.18907085,0,0,12.52084,,,.40555385,.65152264,0,36,43,116,116,144,75,75,74,69,9,22,36,229,69,69,1,.87483478,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Region,Male,,,Sud,,.99315673,.87285757,.99776083,.99776083,.73792839,.1388444,0,0,12.183723,.96958023,.87271231,.26019326,.56232911,0,124,142,379,379,503,283,283,269,220,35,83,124,816,220,220,1,.83201128,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 5,Isole,,,,,,,,,,,,,,.94654047,0,2,2,8,8,10,5,5,14,5,0,4,2,86,5,5,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 4,Nord-ovest,,,.95143563,1,1,.90447217,.27455777,0,0,12.719151,,,,.72408366,0,27,39,107,107,119,54,54,71,65,9,11,27,289,65,65,1,.91691762,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth,Male,,Quintile 3,,,1,.86859548,1,.99681729,.80552679,.1531918,0,0,12.181808,1,.93393981,.24290846,.51410615,0,134,125,400,400,453,230,230,236,223,36,71,134,642,223,223,.99476129,.83299643,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 4,Nord-Est,,,.85838544,.97725219,.97725219,.90134913,.36941567,0,0,12.095573,,,,.68861556,0,26,41,109,109,135,66,66,80,69,12,29,26,294,69,69,.96662331,.84883875,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 5,Isole,,,,,,,,,,,,,,.94504374,0,1,2,6,6,19,15,15,13,4,0,2,1,93,4,4,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 3,Centro,,,.75712746,1,1,.799178,.18137933,0,0,11.849834,,,,.68089008,0,22,33,89,89,112,55,55,62,57,9,16,22,192,57,57,1,.7277779,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Region,Female,,,Sud,,1,.84256887,.99963427,.99963427,.81431735,.2907508,0,0,12.179367,,.74790531,.26745579,.612849,0,118,136,405,405,507,272,272,246,235,29,58,118,859,235,235,.99939966,.82718217,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 1,Sud,,1,.79745233,1,1,.67623544,.19318427,0,0,11.789464,,,.46004337,.36552423,0,34,40,130,130,147,71,71,66,76,11,19,34,172,76,76,1,.74641609,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 5,Centro,,,.97712678,1,1,.93994987,.44064674,0,0,13.043295,,,,.87516153,0,20,36,88,88,123,62,62,86,61,11,13,20,461,61,61,1,.97516787,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 5,Isole,,,,,,,,,,,,,,.94579548,0,3,4,14,14,29,20,20,27,9,0,6,3,179,9,9,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 5,Nord-Est,,1,.93030804,1,1,.91676927,.24545549,0,0,12.820813,,,.15150096,.78103322,0,34,64,149,149,207,100,100,88,107,12,19,34,612,107,107,1,.93164343,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Wealth & Region,,,Quintile 2,Centro,,1,.83736092,.98538262,.98538262,.75118327,.14797822,0,0,12.136894,,.87928402,.34379813,.53770304,0,59,67,182,182,166,62,62,92,104,24,38,59,267,104,104,.97317129,.83538204,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 4,,,1,.93132436,1,1,.90421402,.27730989,0,0,12.694057,,.96897733,.22052544,.67196769,0,59,72,204,204,305,182,182,181,123,13,40,59,491,123,123,1,.92036968,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 5,Sud,,,,,,.86166906,.147007,0,0,,,,,.84489548,0,6,10,25,25,46,31,31,37,15,1,7,6,204,15,15,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Region,Female,,,Nord-Est,,1,.869174,.99034584,.98880106,.86720091,.35039794,0,0,12.261253,.98929453,.84044373,.13516337,.71981281,0,126,142,422,422,488,245,245,289,243,46,104,126,1150,243,243,.98344916,.85369498,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 2,Isole,,,,1,1,.82840508,,,,,,,,.61139554,0,7,17,35,35,43,18,18,26,25,3,13,7,62,25,25,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,1,.86586279,1,1,.86862999,.28022403,0,0,12.554072,,,.3225432,.64538884,0,36,49,128,128,145,67,67,81,78,8,20,36,213,78,78,1,.88746101,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 3,Nord-ovest,,,.97090453,1,1,.9070226,.20440844,0,0,12.837356,,,,.65774512,0,18,33,77,77,97,49,49,57,48,5,16,18,163,48,48,1,.92426026,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 4,Isole,,,,,,.91804057,,,,,,,,.81734222,0,6,13,22,22,32,17,17,19,15,1,5,6,72,15,15,,,6,11,14,10,13,18,5,3,5,3,
ITA,Italy,EU-SILC,2017,Region,,,,Isole,,1,.70609182,1,.98500073,.73024136,.19701582,0,0,11.480349,1,.86407816,.29314169,.58654517,0,81,124,299,299,395,208,208,210,187,30,62,81,671,187,187,.97455686,.70101082,6,11,14,10,13,18,5,3,5,3,
LVA,Latvia,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,,,1,,,,,,,,.89491779,3,6,12,22,22,30,14,14,19,16,1,6,4,161,16,16,,,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 5,,,,,1,1,.96112847,.82315367,0,0,,,,,.92091179,7,12,11,38,38,86,62,62,86,24,10,23,10,432,24,24,,,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Sex & Wealth,Female,,Quintile 4,,,,.96954209,1,.98818266,.97163415,.65917432,0,0,12.007883,,,,.82401174,14,29,39,97,97,147,80,80,91,67,15,19,21,517,67,67,.98287827,.97279519,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,.97775084,.87008274,1,.98244184,.8462081,.31354979,0,0,11.76045,,,.045754906,.76670283,22,47,57,143,143,205,117,117,84,88,14,24,43,496,88,88,1,.85441047,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 3,,,1,.88588512,1,.97910744,.84652698,.27074909,0,0,11.61787,,,,.60302764,18,33,49,109,109,124,52,52,43,72,16,19,29,254,72,72,.99531162,.82282364,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Wealth,,,Quintile 2,,1,.9859373,.82636464,1,.95852321,.79046893,.19467594,0,0,11.487687,.94888979,.91554725,.094755337,.64789796,50,83,79,233,233,225,98,98,108,127,33,48,76,589,127,127,.98993015,.80309772,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Wealth & Region,,,Quintile 1,Latvija,1,.99276197,.69336969,.98929,.93943924,.71250653,.12451868,0,0,10.861423,.95100564,.60989034,.12045856,.52814043,68,105,91,284,284,232,88,88,117,144,44,54,113,515,144,144,.93302166,.69930899,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,.94529873,1,.9916985,.95224506,.66235387,0,0,11.844102,,.89255917,,.8898623,18,25,37,97,97,194,130,130,160,64,21,38,27,744,64,64,1,.92599773,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Location & Sex,Male,Thinly populated area,,,1,.99015987,.74325359,.98813927,.95071328,.7795279,.28014061,0,0,11.08919,.95018768,.720568,.13661987,.54530972,39,81,90,235,235,238,93,93,108,145,37,41,66,439,145,145,.95947987,.74443346,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Sex & Wealth,Female,,Quintile 2,,1,1,.85304171,1,.97884303,.84197742,.32528353,0,0,11.652543,,,.060750917,.74169385,31,45,39,124,124,115,53,53,52,62,15,25,50,386,62,62,.98823059,.84169495,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Wealth,,,Quintile 3,,1,.98762566,.87767851,1,.98089468,.8463316,.30051401,0,0,11.69183,.93347228,.82557088,.051454939,.70965552,40,80,106,252,252,329,169,169,127,160,30,43,72,750,160,160,.99774361,.83920854,7,13,16,12,15,18,6,3,3,3,
LVA,Latvia,EU-SILC,2015,Region,,,,Latvija,1,.99229902,.84627193,.9974879,.97010553,.85757935,.42254552,0,0,11.549916,.96363831,.83668137,.075461999,.74529767,203,365,417,1109,1109,1345,678,678,729,667,163,233,334,3696,667,667,.98257732,.8315748,7,13,16,12,15,18,6,3,3,3,
