iso_code3,country_year,country,year,age,no_attend,attend,attend_preschool,attend_primary,attend_secondary,attend_higher
AFG,Afghanistan_2015,Afghanistan,2015,0,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,1,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,2,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,3,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,4,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,5,.93947059,.060529418,0,.99465048,.0053495369,0
AFG,Afghanistan_2015,Afghanistan,2015,6,.80834156,.19165847,0,.99913853,.00086143881,0
AFG,Afghanistan_2015,Afghanistan,2015,7,.52902919,.47097081,0,.99830741,.0016925833,0
AFG,Afghanistan_2015,Afghanistan,2015,8,.41074005,.58925992,0,.99723858,.0027614215,0
AFG,Afghanistan_2015,Afghanistan,2015,9,.32633409,.67366594,0,.99674445,.0032555687,0
AFG,Afghanistan_2015,Afghanistan,2015,10,.31164497,.68835503,0,.98278368,.017216353,0
AFG,Afghanistan_2015,Afghanistan,2015,11,.2974768,.70252323,0,.94467753,.05529353,.000028951234
AFG,Afghanistan_2015,Afghanistan,2015,12,.31574741,.68425262,0,.83400923,.16599077,0
AFG,Afghanistan_2015,Afghanistan,2015,13,.33876613,.6612339,0,.64896411,.35103586,0
AFG,Afghanistan_2015,Afghanistan,2015,14,.38814253,.61185747,0,.34470552,.6552484,.000046057332
AFG,Afghanistan_2015,Afghanistan,2015,15,.44096726,.55903274,0,.19175878,.8012979,.0069433302
AFG,Afghanistan_2015,Afghanistan,2015,16,.49545556,.50454444,0,.13291039,.85672218,.010367434
AFG,Afghanistan_2015,Afghanistan,2015,17,.54502624,.45497376,0,.055162564,.916363,.028474463
AFG,Afghanistan_2015,Afghanistan,2015,18,.64449668,.35550335,0,.041447699,.84157026,.11698203
AFG,Afghanistan_2015,Afghanistan,2015,19,.68127418,.31872582,0,.017472984,.67962849,.3028985
AFG,Afghanistan_2015,Afghanistan,2015,20,.78665948,.21334052,0,.018899877,.55750209,.42359802
AFG,Afghanistan_2015,Afghanistan,2015,21,.79746109,.20253892,0,.022906268,.46150979,.51558393
AFG,Afghanistan_2015,Afghanistan,2015,22,.8278237,.17217633,0,.026485143,.31265736,.6608575
AFG,Afghanistan_2015,Afghanistan,2015,23,.86879957,.13120042,0,.011432609,.23340987,.75515753
AFG,Afghanistan_2015,Afghanistan,2015,24,.88390416,.11609584,0,.047068369,.31185848,.64107317
AFG,Afghanistan_2015,Afghanistan,2015,25,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,26,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,27,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,28,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,29,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,30,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,31,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,32,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,33,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,34,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,35,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,36,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,37,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,38,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,39,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,40,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,41,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,42,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,43,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,44,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,45,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,46,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,47,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,48,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,49,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,50,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,51,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,52,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,53,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,54,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,55,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,56,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,57,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,58,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,59,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,60,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,61,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,62,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,63,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,64,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,65,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,66,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,67,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,68,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,69,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,70,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,71,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,72,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,73,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,74,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,75,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,76,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,77,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,78,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,79,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,80,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,81,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,82,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,83,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,84,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,85,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,86,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,87,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,88,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,89,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,90,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,91,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,92,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,93,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,94,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,95,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,98,1,0,,,,
AFG,Afghanistan_2015,Afghanistan,2015,,1,0,,,,
AGO,Angola_2015,Angola,2015,0,1,0,,,,
AGO,Angola_2015,Angola,2015,1,1,0,,,,
AGO,Angola_2015,Angola,2015,2,1,0,,,,
AGO,Angola_2015,Angola,2015,3,.97613949,.023860503,.63980144,.36019853,0,0
AGO,Angola_2015,Angola,2015,4,.94869357,.051306449,.67946219,.30245739,.0011806071,.016899824
AGO,Angola_2015,Angola,2015,5,.75516349,.24483648,.57005024,.42994979,0,0
AGO,Angola_2015,Angola,2015,6,.47094414,.52905583,.25197858,.74552214,.0024992826,0
AGO,Angola_2015,Angola,2015,7,.31721482,.68278521,.092733204,.90690207,.0003646905,0
AGO,Angola_2015,Angola,2015,8,.27543339,.72456658,.048031934,.94913566,.0028324341,0
AGO,Angola_2015,Angola,2015,9,.18061747,.81938255,.014973221,.9848845,.00014227824,0
AGO,Angola_2015,Angola,2015,10,.193785,.80621499,.016597388,.97699594,.0064066611,0
AGO,Angola_2015,Angola,2015,11,.13687631,.86312371,.0073206639,.96722817,.025451148,0
AGO,Angola_2015,Angola,2015,12,.16280885,.83719116,.0046326467,.89048964,.10487773,0
AGO,Angola_2015,Angola,2015,13,.13593069,.86406934,.0034812186,.75134289,.2451759,0
AGO,Angola_2015,Angola,2015,14,.15259613,.84740388,0,.61116743,.38730028,.0015322794
AGO,Angola_2015,Angola,2015,15,.19197452,.80802548,.005787645,.49495259,.49925977,0
AGO,Angola_2015,Angola,2015,16,.24951118,.75048882,.0029657038,.35473987,.6396082,.0026861986
AGO,Angola_2015,Angola,2015,17,.27022344,.72977656,0,.23476379,.75449252,.01074371
AGO,Angola_2015,Angola,2015,18,.34675255,.65324748,0,.15519716,.82624304,.018559832
AGO,Angola_2015,Angola,2015,19,.37554535,.62445462,.0015774745,.10659467,.8487711,.043056741
AGO,Angola_2015,Angola,2015,20,.5509432,.44905683,0,.092626803,.83171546,.075657748
AGO,Angola_2015,Angola,2015,21,.56447333,.43552667,0,.077916801,.76800996,.15407322
AGO,Angola_2015,Angola,2015,22,.66022152,.33977851,.0017973813,.080056176,.78130174,.13684468
AGO,Angola_2015,Angola,2015,23,.70218611,.29781389,.0015586166,.071615815,.70406687,.22275867
AGO,Angola_2015,Angola,2015,24,.72009552,.27990448,0,.058814969,.67997301,.26121205
AGO,Angola_2015,Angola,2015,25,1,0,,,,
AGO,Angola_2015,Angola,2015,26,1,0,,,,
AGO,Angola_2015,Angola,2015,27,1,0,,,,
AGO,Angola_2015,Angola,2015,28,1,0,,,,
AGO,Angola_2015,Angola,2015,29,1,0,,,,
AGO,Angola_2015,Angola,2015,30,1,0,,,,
AGO,Angola_2015,Angola,2015,31,1,0,,,,
AGO,Angola_2015,Angola,2015,32,1,0,,,,
AGO,Angola_2015,Angola,2015,33,1,0,,,,
AGO,Angola_2015,Angola,2015,34,1,0,,,,
AGO,Angola_2015,Angola,2015,35,1,0,,,,
AGO,Angola_2015,Angola,2015,36,1,0,,,,
AGO,Angola_2015,Angola,2015,37,1,0,,,,
AGO,Angola_2015,Angola,2015,38,1,0,,,,
AGO,Angola_2015,Angola,2015,39,1,0,,,,
AGO,Angola_2015,Angola,2015,40,1,0,,,,
AGO,Angola_2015,Angola,2015,41,1,0,,,,
AGO,Angola_2015,Angola,2015,42,1,0,,,,
AGO,Angola_2015,Angola,2015,43,1,0,,,,
AGO,Angola_2015,Angola,2015,44,1,0,,,,
AGO,Angola_2015,Angola,2015,45,1,0,,,,
AGO,Angola_2015,Angola,2015,46,1,0,,,,
AGO,Angola_2015,Angola,2015,47,1,0,,,,
AGO,Angola_2015,Angola,2015,48,1,0,,,,
AGO,Angola_2015,Angola,2015,49,1,0,,,,
AGO,Angola_2015,Angola,2015,50,1,0,,,,
AGO,Angola_2015,Angola,2015,51,1,0,,,,
AGO,Angola_2015,Angola,2015,52,1,0,,,,
AGO,Angola_2015,Angola,2015,53,1,0,,,,
AGO,Angola_2015,Angola,2015,54,1,0,,,,
AGO,Angola_2015,Angola,2015,55,1,0,,,,
AGO,Angola_2015,Angola,2015,56,1,0,,,,
AGO,Angola_2015,Angola,2015,57,1,0,,,,
AGO,Angola_2015,Angola,2015,58,1,0,,,,
AGO,Angola_2015,Angola,2015,59,1,0,,,,
AGO,Angola_2015,Angola,2015,60,1,0,,,,
AGO,Angola_2015,Angola,2015,61,1,0,,,,
AGO,Angola_2015,Angola,2015,62,1,0,,,,
AGO,Angola_2015,Angola,2015,63,1,0,,,,
AGO,Angola_2015,Angola,2015,64,1,0,,,,
AGO,Angola_2015,Angola,2015,65,1,0,,,,
AGO,Angola_2015,Angola,2015,66,1,0,,,,
AGO,Angola_2015,Angola,2015,67,1,0,,,,
AGO,Angola_2015,Angola,2015,68,1,0,,,,
AGO,Angola_2015,Angola,2015,69,1,0,,,,
AGO,Angola_2015,Angola,2015,70,1,0,,,,
AGO,Angola_2015,Angola,2015,71,1,0,,,,
AGO,Angola_2015,Angola,2015,72,1,0,,,,
AGO,Angola_2015,Angola,2015,73,1,0,,,,
AGO,Angola_2015,Angola,2015,74,1,0,,,,
AGO,Angola_2015,Angola,2015,75,1,0,,,,
AGO,Angola_2015,Angola,2015,76,1,0,,,,
AGO,Angola_2015,Angola,2015,77,1,0,,,,
AGO,Angola_2015,Angola,2015,78,1,0,,,,
AGO,Angola_2015,Angola,2015,79,1,0,,,,
AGO,Angola_2015,Angola,2015,80,1,0,,,,
AGO,Angola_2015,Angola,2015,81,1,0,,,,
AGO,Angola_2015,Angola,2015,82,1,0,,,,
AGO,Angola_2015,Angola,2015,83,1,0,,,,
AGO,Angola_2015,Angola,2015,84,1,0,,,,
AGO,Angola_2015,Angola,2015,85,1,0,,,,
AGO,Angola_2015,Angola,2015,86,1,0,,,,
AGO,Angola_2015,Angola,2015,87,1,0,,,,
AGO,Angola_2015,Angola,2015,88,1,0,,,,
AGO,Angola_2015,Angola,2015,89,1,0,,,,
AGO,Angola_2015,Angola,2015,90,1,0,,,,
AGO,Angola_2015,Angola,2015,91,1,0,,,,
AGO,Angola_2015,Angola,2015,92,1,0,,,,
AGO,Angola_2015,Angola,2015,93,1,0,,,,
AGO,Angola_2015,Angola,2015,94,1,0,,,,
AGO,Angola_2015,Angola,2015,95,1,0,,,,
AGO,Angola_2015,Angola,2015,98,1,0,,,,
ALB,Albania_2008,Albania,2009,0,1,0,,,,
ALB,Albania_2008,Albania,2009,1,1,0,,,,
ALB,Albania_2008,Albania,2009,2,1,0,,,,
ALB,Albania_2008,Albania,2009,3,1,0,,,,
ALB,Albania_2008,Albania,2009,4,1,0,,,,
ALB,Albania_2008,Albania,2009,5,1,0,,,,
ALB,Albania_2008,Albania,2009,6,.27349702,.72650295,.14395924,.85604078,0,0
ALB,Albania_2008,Albania,2009,7,.055329081,.94467092,.00096273376,.99903727,0,0
ALB,Albania_2008,Albania,2009,8,.015415609,.98458439,0,1,0,0
ALB,Albania_2008,Albania,2009,9,.0064164554,.99358356,0,1,0,0
ALB,Albania_2008,Albania,2009,10,.0076376479,.99236238,0,.99664462,.0033554081,0
ALB,Albania_2008,Albania,2009,11,.0084269652,.99157304,0,1,0,0
ALB,Albania_2008,Albania,2009,12,.015938668,.98406136,0,.99771237,.0022876279,0
ALB,Albania_2008,Albania,2009,13,.022316698,.97768331,0,.99910825,.00089172157,0
ALB,Albania_2008,Albania,2009,14,.080008581,.91999143,0,.98185229,.018147731,0
ALB,Albania_2008,Albania,2009,15,.19199444,.80800557,0,.49995241,.50004762,0
ALB,Albania_2008,Albania,2009,16,.29194993,.70805007,0,.056605875,.94339412,0
ALB,Albania_2008,Albania,2009,17,.32734588,.67265415,0,.020753575,.97680968,.0024367264
ALB,Albania_2008,Albania,2009,18,.4685607,.5314393,0,.019856572,.82657057,.15357286
ALB,Albania_2008,Albania,2009,19,.64335066,.35664931,0,.0074988212,.43889782,.55360335
ALB,Albania_2008,Albania,2009,20,.67364937,.32635063,0,0,.11516999,.88483
ALB,Albania_2008,Albania,2009,21,.67846406,.32153594,0,0,.071945623,.92805439
ALB,Albania_2008,Albania,2009,22,.82392442,.17607559,0,0,.10298573,.89701426
ALB,Albania_2008,Albania,2009,23,.8210699,.1789301,0,.033599857,.059298042,.90710211
ALB,Albania_2008,Albania,2009,24,.94466484,.055335175,0,0,.15357886,.84642112
ALB,Albania_2008,Albania,2009,25,1,0,,,,
ALB,Albania_2008,Albania,2009,26,1,0,,,,
ALB,Albania_2008,Albania,2009,27,1,0,,,,
ALB,Albania_2008,Albania,2009,28,1,0,,,,
ALB,Albania_2008,Albania,2009,29,1,0,,,,
ALB,Albania_2008,Albania,2009,30,1,0,,,,
ALB,Albania_2008,Albania,2009,31,1,0,,,,
ALB,Albania_2008,Albania,2009,32,1,0,,,,
ALB,Albania_2008,Albania,2009,33,1,0,,,,
ALB,Albania_2008,Albania,2009,34,1,0,,,,
ALB,Albania_2008,Albania,2009,35,1,0,,,,
ALB,Albania_2008,Albania,2009,36,1,0,,,,
ALB,Albania_2008,Albania,2009,37,1,0,,,,
ALB,Albania_2008,Albania,2009,38,1,0,,,,
ALB,Albania_2008,Albania,2009,39,1,0,,,,
ALB,Albania_2008,Albania,2009,40,1,0,,,,
ALB,Albania_2008,Albania,2009,41,1,0,,,,
ALB,Albania_2008,Albania,2009,42,1,0,,,,
ALB,Albania_2008,Albania,2009,43,1,0,,,,
ALB,Albania_2008,Albania,2009,44,1,0,,,,
ALB,Albania_2008,Albania,2009,45,1,0,,,,
ALB,Albania_2008,Albania,2009,46,1,0,,,,
ALB,Albania_2008,Albania,2009,47,1,0,,,,
ALB,Albania_2008,Albania,2009,48,1,0,,,,
ALB,Albania_2008,Albania,2009,49,1,0,,,,
ALB,Albania_2008,Albania,2009,50,1,0,,,,
ALB,Albania_2008,Albania,2009,51,1,0,,,,
ALB,Albania_2008,Albania,2009,52,1,0,,,,
ALB,Albania_2008,Albania,2009,53,1,0,,,,
ALB,Albania_2008,Albania,2009,54,1,0,,,,
ALB,Albania_2008,Albania,2009,55,1,0,,,,
ALB,Albania_2008,Albania,2009,56,1,0,,,,
ALB,Albania_2008,Albania,2009,57,1,0,,,,
ALB,Albania_2008,Albania,2009,58,1,0,,,,
ALB,Albania_2008,Albania,2009,59,1,0,,,,
ALB,Albania_2008,Albania,2009,60,1,0,,,,
ALB,Albania_2008,Albania,2009,61,1,0,,,,
ALB,Albania_2008,Albania,2009,62,1,0,,,,
ALB,Albania_2008,Albania,2009,63,1,0,,,,
ALB,Albania_2008,Albania,2009,64,1,0,,,,
ALB,Albania_2008,Albania,2009,65,1,0,,,,
ALB,Albania_2008,Albania,2009,66,1,0,,,,
ALB,Albania_2008,Albania,2009,67,1,0,,,,
ALB,Albania_2008,Albania,2009,68,1,0,,,,
ALB,Albania_2008,Albania,2009,69,1,0,,,,
ALB,Albania_2008,Albania,2009,70,1,0,,,,
ALB,Albania_2008,Albania,2009,71,1,0,,,,
ALB,Albania_2008,Albania,2009,72,1,0,,,,
ALB,Albania_2008,Albania,2009,73,1,0,,,,
ALB,Albania_2008,Albania,2009,74,1,0,,,,
ALB,Albania_2008,Albania,2009,75,1,0,,,,
ALB,Albania_2008,Albania,2009,76,1,0,,,,
ALB,Albania_2008,Albania,2009,77,1,0,,,,
ALB,Albania_2008,Albania,2009,78,1,0,,,,
ALB,Albania_2008,Albania,2009,79,1,0,,,,
ALB,Albania_2008,Albania,2009,80,1,0,,,,
ALB,Albania_2008,Albania,2009,81,1,0,,,,
ALB,Albania_2008,Albania,2009,82,1,0,,,,
ALB,Albania_2008,Albania,2009,83,1,0,,,,
ALB,Albania_2008,Albania,2009,84,1,0,,,,
ALB,Albania_2008,Albania,2009,85,1,0,,,,
ALB,Albania_2008,Albania,2009,86,1,0,,,,
ALB,Albania_2008,Albania,2009,87,1,0,,,,
ALB,Albania_2008,Albania,2009,88,1,0,,,,
ALB,Albania_2008,Albania,2009,89,1,0,,,,
ALB,Albania_2008,Albania,2009,90,1,0,,,,
ALB,Albania_2008,Albania,2009,91,1,0,,,,
ALB,Albania_2008,Albania,2009,92,1,0,,,,
ALB,Albania_2008,Albania,2009,93,1,0,,,,
ALB,Albania_2008,Albania,2009,94,1,0,,,,
ALB,Albania_2008,Albania,2009,95,1,0,,,,
ALB,Albania_2008,Albania,2009,96,1,0,,,,
ALB,Albania_2008,Albania,2009,98,1,0,,,,
ARM,Armenia_2000,Armenia,2000,0,1,0,,,,
ARM,Armenia_2000,Armenia,2000,1,1,0,,,,
ARM,Armenia_2000,Armenia,2000,2,1,0,,,,
ARM,Armenia_2000,Armenia,2000,3,1,0,,,,
ARM,Armenia_2000,Armenia,2000,4,1,0,,,,
ARM,Armenia_2000,Armenia,2000,5,1,0,,,,
ARM,Armenia_2000,Armenia,2000,6,.76300764,.23699234,0,1,0,0
ARM,Armenia_2000,Armenia,2000,7,.09491048,.9050895,0,.99831903,.0016809944,0
ARM,Armenia_2000,Armenia,2000,8,.011206203,.98879379,0,1,0,0
ARM,Armenia_2000,Armenia,2000,9,.0028185619,.99718142,0,.99717349,0,.0028265286
ARM,Armenia_2000,Armenia,2000,10,.0044997809,.99550021,0,.98988611,.010113905,0
ARM,Armenia_2000,Armenia,2000,11,.0023280247,.99767196,0,.84288859,.15711141,0
ARM,Armenia_2000,Armenia,2000,12,.013140259,.98685974,0,.090190865,.90980911,0
ARM,Armenia_2000,Armenia,2000,13,.019905394,.98009461,0,.011224493,.98877549,0
ARM,Armenia_2000,Armenia,2000,14,.042078633,.95792139,0,.0011563835,.99884361,0
ARM,Armenia_2000,Armenia,2000,15,.092772238,.90722775,0,0,.99240309,.0075969035
ARM,Armenia_2000,Armenia,2000,16,.22663504,.77336496,0,0,.92386597,.076134019
ARM,Armenia_2000,Armenia,2000,17,.55663657,.44336343,0,0,.5737254,.42627457
ARM,Armenia_2000,Armenia,2000,18,.5946002,.40539983,0,0,.36285239,.63714761
ARM,Armenia_2000,Armenia,2000,19,.661107,.33889297,0,0,.35250297,.64749706
ARM,Armenia_2000,Armenia,2000,20,.73740935,.26259065,0,0,.18853919,.81146079
ARM,Armenia_2000,Armenia,2000,21,.83287281,.16712718,0,0,.15675049,.8432495
ARM,Armenia_2000,Armenia,2000,22,.89502424,.10497575,0,0,.13637947,.86362052
ARM,Armenia_2000,Armenia,2000,23,.94431096,.055689022,0,0,.072629228,.92737079
ARM,Armenia_2000,Armenia,2000,24,.92759216,.072407864,0,0,.11299918,.8870008
ARM,Armenia_2000,Armenia,2000,25,.97079527,.029204745,0,0,.4014304,.59856957
ARM,Armenia_2000,Armenia,2000,26,.97802263,.021977335,0,0,0,1
ARM,Armenia_2000,Armenia,2000,27,.99146712,.0085328827,0,0,0,1
ARM,Armenia_2000,Armenia,2000,28,.9876219,.012378088,0,0,0,1
ARM,Armenia_2000,Armenia,2000,29,.9906885,.0093114898,0,0,0,1
ARM,Armenia_2000,Armenia,2000,30,1,0,,,,
ARM,Armenia_2000,Armenia,2000,31,1,0,,,,
ARM,Armenia_2000,Armenia,2000,32,1,0,,,,
ARM,Armenia_2000,Armenia,2000,33,1,0,,,,
ARM,Armenia_2000,Armenia,2000,34,1,0,,,,
ARM,Armenia_2000,Armenia,2000,35,1,0,,,,
ARM,Armenia_2000,Armenia,2000,36,1,0,,,,
ARM,Armenia_2000,Armenia,2000,37,1,0,,,,
ARM,Armenia_2000,Armenia,2000,38,1,0,,,,
ARM,Armenia_2000,Armenia,2000,39,1,0,,,,
ARM,Armenia_2000,Armenia,2000,40,1,0,,,,
ARM,Armenia_2000,Armenia,2000,41,1,0,,,,
ARM,Armenia_2000,Armenia,2000,42,1,0,,,,
ARM,Armenia_2000,Armenia,2000,43,1,0,,,,
ARM,Armenia_2000,Armenia,2000,44,1,0,,,,
ARM,Armenia_2000,Armenia,2000,45,1,0,,,,
ARM,Armenia_2000,Armenia,2000,46,1,0,,,,
ARM,Armenia_2000,Armenia,2000,47,1,0,,,,
ARM,Armenia_2000,Armenia,2000,48,1,0,,,,
ARM,Armenia_2000,Armenia,2000,49,1,0,,,,
ARM,Armenia_2000,Armenia,2000,50,1,0,,,,
ARM,Armenia_2000,Armenia,2000,51,1,0,,,,
ARM,Armenia_2000,Armenia,2000,52,1,0,,,,
ARM,Armenia_2000,Armenia,2000,53,1,0,,,,
ARM,Armenia_2000,Armenia,2000,54,1,0,,,,
ARM,Armenia_2000,Armenia,2000,55,1,0,,,,
ARM,Armenia_2000,Armenia,2000,56,1,0,,,,
ARM,Armenia_2000,Armenia,2000,57,1,0,,,,
ARM,Armenia_2000,Armenia,2000,58,1,0,,,,
ARM,Armenia_2000,Armenia,2000,59,1,0,,,,
ARM,Armenia_2000,Armenia,2000,60,1,0,,,,
ARM,Armenia_2000,Armenia,2000,61,1,0,,,,
ARM,Armenia_2000,Armenia,2000,62,1,0,,,,
ARM,Armenia_2000,Armenia,2000,63,1,0,,,,
ARM,Armenia_2000,Armenia,2000,64,1,0,,,,
ARM,Armenia_2000,Armenia,2000,65,1,0,,,,
ARM,Armenia_2000,Armenia,2000,66,1,0,,,,
ARM,Armenia_2000,Armenia,2000,67,1,0,,,,
ARM,Armenia_2000,Armenia,2000,68,1,0,,,,
ARM,Armenia_2000,Armenia,2000,69,1,0,,,,
ARM,Armenia_2000,Armenia,2000,70,1,0,,,,
ARM,Armenia_2000,Armenia,2000,71,1,0,,,,
ARM,Armenia_2000,Armenia,2000,72,1,0,,,,
ARM,Armenia_2000,Armenia,2000,73,1,0,,,,
ARM,Armenia_2000,Armenia,2000,74,1,0,,,,
ARM,Armenia_2000,Armenia,2000,75,1,0,,,,
ARM,Armenia_2000,Armenia,2000,76,1,0,,,,
ARM,Armenia_2000,Armenia,2000,77,1,0,,,,
ARM,Armenia_2000,Armenia,2000,78,1,0,,,,
ARM,Armenia_2000,Armenia,2000,79,1,0,,,,
ARM,Armenia_2000,Armenia,2000,80,1,0,,,,
ARM,Armenia_2000,Armenia,2000,81,1,0,,,,
ARM,Armenia_2000,Armenia,2000,82,1,0,,,,
ARM,Armenia_2000,Armenia,2000,83,1,0,,,,
ARM,Armenia_2000,Armenia,2000,84,1,0,,,,
ARM,Armenia_2000,Armenia,2000,85,1,0,,,,
ARM,Armenia_2000,Armenia,2000,86,1,0,,,,
ARM,Armenia_2000,Armenia,2000,87,1,0,,,,
ARM,Armenia_2000,Armenia,2000,88,1,0,,,,
ARM,Armenia_2000,Armenia,2000,89,1,0,,,,
ARM,Armenia_2000,Armenia,2000,90,1,0,,,,
ARM,Armenia_2000,Armenia,2000,91,1,0,,,,
ARM,Armenia_2000,Armenia,2000,92,1,0,,,,
ARM,Armenia_2000,Armenia,2000,93,1,0,,,,
ARM,Armenia_2000,Armenia,2000,94,1,0,,,,
ARM,Armenia_2000,Armenia,2000,95,1,0,,,,
ARM,Armenia_2000,Armenia,2000,96,1,0,,,,
ARM,Armenia_2000,Armenia,2000,97,1,0,,,,
ARM,Armenia_2005,Armenia,2005,0,1,0,,,,
ARM,Armenia_2005,Armenia,2005,1,1,0,,,,
ARM,Armenia_2005,Armenia,2005,2,1,0,,,,
ARM,Armenia_2005,Armenia,2005,3,1,0,,,,
ARM,Armenia_2005,Armenia,2005,4,1,0,,,,
ARM,Armenia_2005,Armenia,2005,5,.97566044,.024339555,0,1,0,0
ARM,Armenia_2005,Armenia,2005,6,.37063491,.62936509,0,1,0,0
ARM,Armenia_2005,Armenia,2005,7,.022393983,.977606,0,1,0,0
ARM,Armenia_2005,Armenia,2005,8,.010713116,.9892869,0,1,0,0
ARM,Armenia_2005,Armenia,2005,9,.0063662408,.99363375,0,.9966054,.0033946256,0
ARM,Armenia_2005,Armenia,2005,10,.0092136813,.99078631,0,.99024296,.0097570186,0
ARM,Armenia_2005,Armenia,2005,11,.006529565,.99347043,0,.69576168,.30423832,0
ARM,Armenia_2005,Armenia,2005,12,.013309561,.98669046,0,.098891877,.90110815,0
ARM,Armenia_2005,Armenia,2005,13,.009073819,.99092621,0,.0040900283,.99590999,0
ARM,Armenia_2005,Armenia,2005,14,.034792192,.96520782,0,.00028411532,.99971586,0
ARM,Armenia_2005,Armenia,2005,15,.091117583,.90888244,0,0,.98680121,.013198775
ARM,Armenia_2005,Armenia,2005,16,.18656242,.81343758,0,0,.85976464,.14023539
ARM,Armenia_2005,Armenia,2005,17,.50473952,.49526051,0,0,.3473683,.6526317
