iso_code3,country,survey,year,category,sex,wealth,region,location,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,eduyears_2024_m,preschool_1ybefore_m,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,edu2_2024_m,edu4_2024_m,overage2plus_m,literacy_1524,comp_upsec_2029_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,eduyears_2024_no,preschool_1ybefore_no,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,edu2_2024_no,edu4_2024_no,overage2plus_no,literacy_1524_no,comp_upsec_2029_no
BEN,Benin,EHCVM,2018,Total,,,,,.75580359,.53105795,.24494973,.68894589,.5085606,6.7850327,1,.047280155,.094023392,.082004659,.069399618,.27558061,.37185958,.51550627,.20549597,.36326987,.36326987,.43889782,.5085606,,2754,2251,1806,7233,7233,3181,149,3459,2909,2909,2668,8011,4222,2349,4886,3181,3181,11377,7233,
BEN,Benin,EHCVM,2018,Region,,,Alibori,,.33978799,.29581374,.088139899,.35779461,.23615301,3.0960889,,.01292508,.007760108,.007760108,.013819193,.56202573,.72240263,.7656219,.56923181,.67090082,.67090082,.36355948,.23615301,,183,161,124,477,477,208,0,237,222,222,178,684,291,155,388,208,208,427,477,
BEN,Benin,EHCVM,2018,Region,,,Atacora,,.55060464,.31977883,.13967194,.48473048,.30081022,4.2047849,,.0070665446,.017084701,.017084701,.019259848,.4716664,.48151147,.72262281,.33519244,.55973494,.55973494,.43574306,.30081022,,200,171,141,553,553,268,5,265,239,239,188,685,305,164,391,268,268,668,553,
BEN,Benin,EHCVM,2018,Region,,,Atlantique,,.90030402,.61698884,.3192203,.84401751,.61820316,8.8808117,,.086238697,.1688136,.14094296,.11474214,.1184757,.29884481,.45791781,.050124213,.18435626,.18435626,.45682856,.61820316,,326,257,227,862,862,387,14,401,357,357,364,840,471,261,499,387,387,1507,862,
BEN,Benin,EHCVM,2018,Region,,,Borgou,,.52194548,.45890552,.21783449,.51720899,.40670079,5.5280504,,.055574529,.082659386,.078070603,.036055997,.48863724,.57766825,.66540825,.42837226,.5062142,.5062142,.42865583,.40670079,,245,252,168,698,698,312,9,357,320,320,283,875,374,226,503,312,312,812,698,
BEN,Benin,EHCVM,2018,Region,,,Collines,,.79178607,.64687192,.1951177,.70117575,.55846608,6.4685473,,.01809025,.032660522,.03057556,.030239385,.17460652,.30557007,.42775986,.1215612,.41422299,.41422299,.43734375,.55846608,,263,187,116,604,604,223,15,261,233,233,182,642,390,219,403,223,223,1065,604,
BEN,Benin,EHCVM,2018,Region,,,Couffo,,.733172,.39823833,.15687981,.67707914,.46399689,6.4900818,,.0061863959,.049260415,.036333542,.051570967,.26233035,.41337696,.54366827,.17626318,.34076908,.34076908,.37526056,.46399689,,202,130,100,437,437,174,3,190,138,138,166,577,297,156,367,174,174,749,437,
BEN,Benin,EHCVM,2018,Region,,,Donga,,.75256813,.40584767,.045129213,.5550108,.34482607,4.0650282,,.0049148207,.011883787,.0077756187,.010352135,.33906111,.38055283,.56696212,.23064123,.5552749,.5552749,.38707247,.34482607,,211,203,161,613,613,284,18,328,265,265,287,788,340,190,455,284,284,908,613,
BEN,Benin,EHCVM,2018,Region,,,Littoral,,.89520347,.77629459,.3930079,.87264532,.72563177,9.7735538,1,.16696833,.2627309,.23470294,.29101285,.093272395,.19132389,.26817545,.045735192,.17607816,.17607816,.5077107,.72563177,,194,169,146,565,565,255,31,270,257,257,229,488,306,189,309,255,255,1005,565,
BEN,Benin,EHCVM,2018,Region,,,Mono,,.89553773,.72814614,.23374808,.83829224,.60384387,8.187562,,.029598754,.058401924,.037843358,.028063746,.13723582,.16604523,.41839421,.065662026,.19097535,.19097535,.46666321,.60384387,,207,159,136,544,544,236,14,249,235,235,192,586,347,181,367,236,236,1059,544,
BEN,Benin,EHCVM,2018,Region,,,Oueme,,.90607053,.63539279,.40588582,.83122665,.63071668,8.6901484,,.070956953,.16577874,.14912182,.071844772,.10853088,.23260364,.39764664,.039512914,.21766654,.21766654,.47027361,.63071668,,287,243,201,796,796,357,25,384,318,318,277,754,438,254,477,357,357,1409,796,
BEN,Benin,EHCVM,2018,Region,,,Plateau,,.75864464,.53261507,.15916002,.69302261,.47471532,6.2800002,,.027486686,.061192524,.05355949,.044242028,.26595643,.46001402,.58270574,.19075041,.36974832,.36974832,.39712363,.47471532,,231,178,171,635,635,295,6,300,197,197,193,646,382,200,437,295,295,971,635,
BEN,Benin,EHCVM,2018,Region,,,Zou,,.8877641,.53633243,.30348971,.75737673,.5763011,6.9532123,,.0041109817,.04039254,.033348951,.031678297,.12966853,.25336504,.43538192,.10231209,.34094372,.34094372,.43722719,.5763011,,205,141,115,449,449,182,9,217,128,128,129,446,281,154,290,182,182,797,449,
BEN,Benin,EHCVM,2018,wealth,,Quintile 1,,,.64337945,.40496019,.11006471,.54873794,.33046228,4.8526478,,.015754575,.016876634,.012788985,.0040361793,.42657647,.52758384,.73523444,.32588366,.48863167,.48863167,.38729143,.33046228,,239,251,248,831,831,417,3,415,393,393,286,812,382,248,474,417,417,856,831,
BEN,Benin,EHCVM,2018,wealth,,Quintile 2,,,.67134351,.40083143,.11656197,.59505409,.38905063,4.9718099,,.0083341608,.033677105,.028513972,.02039301,.353266,.47606552,.60904586,.26867771,.47340012,.47340012,.3734093,.38905063,,445,362,318,1202,1202,569,22,569,508,508,493,1394,669,354,805,569,569,1592,1202,
BEN,Benin,EHCVM,2018,wealth,,Quintile 3,,,.72927767,.43813217,.22653668,.65465552,.45398447,6.4222374,1,.033310167,.05863091,.054908607,.044050682,.31685227,.40416822,.59327263,.24341437,.37510946,.37510946,.4058522,.45398447,,512,424,352,1365,1365,626,36,660,592,592,582,1711,807,434,1001,626,626,2144,1365,
BEN,Benin,EHCVM,2018,wealth,,Quintile 4,,,.75758916,.57750267,.22406705,.71871573,.53472084,6.9232993,,.041912656,.089278765,.073188551,.069826655,.25322846,.38037741,.50291866,.19248319,.33975303,.33975303,.42038068,.53472084,,677,522,370,1646,1646,671,29,775,687,687,632,1963,1005,557,1191,671,671,2744,1646,
BEN,Benin,EHCVM,2018,wealth,,Quintile 5,,,.84457415,.67243665,.41395664,.79535401,.6595484,9.0246878,1,.094447397,.21275441,.1882879,.16059177,.15206438,.2504904,.36330807,.11202911,.24180859,.24180859,.50605381,.6595484,,881,692,518,2189,2189,898,59,1040,729,729,675,2131,1359,756,1415,898,898,4041,2189,
BEN,Benin,EHCVM,2018,Sex,Female,,,,.73487818,.45607498,.15407778,.62812972,.43347111,5.5050254,1,.034266237,.056784,.048279487,.03547965,.27891803,.39990968,.56872624,.2070321,.45010814,.45010814,.40733346,.43347111,,1314,1215,955,3754,3754,1716,71,1853,1638,1638,1513,3828,2019,1169,2284,1716,1716,5193,3754,
BEN,Benin,EHCVM,2018,Sex,Male,,,,.77488399,.62169981,.34590173,.75556111,.59081018,8.3033743,1,.062674589,.14046967,.12406789,.11497471,.27253202,.346771,.46139836,.20414744,.26026255,.26026255,.46526071,.59081018,,1440,1036,851,3479,3479,1465,78,1606,1271,1271,1155,4183,2203,1180,2602,1465,1465,6184,3479,
BEN,Benin,EHCVM,2018,Location,,,,Rural,.71551782,.43249518,.17469962,.61297041,.42140269,5.3965936,1,.013047584,.038655546,.027854918,.020165788,.33316141,.42606428,.57216877,.2555463,.45502728,.45502728,.41238734,.42140269,,1453,1151,909,3659,3659,1588,54,1770,1471,1471,1296,4406,2226,1201,2642,1588,1588,5384,3659,
BEN,Benin,EHCVM,2018,Location,,,,Urban,.80762285,.6456514,.32624087,.77660453,.60912126,8.3561792,1,.087513693,.15706792,.1436622,.12065412,.19760017,.30319485,.44939482,.14027341,.25943798,.25943798,.46558356,.60912126,,1301,1100,897,3574,3574,1593,95,1689,1438,1438,1372,3605,1996,1148,2244,1593,1593,5993,3574,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Alibori,,,,,.29204756,.13280892,,,,,,,.59529471,,,,,,,.13280892,,7,14,12,42,42,16,0,20,20,20,11,36,11,16,24,16,16,20,42,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Atacora,,.52475661,.35612747,.15411499,.48280448,.26287892,4.2419634,,.01797585,.029056236,.029056236,,.5429213,.50904441,.70535976,.39720908,.52686769,.52686769,.48986378,.26287892,,39,36,34,115,115,55,0,56,37,37,27,120,52,37,62,55,55,107,115,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Atlantique,,,,,.68006545,.336386,5.7492533,,.031885929,0,0,0,.24039415,.36129493,,.17009692,.38121888,.38121888,.37084728,.336386,,21,29,28,85,85,48,0,45,51,51,36,67,43,25,42,48,48,103,85,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Borgou,,,.3504487,,.35119402,.2309069,3.5082576,,.014041305,.013040431,0,.018956583,.66003609,,.90495467,.58252299,.64313936,.64313936,.29913938,.2309069,,23,42,25,106,106,48,0,62,48,48,39,96,24,31,40,48,48,49,106,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Collines,,,,,.60433608,.52129394,,,,0,0,,.23620772,,,,,,.44003871,.52129394,,19,14,15,54,54,27,0,23,30,30,18,45,28,16,25,27,27,67,54,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Couffo,,.65891546,.41168126,.13937525,.61298597,.37350544,5.5512657,,0,.03733502,.03733502,0,.34790668,.50920916,.76251525,.230207,.41961816,.41961816,.29577684,.37350544,,44,40,30,123,123,54,0,55,46,46,49,170,84,36,113,54,54,180,123,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Donga,,,,,.40434587,.1291713,,,,,,,.53444999,,,,,,.38669413,.1291713,,6,9,17,38,38,25,1,25,26,26,19,47,15,9,23,25,25,33,38,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Littoral,,,,,,,,,,,,,,,,,,,,.46734223,,3,4,2,10,10,8,0,6,7,7,3,7,6,2,5,8,8,15,10,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Mono,,.75300121,,.17812629,.73486322,.49990302,6.8091698,,.044484712,.0060706572,0,.012223555,.27927268,.33804974,.45474833,.14299479,.29082286,.29082286,.53363258,.49990302,,35,26,38,112,112,55,2,49,68,68,42,110,57,34,67,55,55,163,112,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Oueme,,,,,.65558898,.37079522,,,,,,,,,,,,,,.37079522,,6,7,11,30,30,17,0,16,12,12,7,19,6,9,10,17,17,25,30,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Plateau,,,,,.4763687,.29498079,5.0465846,,0,,,,.46990091,.75731325,,.46977943,.43681329,.43681329,.30790091,.29498079,,18,12,24,67,67,42,0,30,29,29,21,65,37,16,45,42,42,56,67,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 1,Zou,,,,,.68928838,.42573667,,,,,,,.48302519,,,,,,.43801814,.42573667,,18,18,12,49,49,22,0,28,19,19,14,30,19,17,18,22,22,38,49,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Alibori,,,,,.24228372,.13083534,,,0,0,0,,.83304411,.85868287,,.79142725,,,.55829293,.13083534,,24,23,14,64,64,27,0,30,36,36,29,101,41,20,58,27,27,31,64,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Atacora,,.50886774,.12835023,.17249113,.408099,.2325289,3.2758865,,.014243989,.013158785,.013158785,0,.51345825,.53248066,.84185433,.39508545,.66533011,.66533011,.39727944,.2325289,,41,34,38,132,132,74,0,60,65,65,48,157,58,34,86,74,74,123,132,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Atlantique,,.89356321,,.14206983,.83442074,.49409035,7.0083156,,0,.099857628,.099857628,.055258624,.15357389,.45155975,.54093641,.00502232,.22325081,.22325081,.3687363,.49409035,,50,28,34,124,124,59,1,51,43,43,56,116,65,39,64,59,59,168,124,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Borgou,,.1669012,.14914583,.066797137,.29908022,.23649277,3.3550687,,.023186348,.068144754,.068144754,0,.58838284,.80205321,.85539132,.51557976,.65819448,.65819448,.35765678,.23649277,,40,39,37,113,113,58,3,57,51,51,59,162,61,35,92,58,58,96,113,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Collines,,.7879281,,,.59928042,.45101359,3.9587369,,0,.010522403,0,.021199459,.25868508,.40894127,,.14999866,.64633751,.64633751,.39348817,.45101359,,38,26,18,88,88,33,5,36,40,40,30,97,58,29,59,33,33,132,88,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Couffo,,.60031867,.3132816,,.60944134,.38432521,5.0775113,,0,0,0,.029799242,.25337729,.45959747,.551557,.19792207,.47186515,.47186515,.33674684,.38432521,,53,32,23,108,108,39,3,45,33,33,46,151,76,39,93,39,39,186,108,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Donga,,.87718034,.41729304,,.51404154,.30478704,2.6612837,,0,0,0,0,.40450346,.49790716,.51870728,.18532965,.68433398,.68433398,.37291798,.30478704,,37,41,25,111,111,49,2,62,45,45,51,116,47,32,57,49,49,125,111,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Littoral,,,,,,,,,,,,,,,,,,,.31965268,.71448618,,1,6,10,22,22,16,1,15,19,19,18,25,5,4,13,16,16,39,22,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Mono,,.89230573,.66845709,.20568016,.82081634,.58886713,8.1287832,,.010682232,.057726581,.019100714,0,.20775001,.15178755,.39388409,.096207403,.18480571,.18480571,.48594281,.58886713,,58,46,42,163,163,79,5,77,60,60,53,163,98,51,93,79,79,292,163,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Oueme,,,,,.72743785,.4610275,,,.018992549,.048300676,.048300676,.034818146,.16946721,.33091962,,.053037241,,,.25695977,.4610275,,19,21,20,62,62,29,0,36,39,39,30,101,36,14,61,29,29,131,62,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Plateau,,.58934951,.35044235,0,.53950298,.27530432,3.6794615,,0,.031309038,.031309038,0,.40897855,.67709059,,.34395331,.55631703,.55631703,.26723859,.27530432,,41,38,33,122,122,65,1,58,44,44,47,114,63,28,71,65,65,117,122,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 2,Zou,,.85556084,,,.70417845,.52934772,5.5043855,,0,0,0,,.13703817,.28012329,,.13149686,.41782516,.41782516,.40159813,.52934772,,43,28,24,93,93,41,1,42,33,33,26,91,61,29,58,41,41,152,93,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Alibori,,.28571415,.20620987,.11979496,.33859017,.21222559,3.0889955,,.046848949,0,0,.035311949,.67111874,.75808501,.7794975,.61104065,.69027287,.69027287,.48433143,.21222559,,48,41,36,123,123,66,0,67,52,52,52,132,71,33,74,66,66,72,123,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Atacora,,.53886592,.3311269,,.50764996,.26322153,3.9706471,,0,0,0,.018900309,.49943009,.55547726,.74524647,.34019497,.5299592,.5299592,.43717015,.26322153,,42,40,25,117,117,54,0,55,60,60,39,159,81,32,99,54,54,143,117,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Atlantique,,.90973049,.52587509,.31539148,.84825623,.58858204,8.9596014,,.037977111,.12239508,.12239508,.098178908,.15846145,.21091405,.52986217,.054780561,.1167403,.1167403,.40233195,.58858204,,39,49,36,133,133,66,6,71,70,70,62,147,57,36,80,66,66,228,133,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Borgou,,.52426845,.31058192,,.41034114,.35034877,4.2116108,,.073609866,.043994702,.043994702,0,.5903182,.52456838,,.56651962,.64828718,.64828718,.43448946,.35034877,,36,37,19,101,101,46,1,51,70,70,65,205,68,29,110,46,46,131,101,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Collines,,.74344712,,,.67208517,.46304449,6.0984302,,0,.067481108,.067481108,.051849194,.18293992,.34540623,.59543931,.17382714,.40292501,.40292501,.4073782,.46304449,,57,27,21,114,114,41,7,41,54,54,41,149,79,47,100,41,41,208,114,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Couffo,,.80622017,.36756167,,.73280638,.48610833,7.8367543,,.024283415,,,,.25845325,.3499293,.49625349,.17739613,.22496507,.22496507,.45201248,.48610833,,49,33,29,111,111,45,0,51,29,29,27,128,66,45,74,45,45,174,111,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Donga,,.73804832,.32436612,.067996755,.56120378,.31026506,4.4556503,,.014585452,0,0,0,.37080935,.3832922,.61311269,.27616033,.51190263,.51190263,.3614817,.31026506,,40,35,33,126,126,57,3,59,56,56,66,184,68,40,96,57,57,194,126,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Littoral,,,,,.77458322,.56824529,,,,,,.21936405,.031134486,,,0,,,.40283227,.56824529,,17,13,14,46,46,27,3,21,24,24,32,54,29,9,31,27,27,92,46,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Mono,,.94673604,.80472445,,.90092874,.66183794,9.0379181,,.02536091,.07538636,.055078372,0,.065336883,.14454849,.41896427,.030552754,.1416519,.1416519,.43902466,.66183794,,55,41,28,128,128,48,2,57,49,49,53,142,87,48,88,48,48,266,128,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Oueme,,.85476881,.56208259,.2713846,.7606498,.5430302,7.3929949,,.01647572,.11863512,.11863512,.013779175,.19409904,.2922267,.37352639,.071442872,.26357105,.26357105,.43375769,.5430302,,42,43,41,136,136,73,11,68,60,60,56,131,65,38,74,73,73,210,136,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Plateau,,.75697458,.60032582,.19646733,.6955328,.51076508,6.6934509,,.012790481,.044091891,.044091891,.072517708,.2467528,.516765,.67812777,.14506309,.35918781,.35918781,.33891442,.51076508,,50,31,38,125,125,59,3,61,39,39,45,163,78,41,103,59,59,233,125,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 3,Zou,,.91852033,.37634182,.34234935,.75441545,.54450446,7.9932523,,.016156113,,,.042262468,.094252981,.25684112,.63041538,.099224828,.25921604,.25921604,.33763841,.54450446,,37,34,32,105,105,44,0,58,29,29,44,117,58,36,72,44,44,193,105,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Alibori,,.43092272,.33680904,.016196225,.40480667,.27142066,3.1636147,,0,.016071802,.016071802,.010878677,.47611505,.60753888,.77666295,.49145687,.63999552,.63999552,.32073852,.27142066,,57,39,32,136,136,55,0,62,61,61,52,230,95,44,132,55,55,162,136,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Atacora,,.44185278,.46242818,,.4661566,.37802288,4.762363,,0,.035424035,.035424035,0,.45291406,.44431779,.77841467,.3293536,.53558832,.53558832,.40614882,.37802288,,45,37,26,107,107,51,3,59,48,48,39,155,65,32,89,51,51,148,107,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Atlantique,,.90786415,.66387886,.35424468,.87605798,.65477878,9.009326,,.14446224,.16590716,.12232167,.083985351,.10362001,.3350684,.4042342,.05191664,.17736678,.17736678,.42527544,.65477878,,81,48,49,175,175,71,3,80,74,74,83,207,116,49,115,71,71,343,175,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Borgou,,.58117932,.53642976,.21721226,.60734582,.4409,6.3899126,,.073820561,.050370879,.039399993,.069043241,.42799097,.6253981,.57264388,.37429023,.41966674,.41966674,.39329803,.4409,,72,56,40,172,172,76,1,80,74,74,70,212,105,55,132,76,76,224,172,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Collines,,.75784445,.70815724,.32331929,.76011807,.59795779,7.9472923,,0,.012528243,.012528243,.049287591,.17483661,.3491174,.43418872,.093220823,.26760873,.26760873,.43064368,.59795779,,85,65,30,188,188,60,2,84,62,62,43,186,107,72,104,60,60,319,188,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Couffo,,.8767972,,,.75499886,.59607261,,,,,,,.21347937,.34334338,,.090951033,,,.49916434,.59607261,,36,16,8,53,53,16,0,23,19,19,21,68,38,23,43,16,16,100,53,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Donga,,.73280227,.41552404,.043197438,.55476642,.37591696,4.2473736,,0,.028752444,.013612878,.012472347,.33643091,.39391053,.64272481,.21943344,.54552811,.54552811,.36734492,.37591696,,57,48,33,145,145,62,4,72,69,69,78,214,88,50,125,62,62,224,145,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Littoral,,.85291553,.74492532,.28978729,.88543218,.69085377,9.1879301,,.088044971,.17762427,.16560701,.1910736,.1181362,.20529921,.29464048,.078097716,.1539599,.1539599,.45416912,.69085377,,42,46,31,139,139,62,6,62,74,74,55,140,75,46,88,62,62,249,139,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Mono,,1,,,.90944833,.6602816,8.8632555,,.020528372,.12047753,.095211051,.050154597,.046894029,.08116284,.39790231,0,.13749525,.13749525,.41826251,.6602816,,32,29,22,93,93,41,3,46,42,42,36,116,57,30,76,41,41,210,93,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Oueme,,.90967107,.53958482,.3053515,.83720446,.57982504,7.4921231,,.034251668,.14204511,.13402654,.098100819,.094007201,.27038255,.42704812,.052325703,.27275309,.27275309,.44087434,.57982504,,87,70,43,214,214,81,3,100,88,88,92,208,122,78,130,81,81,384,214,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Plateau,,.86679512,.59799212,.24540749,.80190742,.58286083,7.5892305,,.033801623,.10956665,.091385044,.040843971,.19600031,.29318956,.52348012,.085462078,.24724688,.24724688,.42061767,.58286083,,49,47,39,149,149,65,1,75,49,49,38,141,90,50,104,65,65,236,149,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 4,Zou,,.81437498,,,.70770568,.59221148,7.0436006,,0,,,,.13802573,.33059669,,.11362763,.3843891,.3843891,.44727045,.59221148,,34,21,17,75,75,31,3,32,27,27,25,86,47,28,53,31,31,145,75,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Alibori,,.36468521,.38244098,.1598918,.40285793,.30788666,3.7121854,,0,.01431941,.01431941,0,.44753465,.72277606,.63528073,.49966404,.63114327,.63114327,.31558052,.30788666,,47,44,30,112,112,44,0,58,53,53,34,185,73,42,100,44,44,142,112,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Atacora,,.83441579,,,.6168226,.44775403,5.9575882,,0,,,.091412738,.2500208,.26317072,,.12552734,.45974475,.45974475,.46007764,.44775403,,33,24,18,82,82,34,2,35,29,29,35,94,49,29,55,34,34,147,82,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Atlantique,,.90115041,.75659907,.47367263,.87549949,.74351287,10.870699,,.13087732,.30530393,.24506518,.22428608,.06204747,.2351983,.32070947,.034948178,.12627934,.12627934,.53433079,.74351287,,135,103,80,345,345,143,4,154,119,119,127,303,190,112,198,143,143,665,345,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Borgou,,.68144482,.68208897,.38179868,.70604783,.59473908,8.2570543,,.074524976,.2081127,.2081127,.10285105,.28143096,.40657169,.51484501,.25036138,.30753911,.30753911,.49244896,.59473908,,74,78,47,206,206,84,4,107,77,77,50,200,116,76,129,84,84,312,206,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Collines,,.89405912,.68534422,.24401146,.73998815,.65162671,6.919735,,.06441544,.057297278,.057297278,.013263948,.098491408,.16978167,.23752959,.081178278,.41953936,.41953936,.48211145,.65162671,,64,55,32,160,160,62,1,77,47,47,50,165,118,55,115,62,62,339,160,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Couffo,,,,,.83881527,.77091616,,,,,,,.09589348,.26790199,,.063233249,,,.33797941,.77091616,,20,9,10,42,42,20,0,16,11,11,23,60,33,13,44,20,20,109,42,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Donga,,.73259956,.46299431,.054616712,.61170536,.41977862,5.0762033,,.00717312,.01633211,.01633211,.027973538,.23515491,.28793553,.49357864,.18176667,.4825713,.4825713,.42211801,.41977862,,71,70,53,193,193,91,8,110,69,69,73,227,122,59,154,91,91,332,193,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Littoral,,.91952598,.82979339,.45346832,.88397557,.76898843,10.535583,,.20227954,.36942625,.33445948,.38040516,.087040387,.1518081,.2617172,.036552366,.17194301,.17194301,.55923676,.76898843,,131,100,89,348,348,142,21,166,133,133,121,262,191,128,172,142,142,610,348,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Mono,,,,,.84543777,.6440779,,,,,,,.026421519,.11444467,,.062217098,,,.47316414,.6440779,,27,17,6,48,48,13,2,20,16,16,8,55,48,18,43,13,13,128,48,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Oueme,,.92857081,.76822132,.59587765,.88643241,.74579829,10.603354,,.12630683,.26873285,.22868875,.097632796,.059682246,.17179318,.31600481,.014318889,.12779351,.12779351,.54444069,.74579829,,133,102,86,354,354,157,11,164,119,119,92,295,209,115,202,157,157,659,354,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Plateau,,.86112016,.65937126,.28648695,.81493145,.59157151,8.5197239,,.068132155,.091673642,.091673642,.098489001,.14529538,.31675118,.35928717,.11160995,.23417345,.23417345,.49070522,.59157151,,73,50,37,172,172,64,1,76,36,36,42,163,114,65,114,64,64,329,172,
BEN,Benin,EHCVM,2018,wealth region,,Quintile 5,Zou,,.94731236,.59706652,.57782483,.86773062,.69850665,8.7742052,,0,,,,.054114539,.11767737,.26676586,.014407628,.18189186,.18189186,.53331727,.69850665,,73,40,30,127,127,44,5,57,20,20,20,122,96,44,89,44,44,269,127,
BEN,Benin,EHCVM,2018,Region & Sex,Female,,Alibori,,.28789145,.25141746,.034772396,.26574463,.15989274,2.0943484,,0,.0074137333,.0074137333,0,.56495631,.73972642,.83684123,.52708799,.75727475,.75727475,.32854337,.15989274,,69,76,70,231,231,115,0,117,130,130,98,293,123,67,170,115,115,172,231,
BEN,Benin,EHCVM,2018,Region & Sex,Female,,Atacora,,.54822373,.18156974,.034268335,.36565945,.18227719,2.1671836,,0,.0051162834,.0051162834,.0056222253,.47497988,.44434309,.7457999,.3161557,.74576139,.74576139,.43548581,.18227719,,88,94,69,276,276,137,4,139,139,139,99,300,140,79,171,137,137,287,276,
BEN,Benin,EHCVM,2018,Region & Sex,Female,,Atlantique,,.87385899,.56740171,.15523894,.79450637,.52932376,7.2002482,,.050159797,.12023809,.099857606,.048153173,.14544065,.3480117,.50987899,.079865314,.2703242,.2703242,.41184732,.52932376,,169,147,121,471,471,210,10,225,185,185,187,425,234,134,233,210,210,700,471,
BEN,Benin,EHCVM,2018,Region & Sex,Female,,Borgou,,.5657025,.4200716,.11867983,.48787558,.34983781,4.415206,,.036965199,.0081117759,.0081117759,.032265257,.46658733,.59328675,.71296597,.41964838,.57155949,.57155949,.37258005,.34983781,,98,148,86,364,364,174,3,201,172,172,157,403,159,110,228,174,174,356,364,
BEN,Benin,EHCVM,2018,Region & Sex,Female,,Collines,,.73946929,.54537374,.077385411,.61654025,.45335296,4.8112545,,0,.0049913251,.0049913251,0,.17532934,.37826478,.51575577,.13854699,.51506186,.51506186,.40625614,.45335296,,118,84,56,277,277,106,7,122,138,138,99,290,172,96,167,106,106,445,277,
