iso_code3,country,survey,year,category,sex,wealth,region,location,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,eduyears_2024_m,preschool_1ybefore_m,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,edu2_2024_m,edu4_2024_m,overage2plus_m,literacy_1524,comp_upsec_2029_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,eduyears_2024_no,preschool_1ybefore_no,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,edu2_2024_no,edu4_2024_no,overage2plus_no,literacy_1524_no,comp_upsec_2029_no
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Centre-Nord,,,,,.34663621,.22684133,1.7349102,,,,,,.64328957,.57938457,,.54746693,.81725699,.81725699,.54786897,.22684133,,25,18,18,69,69,31,0,28,17,17,25,73,37,21,40,31,31,64,69,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Centre-Ouest,,,,,.49246088,.31594428,,,,,,,.56938922,,,.34257612,,,.51746869,.31594428,,24,14,18,53,53,27,0,23,22,22,18,66,28,15,36,27,27,74,53,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Centre-Sud,,,,,.61407793,.42227986,,,,,,,.3173216,.12709302,,,,,.58133709,.42227986,,21,7,5,32,32,9,0,11,15,15,12,43,30,14,29,9,9,68,32,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Est,,,,,.27792436,.17701259,,,0,,,,.65518355,.57519156,,.58601123,,,.60915756,.17701259,,19,27,14,63,63,26,0,34,23,23,20,64,39,22,40,26,26,58,63,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Hauts Bassins,,,,,.59665215,.22745681,3.7897527,,0,0,0,0,.49450421,.24563511,,.33251351,.53159624,.53159624,.61437529,.22745681,,28,18,23,67,67,36,0,37,30,30,32,76,44,14,46,36,36,84,67,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Nord,,,,,.51032329,.30493873,,,,,,,.64459217,,,.54433256,,,.57602453,.30493873,,11,23,8,46,46,19,0,28,21,21,18,56,25,13,35,19,19,52,46,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Plateau-Central,,,,,.53606641,.42756042,,,,,,,.49221036,,,.16847701,,,.57039291,.42756042,,16,10,7,37,37,12,0,16,15,15,15,46,19,15,31,12,12,61,37,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Sahel,,,,,.17434193,.08946225,,,,,,,.80435318,,,.71237218,,,,.08946225,,9,17,11,41,41,18,0,25,23,23,15,47,17,11,34,18,18,14,41,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 2,Sud-Ouest,,,,,.50079715,.3593486,,,,,,,.46049955,.45240915,,.32717085,,,.41152328,.3593486,,17,22,8,47,47,23,0,29,21,21,21,68,32,13,48,23,23,67,47,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Boucle du Mouhoun,,,,,.3022173,.25827551,,,0,0,0,0,.37006715,.56232846,,.27011549,,,.36312297,.25827551,,16,19,16,51,51,23,0,30,38,38,37,88,40,17,52,23,23,91,51,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Cascades,,,,,.34597227,.23952711,,,,,,0,.51863527,,,.34809795,,,.3890658,.23952711,,12,9,7,32,32,14,0,12,21,21,34,52,28,11,31,14,14,61,32,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Centre,,,,,.61681253,.53905332,,,,.037953351,0,0,.25435337,.025458371,,.036030732,,,.49193832,.53905332,,27,15,10,54,54,20,1,23,36,36,32,63,37,20,44,20,20,100,54,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Centre-Est,,,,,.40453666,.2568917,1.8672664,,0,0,0,,.36455318,.40694422,,.19319904,.82423234,.82423234,.46120602,.2568917,,25,19,19,57,57,30,0,33,33,33,28,78,45,16,54,30,30,88,57,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Centre-Nord,,,,,.34284207,.2357659,,,,,,0,.69902748,.52723193,,.45955122,,,.57780558,.2357659,,27,18,13,62,62,27,0,26,27,27,31,82,54,21,55,27,27,82,62,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Centre-Ouest,,.89889562,,,.55146825,.37557113,4.5870457,,,,,,.3858394,.23281236,,.27009165,.52403688,.52403688,.6082716,.37557113,,36,16,19,71,71,31,1,27,14,14,20,70,34,27,41,31,31,97,71,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Centre-Sud,,,,,.58713049,.36665335,,,,,,,.30620077,.19409299,,.036262464,,,.53768182,.36665335,,27,17,5,48,48,18,0,21,26,26,18,48,30,19,33,18,18,83,48,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Est,,,,,.37921107,.26775008,,,0,,,,.4639574,.36568719,,.30095819,,,.4719843,.26775008,,18,22,14,53,53,26,0,30,21,21,16,77,30,16,50,26,26,89,53,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Hauts Bassins,,.73039907,.29231289,0,.64136052,.29692385,3.9971387,,0,0,0,,.37749854,.30461338,.49910763,.22645134,.4649592,.4649592,.60724872,.29692385,,37,33,32,107,107,51,0,52,41,41,29,86,45,32,58,51,51,111,107,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Nord,,,,,.41328499,.28051034,2.2787764,,0,0,0,,.52173805,.4138273,,.2594071,.72924501,.72924501,.51377547,.28051034,,26,25,12,73,73,33,0,34,34,34,26,77,51,19,50,33,33,87,73,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Plateau-Central,,,,,.74267936,.52803022,,,0,,,,.29857627,,,,,,.56623429,.52803022,,22,20,16,63,63,26,0,31,17,17,15,42,27,22,27,26,26,88,63,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Sahel,,,,,.09709353,.052133132,,,0,,,,.66829813,,,.42959502,,,.26119196,.052133132,,9,17,16,45,45,29,0,31,17,17,22,57,16,11,34,29,29,35,45,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 3,Sud-Ouest,,,,,.54080337,.17371295,,,,,,,.51008707,,,.36164916,,,.48551852,.17371295,,23,17,13,53,53,23,0,24,21,21,16,62,25,18,31,23,23,62,53,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Boucle du Mouhoun,,,,,.38688582,.22903766,2.8570318,,0,0,0,.0061929016,.39353824,.32226086,,.19469213,.62977964,.62977964,.40304437,.22903766,,27,21,21,81,81,38,0,36,42,42,39,108,42,26,74,38,38,125,81,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Cascades,,,.47029331,,.57281893,.36071599,3.9830441,,0,0,0,,.39908868,,,.18098375,.56972212,.56972212,.62222373,.36071599,,18,31,22,85,85,42,0,45,33,33,25,76,28,27,54,42,42,103,85,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Centre,,.94982934,,,.84341323,.72922456,8.1916685,,0,.004184301,.004184301,.082016736,.12747444,.049905732,.27453655,.024494207,.21160568,.21160568,.51375532,.72922456,,43,27,25,95,95,39,0,46,44,44,32,82,55,30,56,39,39,155,95,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Centre-Est,,.78451955,,,.58777207,.39295259,4.063405,,0,0,0,.015653856,.33107868,.27442062,.60859126,.19886154,.56740528,.56740528,.52185589,.39295259,,35,26,29,100,100,41,0,52,33,33,30,85,42,38,58,41,41,122,100,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Centre-Nord,,.56686026,,,.37267074,.19999832,2.3131249,,0,.010421556,0,,.59006578,.41316748,.65331113,.35735691,.70263493,.70263493,.56927449,.19999832,,33,27,21,90,90,37,2,42,39,39,26,87,42,35,57,37,37,100,90,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Centre-Ouest,,,,,.66316003,.45809412,3.936415,,0,.020261206,.020261206,,.40596703,.35039467,,.24434353,.62661839,.62661839,.56477362,.45809412,,25,19,21,69,69,31,0,32,32,32,21,75,42,23,55,31,31,121,69,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Centre-Sud,,,,,.74961507,.51881945,,,,,,,.3510592,.10686605,,.11822445,,,.48803979,.51881945,,25,15,8,45,45,14,1,23,14,14,20,56,42,18,41,14,14,94,45,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Est,,.55878615,,,.47260004,.33569828,2.4377944,,0,.0043982305,0,,.38780427,.41807842,.3586508,.28837165,.6766125,.6766125,.61319876,.33569828,,37,20,20,92,92,40,0,31,40,40,26,83,53,30,47,40,40,128,92,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Hauts Bassins,,.93367749,.53557885,.14877525,.67232388,.4554131,4.7976761,,0,.069346532,.069346532,0,.29191592,.15977775,,.095799595,.4876031,.4876031,.49354997,.4554131,,40,38,34,116,116,54,0,64,55,55,39,137,73,29,80,54,54,190,116,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Nord,,,,,.49274114,.40442309,,,,,,,.39892578,.21147688,,.077800319,,,.5846898,.40442309,,22,16,16,60,60,24,0,27,15,15,20,53,38,24,35,24,24,87,60,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Plateau-Central,,,,,.50734377,.40400541,,,,0,0,,.4869428,.30075067,,.25034386,,,.5102607,.40400541,,25,15,17,61,61,19,0,26,36,36,27,83,39,28,50,19,19,109,61,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Sahel,,.56810993,,,.29115927,.03335933,,,,,,,.69689095,.81410515,,.67069519,,,.46621913,.03335933,,32,15,16,60,60,22,2,28,24,24,19,50,51,22,43,22,22,45,60,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 4,Sud-Ouest,,.45739526,.48990878,,.541269,.43632492,,,0,0,0,,.43328303,.45980814,,.23968485,,,.48486352,.43632492,,35,31,14,79,79,24,1,43,34,34,21,69,57,26,48,24,24,99,79,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Boucle du Mouhoun,,,.45516565,,.64410704,.42726344,5.7638121,,0,.010981353,.010981353,,.40118036,.30498391,,.27367878,.38521937,.38521937,.42426667,.42726344,,28,30,23,85,85,36,1,46,41,41,25,71,46,27,52,36,36,124,85,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Cascades,,.56404006,.31786528,.11799101,.49003914,.34010568,4.2208858,,0,.010604495,.010604495,.027361039,.36284006,.43919703,.53967565,.11698435,.56338191,.56338191,.53997511,.34010568,,59,35,38,137,137,57,2,64,50,50,46,123,85,50,79,57,57,207,137,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Centre,,.82321465,.71460867,.48669121,.84388876,.71289128,9.878252,,.12230439,.19009979,.19009979,.1507525,.10864684,.23079571,.20135821,.026975797,.17376029,.17376029,.6339159,.71289128,,78,71,84,263,263,126,5,126,111,111,84,153,111,84,108,126,126,387,263,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Centre-Est,,,,,.60385895,.4267998,,,,,,,.32100505,.38077059,,.23145387,,,.52039057,.4267998,,25,14,8,52,52,19,1,21,21,21,28,61,33,24,43,19,19,87,52,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Centre-Nord,,.6014086,.347361,,.35819778,.21857902,2.772229,,.0066071646,.0041786069,.0041786069,,.67494673,.2218577,.748914,.33297631,.75358754,.75358754,.65855742,.21857902,,45,35,20,106,106,34,0,47,31,31,25,69,44,48,44,34,34,113,106,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Centre-Ouest,,,,,.71266013,.54695255,,,,,,,.57685393,,,,,,.75755429,.54695255,,24,15,13,45,45,25,2,23,11,11,13,43,28,10,23,25,25,74,45,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Centre-Sud,,,,,.52710897,.37173858,3.4706268,,.0058490941,,,,.29080704,.19383016,,.26656717,.6537292,.6537292,.45402548,.37173858,,19,17,24,66,66,32,1,34,22,22,18,54,32,18,40,32,32,98,66,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Est,,,.50155675,,.62618661,.49170274,4.6830535,,0,0,0,,.42027497,.41250461,,.38852614,.58981997,.58981997,.61365259,.49170274,,27,34,21,87,87,39,1,46,34,34,28,82,42,29,53,39,39,146,87,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Hauts Bassins,,.64945912,.41136977,.079237945,.61384869,.46354264,6.9243398,,.010798643,.079705194,.079705194,.042190343,.2624734,.41394937,.51710385,.22503214,.29820192,.29820192,.61090243,.46354264,,60,57,38,174,174,75,1,85,70,70,50,122,78,56,83,75,75,201,174,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Nord,,,,,.60849822,.46387908,,,,,,,.27118185,,,,,,.70358282,.46387908,,17,11,6,32,32,13,1,12,17,17,14,34,21,12,24,13,13,55,32,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Plateau-Central,,.87536716,.32885075,,.6091032,.4454447,4.4158831,,0,0,0,,.49003574,.21817759,.42944038,.30615923,.52194554,.52194554,.6533289,.4454447,,32,30,15,87,87,30,0,44,32,32,16,65,42,38,45,30,30,108,87,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Sahel,,,,,.65121913,.3718375,,,,,,,.66507,,,,,,.54356295,.3718375,,25,19,11,61,61,24,1,28,18,18,21,47,24,26,28,24,24,59,61,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Female,Quintile 5,Sud-Ouest,,.79292852,.61064863,,.60487914,.4614732,4.0716958,,.010406968,.020065323,.020065323,0,.28132355,.30263776,.50912404,.3001734,.61253792,.61253792,.48020974,.4614732,,37,34,21,99,99,35,0,50,35,35,34,89,53,40,57,35,35,149,99,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Boucle du Mouhoun,,,,,.34560362,.18389489,,,,,,,.52583444,,,,,,.31727585,.18389489,,10,9,9,30,30,15,0,15,20,20,13,56,17,8,27,15,15,42,30,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Cascades,,,,,,,,,,,,,,,,,,,,.43746454,,1,1,3,6,6,3,0,3,3,3,1,6,2,2,6,3,3,8,6,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Centre,,,,,,,,,,,,,,,,,,,.55657375,.55043554,,11,5,2,15,15,3,0,6,8,8,10,24,13,5,12,3,3,30,15,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Centre-Est,,,,,.41375935,.21477242,,,,,,,.57569176,.58854556,,.42086628,,,.36472219,.21477242,,25,14,11,50,50,20,0,19,14,14,17,83,43,23,60,20,20,61,50,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Centre-Nord,,,,,.37344801,.18474936,,,,,,,.75550252,.63324308,,,,,.58150506,.18474936,,20,10,7,42,42,12,0,14,11,11,10,51,31,17,26,12,12,36,42,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Centre-Ouest,,,,,.60580921,.41631001,,,,,,,.58319479,,,.4497796,,,.5737282,.41631001,,14,6,9,31,31,12,0,14,14,14,8,56,24,11,35,12,12,52,31,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Centre-Sud,,,,,,,,,,,,,.54514873,,,,,,,.250395,,8,4,6,20,20,7,0,10,4,4,7,31,14,10,21,7,7,27,20,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Est,,,,,,,,,,,,,,,,,,,,.031530585,,5,2,4,16,16,6,0,6,14,14,11,28,3,7,12,6,6,10,16,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Hauts Bassins,,,,,,,,,,,,,.48297629,,,,,,.45144448,.19523746,,6,12,7,25,25,12,0,17,19,19,13,34,18,9,26,12,12,37,25,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Nord,,,,,.39567202,.13422264,,,,,,,.52409041,.41958132,,.46929863,,,.39041227,.13422264,,19,17,14,51,51,21,0,24,16,16,17,72,36,17,44,21,21,65,51,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Plateau-Central,,,,,,,,,,,,,,,,,,,,.22412415,,12,3,1,12,12,3,0,4,5,5,4,23,17,5,10,3,3,28,12,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Sahel,,,,,,,,,,,,,,,,,,,,.023907047,,10,6,10,26,26,15,0,11,22,22,12,26,15,6,17,15,15,8,26,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 1,Sud-Ouest,,,,,,,,,,,,,.47829181,,,,,,.46734735,.42980054,,7,7,0,12,12,3,0,7,9,9,13,39,15,4,26,3,3,33,12,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Boucle du Mouhoun,,,,,.25652149,.18110667,,,,,,,.69792414,.67012686,,.60608,,,.30466753,.18110667,,29,14,10,45,45,16,0,20,19,19,18,70,39,16,39,16,16,57,45,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Cascades,,,,,,,,,,,,,,,,,,,,.41432914,,6,3,4,11,11,5,0,4,6,6,11,22,10,3,12,5,5,20,11,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Centre,,,,,,,,,,,,,.32263729,,,,,,.59311169,.71820205,,18,6,3,23,23,8,0,8,4,4,12,32,23,9,20,8,8,52,23,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Centre-Est,,,,,.5558421,.30818111,,,,,,,.41968149,.20639189,,.10964284,,,.50745064,.30818111,,26,16,10,51,51,20,0,22,11,11,14,64,41,18,39,20,20,83,51,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Centre-Nord,,,,,.38311511,.14447701,,,,,,,.53019303,.53961736,,.30837804,,,.44527501,.14447701,,24,13,14,56,56,21,0,25,12,12,19,88,41,17,59,21,21,78,56,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Centre-Ouest,,,,,.71559417,.4853808,,,,,,,.43619919,.31574354,,.20824641,,,.61697328,.4853808,,19,14,8,47,47,14,0,21,16,16,20,65,31,20,38,14,14,90,47,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Centre-Sud,,,,,.846057,.48674214,,,,,,,.36583436,,,.10698067,,,.63756186,.48674214,,12,10,8,34,34,18,0,17,9,9,10,50,21,9,34,18,18,60,34,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Est,,,,,.17766152,.11661657,,,,,,,.42538175,.8345952,,.40447035,,,.33879685,.11661657,,21,17,12,53,53,20,0,23,12,12,18,78,30,14,44,20,20,62,53,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Hauts Bassins,,,,,.58714408,.26155436,5.9045792,,0,,,.013934652,.51515704,.49087951,,.14474338,.36281103,.36281103,.48619747,.26155436,,24,21,20,70,70,34,0,34,24,24,31,74,39,22,51,34,34,84,70,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Nord,,.3869848,,,.49455529,.28888175,,,,,,,.48119161,.46796459,,.32203346,,,.55177653,.28888175,,30,15,9,53,53,14,0,19,14,14,16,64,45,22,38,14,14,72,53,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Plateau-Central,,,,,,,,,,,,,.37395442,,,,,,.45117545,.38446173,,11,6,4,19,19,8,0,9,6,6,8,34,19,2,15,8,8,42,19,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Sahel,,,,,.29798397,.1582458,,,,,,,.94964004,.76240861,,.82422167,,,,.1582458,,19,9,9,34,34,17,0,14,19,19,12,53,33,10,33,17,17,19,34,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 2,Sud-Ouest,,,,,.64337611,.4540593,,,,,,,.36560705,.50756323,,.28488356,,,.47021005,.4540593,,26,15,7,47,47,14,0,21,21,21,10,66,39,20,52,14,14,77,47,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Boucle du Mouhoun,,.40497333,.27579281,,.5273186,.29137787,,,0,,,,.44425443,.57540965,.68346649,.31794852,,,.43566811,.29137787,,38,32,10,82,82,22,1,40,15,15,24,82,35,42,50,22,22,89,82,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Cascades,,,,,.62735665,.38558781,,,,,,,.47085133,,,,,,.53199601,.38558781,,15,12,5,31,31,10,0,16,12,12,14,37,25,9,24,10,10,52,31,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Centre,,.7310608,,,.76245111,.61326706,,,.040699136,,,,.15746811,.24876328,,.046632025,,,.54917109,.61326706,,37,18,15,63,63,20,0,30,26,26,27,58,44,27,41,20,20,107,63,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Centre-Est,,.70709437,,,.54665756,.38402781,,,,,,,.37469825,.43789423,.63811135,.26708841,,,.45071301,.38402781,,44,22,8,72,72,15,0,28,23,23,22,105,49,43,62,15,15,114,72,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Centre-Nord,,,,,.40750784,.2525695,,,,,,,.66100335,.54958212,,.580486,,,.44605106,.2525695,,18,15,14,54,54,26,0,23,14,14,15,88,35,19,61,26,26,74,54,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Centre-Ouest,,,,,.56701696,.29385582,,,,,,,.50018948,.46993801,,.27881089,,,.5641073,.29385582,,24,14,16,50,50,24,0,27,18,18,14,67,42,11,47,24,24,91,50,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Centre-Sud,,,,,.62490308,.39554715,,,,,,,.20380774,.31492075,,.10981385,,,.4474169,.39554715,,21,15,11,49,49,16,0,23,10,10,19,66,31,24,35,16,16,101,49,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Est,,,,,.3388795,.30055285,,,,,,,.46441406,.49533424,,.2940411,,,.47007772,.30055285,,25,21,12,57,57,24,0,28,14,14,15,83,40,13,48,24,24,84,57,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Hauts Bassins,,.57220346,,,.62195301,.26510063,4.1712952,,0,0,0,,.30359113,.47882664,,.21720107,.42054483,.42054483,.44627735,.26510063,,35,27,21,89,89,41,0,38,39,39,28,106,57,26,74,41,41,125,89,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Nord,,,,,.49248257,.322146,,,0,,,,.31968758,.29146677,,.18458416,,,.51562411,.322146,,24,15,19,70,70,28,0,30,19,19,21,92,44,24,55,28,28,111,70,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Plateau-Central,,,,,.74516606,.4550752,,,,,,,.42536739,.22302341,,.25140762,,,.54181397,.4550752,,21,14,8,46,46,18,0,19,7,7,15,51,34,19,38,18,18,82,46,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Sahel,,,,,.41669771,.15747933,,,,,,,.73881811,.73415583,,.71008515,,,.61500597,.15747933,,17,15,12,44,44,21,0,23,11,11,12,51,35,13,32,21,21,37,44,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 3,Sud-Ouest,,,,,.53715235,.44964162,,,,,,,.5121116,.53053164,,.28862563,,,.59884167,.44964162,,20,15,10,46,46,19,0,23,18,18,14,50,36,18,41,19,19,68,46,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Boucle du Mouhoun,,.66347051,.19902836,,.70723504,.34247339,5.5941763,,0,.0087689916,.0087689916,,.35620835,.48531419,.69207841,.29662254,.37396711,.37396711,.35333204,.34247339,,47,32,19,96,96,32,0,47,32,32,22,121,63,42,77,32,32,154,96,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Cascades,,,,,.7035681,.29375505,,,,,,,.40653557,.31584272,,.01349731,,,.45654559,.29375505,,19,16,18,57,57,26,0,28,20,20,28,84,33,17,52,26,26,97,57,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Centre,,.99352252,,,.95432848,.7100054,,,0,.46524569,.37986931,.31355765,.138248,.044613045,,.028364316,,,.58397299,.7100054,,31,26,10,74,74,28,2,35,39,39,31,63,47,27,39,28,28,140,74,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Centre-Est,,.7789852,,,.67357242,.51755428,,,,,,,.39025056,.35016704,,.26356572,,,.50412756,.51755428,,33,20,7,56,56,19,0,25,18,18,22,93,44,25,60,19,19,113,56,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Centre-Nord,,,,,.41693649,.35559517,3.0685344,,0,,,,.51784635,.5102244,.64251047,.33971837,.70109713,.70109713,.48212332,.35559517,,28,24,19,80,80,33,1,39,24,24,18,86,45,31,53,33,33,103,80,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Centre-Ouest,,,,,.66281092,.60389382,,,,,,,.50399578,.28059199,,.31305146,,,.57168162,.60389382,,27,17,13,64,64,24,2,24,14,14,21,74,39,20,53,24,24,107,64,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Centre-Sud,,,,,.85738128,.46776742,,,,,,,.27100337,.31412637,,.19089349,,,.6318143,.46776742,,29,14,6,45,45,10,1,16,9,9,18,55,37,26,37,10,10,93,45,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Est,,.60301751,,,.59254384,.34854868,,,,.028283661,.015565311,,.59800828,.35222766,.51060092,.2860803,,,.63956141,.34854868,,34,24,6,71,71,19,0,29,30,30,27,82,43,30,56,19,19,96,71,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Hauts Bassins,,.73752612,.48226172,,.6488145,.34478548,5.000432,,.023555273,.1597735,.1597735,.018166538,.4234944,.24815138,.58763736,.072614394,.50802708,.50802708,.53048652,.34478548,,44,36,24,113,113,41,1,55,30,30,54,117,73,47,71,41,41,167,113,
BFA,BurkinaFaso,EHCVM,2019,sex wealth region,Male,Quintile 4,Nord,,,,,.60231465,.44500715,,,,,,,.43817502,.40090662,,.1236978,,,.68768984,.44500715,,26,21,7,52,52,13,0,28,14,14,11,53,31,24,35,13,13,71,52,
