iso_code3,country,year,country_year,survey,category,location,sex,wealth,region,ethnicity,religion,comp_prim_v2,comp_lowsec_v2,comp_upsec_v2,comp_prim_1524,comp_lowsec_1524,comp_upsec_2029,eduyears_2024,edu2_2024,edu4_2024,eduout_prim,eduout_lowsec,eduout_upsec,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,adjustment,comp_prim_aux,comp_lowsec_aux,year_uis
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Atacora,,,33.604778,10.433925,0,28.986454,8.8255348,.59096348,6.2930717,1.7238216,24.091208,36.661263,38.019985,69.945786,154,106,108,378,378,299,69,69,69,447,199,120,1,.24549702,.060039777,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Atlantique,,,55.726707,22.514021,15.727438,47.833084,20.919794,10.366165,7.5110888,6.5777569,24.545887,13.415421,33.59779,61.568771,161,146,153,516,516,521,183,183,183,554,251,161,1,.51921546,.25884166,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Borgou,,,46.28817,16.372322,7.3693171,33.762119,12.126257,3.6457441,7.7384305,3.4411471,17.396576,44.916824,47.256256,69.786499,102,117,122,421,421,400,67,67,67,530,185,115,1,.40676394,.093619607,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Collines,,,58.595444,13.466022,.45097512,42.14043,7.7787995,.41579464,6.1755681,7.0788288,27.386168,22.553295,32.554035,53.789455,189,127,124,473,473,432,122,122,122,579,271,139,1,.51734525,.085888296,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Couffo,,,41.638584,10.299829,1.4964057,38.200214,9.6188498,1.9694937,6.6726027,.7605778,16.897612,33.139133,36.523624,64.110413,169,107,96,384,384,329,85,85,85,457,197,131,1,.46218169,.13236167,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Donga,,,40.550735,8.3292761,0,35.357204,7.3011303,.23074126,6.0529885,6.0562825,23.059853,28.873417,47.256958,73.83989,184,162,158,567,567,536,138,138,138,647,253,172,1,.32657218,.10141505,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Littoral,,,67.703644,47.099773,21.331305,68.97702,39.94595,20.507526,9.6273756,1.6787624,8.109622,11.165767,27.096504,39.997051,503,443,462,1560,1560,1407,629,629,629,1260,742,492,1,.73730057,.42781901,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Mono,,,58.210533,23.589937,4.429285,58.022339,13.941689,2.4910223,7.0510497,2.7884269,14.266385,8.5919075,15.567857,47.01778,137,129,128,417,417,375,154,154,154,462,225,140,1,.6107074,.14235143,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,OuÈMÈ,,,58.375221,27.675322,5.4242234,47.036625,20.127018,4.6491003,7.5764523,2.2597268,20.122833,14.906134,24.676073,50.725227,155,126,146,488,488,451,163,163,163,449,222,145,1,.47528669,.19436295,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Plateau,,,42.514549,11.741218,0,36.960384,10.458052,.86581635,6.9363689,9.141161,25.13763,23.894539,37.557678,63.325912,104,104,76,321,321,304,75,75,75,405,173,103,1,.42841423,.13646172,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Female,,Zou,,,43.480751,20.431837,0,37.194061,14.535326,2.6134038,6.6738353,0,30.704105,21.099558,37.123974,47.342785,116,96,104,348,348,335,75,75,75,401,178,114,1,.43333355,.10779571,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Alibori,,,22.413319,13.393204,2.0801847,29.743151,10.863856,4.4491315,8.881422,2.0743477,5.2761045,60.28093,69.630226,75.031769,174,76,50,296,296,211,38,38,38,505,258,103,1,.33239093,.20596898,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Atacora,,,50.208195,32.193996,10.453467,52.887814,21.070776,8.3408318,8.3022604,0,13.107781,29.433992,33.721775,34.62318,133,93,77,315,315,238,79,79,79,499,201,98,1,.57844603,.34173277,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Atlantique,,,66.003952,41.816643,29.526964,70.954041,35.997166,27.834066,10.40277,2.0369017,13.845605,10.551619,19.242064,30.155083,179,145,144,515,515,407,196,196,196,551,293,181,1,.76058823,.51134551,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Borgou,,,42.628117,29.980177,11.412763,48.80489,20.672516,10.791499,9.1135597,1.3635515,5.8750181,45.062321,51.710052,56.62281,162,100,101,380,380,314,100,100,100,544,230,121,1,.56265742,.21028753,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Collines,,,67.017952,29.644543,.66923523,65.222809,23.864479,9.7581005,8.206192,1.4254551,13.11455,15.352043,21.392908,34.801594,225,155,113,474,474,339,133,133,133,641,345,184,1,.62220883,.33690464,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Couffo,,,54.942989,39.344753,6.2747836,69.583809,30.457422,10.064183,9.2164526,2.0709436,7.4056902,22.696383,21.952114,33.998188,180,101,76,353,353,233,116,116,116,474,237,131,1,.76452351,.40964839,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Donga,,,54.195381,23.466303,5.8488264,56.029057,16.135839,5.2575655,8.024889,.88657069,10.3032,23.543867,35.976006,50.699596,272,170,142,620,620,477,181,181,181,805,415,218,1,.64040029,.25168732,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Littoral,,,84.298485,63.113697,35.255993,84.84417,56.511055,38.423119,11.063207,.57872182,4.0966063,3.2390401,11.844548,25.271172,425,376,370,1284,1284,1174,572,572,572,1129,604,417,1,.86101013,.6671477,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Mono,,,70.70089,34.590366,6.1991701,79.330971,29.631472,8.889473,9.1726494,.47225118,2.424911,11.637116,9.2179346,22.782742,172,112,78,370,370,248,127,127,127,505,257,122,1,.86213696,.40974951,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,OuÈMÈ,,,77.376381,47.144325,15.22962,70.888451,38.539459,16.86664,8.7968073,3.0101519,14.909326,10.873886,15.851357,25.183928,159,115,104,393,393,349,158,158,158,484,238,125,1,.70915878,.43352857,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Plateau,,,61.783546,30.631107,11.545614,68.739548,26.24375,10.790848,8.8129139,6.2667675,13.047518,20.287268,25.29141,41.56514,140,93,85,310,310,245,115,115,115,406,186,110,1,.75587296,.46929604,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Region,,Male,,Zou,,,67.830147,40.05146,2.8780489,68.849442,27.79077,6.7857885,8.2975502,.71178168,9.2994184,13.99241,17.33461,25.435644,150,93,82,349,349,268,123,123,123,464,230,127,1,.78036052,.33504042,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Female,Quintile 1,,,,20.973181,1.6292969,0,16.336546,1.8563306,0,5.3596091,4.5808544,31.828768,53.968185,57.05571,80.323898,323,223,222,843,843,803,93,93,93,1300,455,272,1,.16244946,.023447208,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Female,Quintile 2,,,,32.36816,6.2220769,0,23.587496,3.6403112,0,5.3814011,5.4890265,30.673107,33.880737,44.912922,71.635422,300,258,240,904,904,843,141,141,141,1177,476,266,1,.28433779,.032279249,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Female,Quintile 3,,,,48.386948,9.623311,.20267828,35.427555,5.9899936,.11733598,5.8529315,4.4100904,29.476023,24.683132,33.818905,60.879482,373,295,299,1066,1066,990,265,265,265,1251,542,321,1,.40305573,.063851558,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Female,Quintile 4,,,,56.650227,21.01243,1.8887993,49.13821,14.758862,1.7466892,6.8237638,4.594852,18.811975,11.094489,25.444206,56.433384,394,385,379,1296,1296,1180,427,427,427,1175,580,399,1,.53939503,.14583468,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Female,Quintile 5,,,,72.491188,42.218967,22.942396,70.094452,40.000977,18.674683,9.5043383,2.0269361,10.93333,8.5233793,25.560942,36.314247,693,603,612,2106,2106,1942,862,862,862,1766,1025,660,1,.71304554,.43853742,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Male,Quintile 1,,,,33.491211,14.478439,1.4886059,37.218773,9.3700428,1.2548407,7.0454659,5.4296918,19.820684,44.931801,49.833294,57.789314,446,239,160,787,787,523,134,134,134,1515,688,272,1,.41023746,.14676049,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Male,Quintile 2,,,,51.836414,23.003227,.91541421,54.522675,17.552374,3.6823001,7.4485497,4.7633109,19.633289,29.872194,33.257664,44.538036,437,230,202,882,882,643,236,236,236,1382,652,320,1,.57000434,.25572085,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Male,Quintile 3,,,,56.353683,28.443295,7.9860783,60.14093,21.861687,5.6334839,8.2603664,1.7792572,11.380054,18.284536,24.971399,39.270699,442,285,271,1034,1034,813,348,348,348,1331,651,356,1,.69191605,.30871662,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Male,Quintile 4,,,,72.58017,42.273643,12.015127,74.842819,32.795258,15.283801,9.4099407,.58990306,6.118618,9.2280769,17.64465,30.3934,456,376,310,1232,1232,973,456,456,456,1252,667,417,1,.78803027,.43685025,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth,,Male,Quintile 5,,,,87.695602,67.377312,40.110218,85.48423,57.888569,39.777592,11.577269,.30354342,4.7532611,1.902882,10.221491,19.557615,590,499,479,1724,1724,1551,764,764,764,1527,836,572,1,.897605,.69836146,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Alibori,,,9.4921131,.87942427,0,6.636054,.48512906,0,,,,77.330086,81.498062,84.162323,48,37,31,137,137,151,5,5,5,213,70,30,1,.042287558,.012366902,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Atacora,,,10.428577,0,0,12.114244,.59225249,0,,,,53.982796,62.919418,78.119209,55,34,34,119,119,94,15,15,15,188,68,42,1,.11130609,.01038658,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Atlantique,,,,,,31.613293,.061854128,0,,,,29.888418,,,16,12,14,46,46,55,9,9,9,77,23,16,1,.3298085,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Borgou,,,26.626358,,0,7.4078841,0,0,,,,84.176247,68.809563,85.622322,34,28,34,111,111,122,2,2,2,220,58,33,1,.055018995,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Collines,,,32.485989,,,24.750832,3.8473482,0,,,,40.625206,52.81958,,30,24,23,82,82,75,14,14,14,118,45,28,1,.34647045,.0568421,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Couffo,,,22.159279,,,25.016462,3.4948812,0,,,,36.380241,51.604301,,37,18,13,72,72,53,8,8,8,94,37,29,1,.28509697,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Donga,,,,,,10.646212,0,0,,,,45.203224,68.468452,,26,17,13,62,62,53,4,4,4,90,30,19,1,.17417988,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Mono,,,,,,45.138119,4.9553018,0,,,,14.271688,20.939371,,25,20,22,68,68,55,21,21,21,109,48,22,1,.42136085,.09832412,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,OuÈMÈ,,,,,,20.198008,4.535121,0,,,,40.614876,,,10,7,7,31,31,31,6,6,6,31,9,13,1,.17716795,.094830714,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Plateau,,,,,,9.2083597,4.1132269,0,,,,36.282997,,,15,12,13,50,50,60,4,4,4,77,29,19,1,.2275295,.078438878,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 1,Zou,,,,,,11.037706,3.9335508,0,,,,40.69001,43.857418,,27,14,18,65,65,54,5,5,5,83,38,21,1,0,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Alibori,,,,,,19.715742,1.2939956,0,,,,66.584221,80.10994,,26,21,23,86,86,84,5,5,5,113,43,24,1,.41896844,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Atacora,,,27.072216,1.9465407,0,19.107395,.58356512,0,,,,32.886639,29.668617,74.764824,48,40,34,134,134,93,17,17,17,135,66,37,1,.1381868,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Atlantique,,,,,,17.498644,.94270295,0,,,,12.685516,50.897671,,18,13,10,53,53,51,10,10,10,67,31,22,1,.11917156,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Borgou,,,,,,16.553371,2.3886676,0,,,,39.665134,57.640617,,19,24,25,84,84,92,8,8,8,123,42,15,1,.27531853,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Collines,,,43.010487,,,28.130743,2.0003815,0,,,,31.203247,39.274746,,38,24,28,106,106,106,21,21,21,138,61,25,1,.31456852,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Couffo,,,23.117321,0,,24.739977,3.771786,0,,,,45.083385,54.91275,81.382156,47,31,25,104,104,81,17,17,17,161,60,36,1,.31344637,.097864732,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Donga,,,35.032879,3.3760402,0,26.963278,.9118275,0,,,,44.087872,55.998653,81.357277,33,31,33,119,119,124,22,22,22,140,39,32,1,.31631902,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Mono,,,52.800064,,,52.300541,11.034543,0,,,,11.531014,20.367567,57.023197,30,25,21,77,77,63,22,22,22,89,39,30,1,.63194895,.16902226,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,OuÈMÈ,,,,,,19.878298,2.1219583,0,,,,19.612125,44.58894,,11,12,13,39,39,37,4,4,4,52,35,10,1,.24220176,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Plateau,,,,,,25.747946,7.8561687,0,,,,34.255264,,,10,17,12,46,46,48,7,7,7,63,23,18,1,.29220253,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 2,Zou,,,,,,26.786768,14.074397,0,,,,20.300922,36.587471,,20,20,16,56,56,64,8,8,8,96,37,17,1,.24591112,.10567362,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Alibori,,,,,,24.987902,6.6308551,0,,,,54.760002,60.814167,,20,20,12,66,66,77,6,6,6,83,36,18,1,.27256432,.12327722,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Atacora,,,,,,28.042805,3.1995051,0,,,,27.086983,,,21,9,18,45,45,44,9,9,9,64,27,11,1,.25686371,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Atlantique,,,56.89777,,,31.5249,4.8386149,0,,,,21.866339,34.809155,,34,20,24,85,85,83,26,26,26,108,52,22,1,.42240068,.12337294,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Borgou,,,,,,30.138721,1.2847258,0,,,,17.095465,,,14,22,26,81,81,69,14,14,14,69,26,24,1,.44624183,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Collines,,,67.656189,11.741172,0,48.646839,6.6308722,0,6.1394901,7.654511,25.997206,18.279497,32.136379,48.061367,66,39,35,140,140,119,39,39,39,170,85,46,1,.53979063,.075870879,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Couffo,,,52.928429,9.993885,,41.988083,7.9793921,0,6.2744398,0,18.198351,28.243511,25.435299,63.54071,51,33,29,120,120,104,33,33,33,119,63,37,1,.54146254,.10044654,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Donga,,,53.072643,7.6969237,0,37.581108,5.5751758,0,5.670413,7.9366646,30.831778,37.936626,38.86208,71.547981,56,60,50,187,187,164,45,45,45,215,78,58,1,.25874236,.080985904,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Littoral,,,,,,,,,,,,,,,5,1,0,4,4,4,0,0,0,12,7,2,1,0,,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Mono,,,,20.034622,3.0168147,55.573975,9.6446152,1.2384179,6.5085459,7.409513,23.373728,5.9081788,15.761582,,25,31,31,92,92,74,39,39,39,105,44,26,1,.57091105,.038082868,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,OuÈMÈ,,,33.222809,,,31.76721,9.8205614,0,,,,21.501144,25.214758,55.946453,30,21,28,95,95,85,21,21,21,86,43,31,1,.28686735,.075997852,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Plateau,,,,,,21.734907,2.4100111,.80603677,,,,23.520538,40.811687,,27,20,18,73,73,72,12,12,12,119,43,23,1,.22575335,.015672857,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 3,Zou,,,,,,36.741783,5.0219798,0,,,,18.590553,43.175735,,24,19,28,78,78,95,21,21,21,101,38,23,1,.46932423,.027838349,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Alibori,,,,,,50.201832,13.63982,0,,,,34.262894,,,9,12,6,34,34,40,8,8,8,52,23,9,1,.5347352,.16236748,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Atacora,,,,,,40.585926,18.130121,1.9470232,,,,9.5104284,,,16,7,13,41,41,37,12,12,12,34,21,17,1,.28589955,.35339093,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Atlantique,,,53.115864,12.071306,.26824564,47.613068,8.0661726,1.9159331,5.8220072,12.367579,21.706867,8.0112476,26.610413,79.145203,39,39,37,128,128,131,46,46,46,132,58,45,1,.49406081,.032692675,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Borgou,,,,,,46.785145,26.043257,3.0740426,,,,16.316244,,,12,24,18,68,68,60,21,21,21,62,29,16,1,.61431676,.14920282,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Collines,,,68.430763,19.335529,,51.056843,12.864293,1.3124782,6.6830525,3.4429345,26.232019,5.6372771,11.898673,,39,34,29,107,107,99,32,32,32,108,52,27,1,.64582336,.1440475,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Couffo,,,,,,46.424732,18.496523,2.1992586,,,,14.702633,,,21,16,22,61,61,65,19,19,19,61,22,19,1,.52844995,.26925358,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Donga,,,42.12188,9.6876764,0,39.261566,8.5889177,0,6.1944284,7.6869922,21.439974,12.703702,49.722908,70.530907,52,39,42,147,147,123,41,41,41,151,77,48,1,.40085852,.13860483,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Littoral,,,51.672977,15.391013,6.023108,47.826122,12.176247,2.5534465,6.8845587,2.8452375,17.005491,13.001478,37.118999,53.30624,63,62,75,230,230,210,80,80,80,175,96,70,1,.51302069,.1549474,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Mono,,,65.740723,30.634747,6.3597021,61.828007,15.179232,2.8255405,6.979589,1.3150502,10.231438,2.5943842,15.022023,44.19521,34,42,40,127,127,118,52,52,52,100,57,40,1,.65578419,.1145594,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,OuÈMÈ,,,71.676544,22.156839,2.4304152,50.514149,17.226496,1.4379848,6.806632,2.7407923,28.245417,8.5190487,19.648186,40.082355,53,41,48,161,161,140,59,59,59,137,68,47,1,.45111233,.14937516,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Plateau,,,49.733444,10.699041,,50.256668,10.625595,0,7.4112644,2.0856922,12.386603,11.723008,33.02924,57.492001,32,38,23,104,104,84,33,33,33,98,46,30,1,.4724794,.18071158,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 4,Zou,,,,35.313694,,54.552223,18.530264,2.4426847,,,,6.2169714,26.190678,36.169613,24,31,26,88,88,73,24,24,24,65,31,31,1,.79300052,.11928575,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Alibori,,,,,,,,,,,,,,,6,11,3,19,19,17,4,4,4,17,10,5,1,.68367904,.33333334,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Atacora,,,,,,67.416451,33.953148,2.0078099,,,,,,,14,16,9,39,39,31,16,16,16,26,17,13,1,.54236633,.058312699,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Atlantique,,,75.899544,47.971581,43.203453,70.612648,50.980419,29.536131,10.666051,3.7990201,10.209393,4.7122331,29.510942,36.825603,54,62,68,204,204,201,92,92,92,170,87,56,1,.70529199,.61945897,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Borgou,,,,,,63.814266,28.621662,16.049076,,,,8.2037067,36.495876,,23,19,19,77,77,57,22,22,22,56,30,27,1,.58261156,.3024506,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Collines,,,,,,76.140297,25.834789,1.932725,,,,5.6623764,,,16,6,9,38,38,33,16,16,16,45,28,13,1,1,.39009088,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Couffo,,,,,,,,,,,,,,,13,9,7,27,27,26,8,8,8,22,15,10,1,.91278994,.18517174,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Donga,,,,,,51.985657,24.239756,1.318985,,,,1.1661606,,,17,15,20,52,52,72,26,26,26,51,29,15,1,.49743915,.20280322,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Littoral,,,69.704971,52.007145,24.01573,72.428963,44.549637,23.57715,9.9957447,1.522101,6.9148803,10.825705,25.878897,37.572632,435,380,387,1326,1326,1193,549,549,549,1073,639,420,1,.77239126,.47566941,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Mono,,,,,,75.019287,31.232637,7.1329923,,,,9.2363701,4.6773272,,23,11,14,53,53,65,20,20,20,59,37,22,1,.74785882,.43183234,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,OuÈMÈ,,,74.899994,53.49918,15.911683,70.170326,40.680939,14.076598,8.9686613,3.129607,15.803827,8.6796761,14.447834,38.682476,51,45,50,162,162,158,73,73,73,143,67,44,1,.73848498,.42791703,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Plateau,,,,,,72.012901,32.732418,5.1623883,,,,13.722145,41.90905,,20,17,10,48,48,40,19,19,19,48,32,13,1,.94988132,.45110372,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Female,Quintile 5,Zou,,,,,,64.053635,40.736706,19.770575,,,,9.1027851,31.159809,,21,12,16,61,61,49,17,17,17,56,34,22,1,.58084458,.47139069,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Alibori,,,14.302858,7.8365788,,11.833711,5.0407114,.41575325,,,,75.705055,83.278015,86.660118,90,41,21,142,142,90,8,8,8,230,132,52,1,.11854036,.13373935,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Atacora,,,30.204466,10.828587,,35.640759,7.8514419,1.4541897,,,,37.14727,32.16695,40.217285,50,34,23,105,105,75,20,20,20,213,83,31,1,.30502209,.11118307,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Atlantique,,,,,,50.274372,4.4992938,.089907154,,,,20.864811,23.399132,,25,19,12,57,57,33,13,13,13,84,40,23,1,.50520295,.11301427,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Borgou,,,9.0554714,,,16.154606,6.117918,1.3418394,,,,75.942215,87.563667,,51,25,16,85,85,65,6,6,6,248,91,23,1,.26571742,0,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Collines,,,49.013729,,,45.78812,9.0108252,0,,,,30.311888,40.148659,61.868702,41,24,17,69,69,48,15,15,15,155,61,30,1,.35898933,.15180461,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Couffo,,,50.915169,,,58.200748,17.524382,,,,,29.483089,28.559467,,37,9,9,44,44,23,7,7,7,115,55,18,1,.87553144,.30121005,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Donga,,,34.944809,,,33.120056,8.4484272,0,,,,41.002743,49.523621,,42,19,18,74,74,50,11,11,11,133,63,24,1,.38532624,.10102803,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Mono,,,64.27037,,,68.693398,14.495497,0,,,,17.346815,12.27725,,36,24,16,73,73,38,21,21,21,113,55,25,1,.7101236,.24790794,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,OuÈMÈ,,,,,,47.456844,18.398319,,,,,20.651522,,,15,8,10,31,31,28,7,7,7,39,24,4,1,.57994902,.20358071,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Plateau,,,,,,39.143879,9.0215626,2.7798834,,,,34.027851,,,18,20,11,52,52,40,16,16,16,80,26,17,1,.56586164,.18750907,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 1,Zou,,,38.525459,,,50.386093,16.716421,0,,,,25.890308,33.005318,,41,16,7,55,55,33,10,10,10,105,58,25,1,.55126387,.20856072,2014
BEN,Benin,2014,Benin_2014,MICS,Sex & Wealth & Region,,Male,Quintile 2,Alibori,,,20.912071,,,26.271299,10.102083,4.6962662,,,,63.538612,76.492287,,39,19,10,65,65,49,9,9,9,127,55,23,1,.26483166,.29926538,2014
