iso_code3,country,year,country_year,survey,category,location,sex,wealth,region,ethnicity,religion,comp_prim_v2,comp_lowsec_v2,comp_upsec_v2,comp_prim_1524,comp_lowsec_1524,comp_upsec_2029,eduyears_2024,edu2_2024,edu4_2024,eduout_prim,eduout_lowsec,eduout_upsec,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,adjustment,comp_prim_aux,comp_lowsec_aux,year_uis
GEO,Georgia,2018,Georgia_2018,MICS,Ethnicity,,,,,Armenian,,100,100,76.025604,99.831795,97.890404,80.291061,15.522582,0,0,4.1413836,0,15.920941,62,65,57,200,200,242,98,98,98,171,61,60,,1,.993864,
GEO,Georgia,2018,Georgia_2018,MICS,Ethnicity,,,,,Azeri,,100,81.561783,53.216087,98.032883,84.046783,56.999977,14.962009,0,1.1600558,3.486552,5.4378643,35.824539,67,69,69,227,227,257,108,108,108,167,79,81,,.96674514,.88755083,
GEO,Georgia,2018,Georgia_2018,MICS,Ethnicity,,,,,Georgian,,99.89135,99.019531,85.099564,99.490181,97.77803,89.630569,15.82734,0,.20865719,1.7383026,.8076663,9.9907427,1172,959,1001,3492,3492,4118,1741,1741,1741,2919,1200,1176,,.99589145,.98166555,
GEO,Georgia,2018,Georgia_2018,MICS,Ethnicity,,,,,Other,,100,91.250267,,98.461884,93.398491,71.682396,13.55099,0,0,6.3079872,2.5090213,24.83304,35,32,24,91,91,100,35,35,35,76,31,31,,.94478601,.97652942,
GEO,Georgia,2018,Georgia_2018,MICS,Location,Rural,,,,,,99.986916,95.134995,72.390228,98.936501,94.592781,79.861008,16.207973,0,.61985117,2.6670666,1.2663087,14.156254,713,590,614,2121,2121,2484,1046,1046,1046,1697,742,710,,.98411214,.94805354,
GEO,Georgia,2018,Georgia_2018,MICS,Location,Urban,,,,,,99.852684,99.096657,86.540993,99.642746,97.950974,90.259033,15.421746,0,.055726387,1.7190374,1.1563392,11.456513,623,535,538,1890,1890,2235,937,937,937,1636,629,638,,.99792397,.98994362,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Rural,,,,Armenian,,100,100,95.375626,100,95.226479,93.095848,17.93227,0,0,2.8978834,0,1.8730799,45,38,37,128,128,155,61,61,61,105,43,40,,1,.97687811,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Rural,,,,Azeri,,100,81.54892,55.121803,97.390327,82.597572,57.635975,15.593907,0,1.6071575,4.4833398,5.7743998,39.216995,52,59,55,180,180,207,84,84,84,129,62,61,,.96110362,.86638439,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Rural,,,,Georgian,,99.983276,98.381508,74.521538,99.241707,97.120949,83.553612,16.228024,0,.49541408,2.2873931,.45583686,9.9559631,597,471,512,1761,1761,2075,883,883,883,1427,617,590,,.9919799,.96381843,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Rural,,,,Other,,,,,95.640396,81.288818,68.198105,,,,3.1587694,,,19,22,10,52,52,47,18,18,18,36,20,19,,.8874312,.87933159,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Urban,,,,Armenian,,,,,99.755127,99.104576,73.589195,14.61729,0,0,5.0153699,,,17,27,20,72,72,87,37,37,37,66,18,20,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Urban,,,,Azeri,,,,,100,88.483398,54.584759,,,,0,,,15,10,14,47,47,50,24,24,24,38,17,20,,1,.9454242,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Urban,,,,Georgian,,99.839386,99.311508,90.256027,99.615318,98.10894,92.731987,15.624507,0,.063495934,1.4706115,1.0052844,10.00937,575,488,489,1731,1731,2043,858,858,858,1492,583,586,,.9976815,.99036551,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Ethnicity,Urban,,,,Other,,,,,100,100,72.580009,,,,7.5730538,,,16,10,14,39,39,53,17,17,17,40,11,12,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex,Rural,Female,,,,,100,94.360992,72.229156,98.892387,93.746696,79.707268,16.346664,0,.68849623,2.5313103,.73741168,12.201243,320,264,278,963,963,1174,484,484,484,828,353,313,,.98648208,.92809451,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex,Rural,Male,,,,,99.976768,95.79467,72.513702,98.972649,95.285851,79.998276,16.093006,0,.56294799,2.7889192,1.7505103,15.691156,393,326,336,1158,1158,1310,562,562,562,869,389,397,,.98209226,.96335405,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex,Urban,Female,,,,,99.848434,100,91.031097,99.784363,97.980537,93.160538,15.341516,0,0,1.6944492,.81572616,8.1998892,276,236,263,887,887,1147,469,469,469,800,300,283,,1,.98405284,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex,Urban,Male,,,,,99.856071,98.531357,82.106873,99.522713,97.925911,87.131187,15.502313,0,.11168572,1.742594,1.4492007,13.997836,347,299,275,1003,1003,1088,468,468,468,836,329,355,,.99662477,.99576092,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Rural,Female,Quintile 1,,,,100,90.321182,63.926594,98.387749,91.392311,69.093277,15.46027,0,1.3851798,3.3498664,2.0254278,21.486807,101,85,90,291,291,340,140,140,140,247,119,104,,.98096794,.887537,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Rural,Female,Quintile 2,,,,100,99.161423,73.634293,99.363029,94.552521,81.647804,17.324715,0,.4041422,2.6552413,0,5.2945251,131,105,125,414,414,495,216,216,216,341,140,129,,1,.94414753,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Rural,Female,Quintile 3,,,,100,92.609787,90.864403,98.784164,96.845718,93.589096,15.372669,0,0,.69329709,0,6.4635015,88,74,63,258,258,339,128,128,128,240,94,80,,.96901429,.98831403,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Rural,Male,Quintile 1,,,,100,94.775787,66.131927,98.939667,92.781189,72.067253,15.406471,0,.54451078,2.2801709,3.7440467,24.042133,132,117,118,385,385,438,184,184,184,257,135,130,,.98074484,.95288086,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Rural,Male,Quintile 2,,,,100,95.47229,74.597939,98.662064,96.132034,82.498238,16.538568,0,.79786003,3.7993009,.5062983,11.400397,154,137,140,479,479,550,236,236,236,375,165,159,,.9776293,.96392101,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Rural,Male,Quintile 3,,,,99.893372,100,86.276054,99.770233,99.080452,92.545105,16.596319,0,0,1.2979854,.14154924,7.7428617,107,72,78,294,294,322,142,142,142,237,89,108,,1,.9961139,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Female,Quintile 1,,,,100,,,100,97.37011,77.844666,,,,4.9545364,0,,31,14,19,60,60,74,28,28,28,70,32,23,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Female,Quintile 2,,,,,100,,100,100,88.901001,16.842625,0,0,1.4544337,0,4.5895033,28,34,17,87,87,106,35,35,35,68,30,37,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Female,Quintile 3,,,,99.33239,100,86.25457,99.472008,96.822685,88.635086,14.919354,0,0,2.8283329,3.0861881,17.945597,78,57,67,237,237,290,128,128,128,210,84,84,,1,.98520732,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Female,Quintile 4,,,,100,100,91.273392,100,97.477531,94.109306,14.852766,0,0,.38882589,0,10.896252,71,79,104,300,300,401,176,176,176,259,85,73,,1,.97778559,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Female,Quintile 5,,,,100,100,96.931747,99.683006,98.960266,96.365837,16.026112,0,0,1.9849308,.43443808,0,68,52,56,203,203,276,102,102,102,193,69,66,,1,.98877317,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Male,Quintile 1,,,,100,,61.60553,99.210869,94.72522,80.084518,16.178566,0,0,3.0829706,1.8052343,,36,22,31,97,97,106,53,53,53,71,33,29,,.96840638,.98455888,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Male,Quintile 2,,,,100,,,100,90.804855,74.382477,14.603872,0,0,1.3325992,1.2899125,7.0980549,33,18,25,89,89,107,48,48,48,71,34,30,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Male,Quintile 3,,,,100,98.153275,81.845184,99.458565,97.345764,86.733208,15.328018,0,0,1.4905441,1.6745216,21.016369,99,81,74,271,271,294,120,120,120,218,85,100,,1,.9938575,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Male,Quintile 4,,,,100,98.074944,78.223076,99.353157,98.509895,85.581451,14.816316,0,0,2.4089823,2.8776009,16.030111,94,98,82,301,301,354,140,140,140,265,99,102,,.99290252,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Sex & Wealth,Urban,Male,Quintile 5,,,,99.588936,100,90.445686,99.715248,99.097458,92.548508,16.39143,0,.34971383,1.1944311,0,8.8406124,85,80,63,245,245,227,107,107,107,211,78,94,,1,.9940986,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Rural,,Quintile 1,,,,100,92.816483,65.212914,98.70108,92.180801,70.767944,15.429249,0,.90042549,2.8000846,2.9665132,22.89711,233,202,208,676,676,778,324,324,324,504,254,234,,.98084295,.92565048,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Rural,,Quintile 2,,,,100,97.135506,74.171585,98.991516,95.389664,82.088402,16.917082,0,.60829347,3.2773237,.26492286,8.6379271,285,242,265,893,893,1045,452,452,452,716,305,288,,.98771495,.95517254,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Rural,,Quintile 3,,,,99.937225,96.03112,88.375839,99.333588,98.090874,93.086319,16.052547,0,0,1.0036994,.066190362,7.2352419,195,146,141,552,552,661,270,270,270,477,183,188,,.98335928,.99254441,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Urban,,Quintile 1,,,,100,95.753746,63.162506,99.535408,95.812973,79.208817,16.048471,0,0,3.9870005,.97335207,13.947579,67,36,50,157,157,180,81,81,81,141,65,52,,.97968233,.99153751,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Urban,,Quintile 2,,,,100,97.855392,80.907806,100,95.40773,81.938446,15.570868,0,0,1.396565,.70924091,5.7293291,61,52,42,176,176,213,83,83,83,139,64,67,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Urban,,Quintile 3,,,,99.709129,98.700386,83.634476,99.464005,97.133896,87.612,15.145391,0,0,2.1528828,2.3779483,19.642811,177,138,141,508,508,584,248,248,248,428,169,184,,1,.99034733,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Urban,,Quintile 4,,,,100,98.848801,85.71714,99.66806,98.007317,90.104538,14.836761,0,0,1.3973122,1.6138302,13.962458,165,177,186,601,601,755,316,316,316,524,184,175,,.99575567,.98724347,
GEO,Georgia,2018,Georgia_2018,MICS,Location & Wealth,Urban,,Quintile 5,,,,99.7864,100,93.553314,99.700233,99.033554,94.671112,16.211124,0,.17711018,1.5679886,.20215909,4.9221687,153,132,119,448,448,503,209,209,209,404,147,160,,1,.99154705,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Adjara A.R.,,,100,99.20742,85.886597,99.190659,95.896057,88.668076,15.610342,0,.84784681,1.5621253,0,10.929152,140,113,109,406,406,489,198,198,198,342,123,132,,1,.97783411,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Guria,,,100,97.005676,72.465675,98.29483,95.527061,78.589287,15.504768,0,0,3.614387,1.6224232,17.987951,117,67,89,293,293,357,144,144,144,269,122,118,,.97005677,.96652567,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Imereti,,,100,100,82.363335,99.458115,98.160835,89.81012,16.489464,0,.49349797,2.3508277,1.031791,4.786315,133,96,129,404,404,484,219,219,219,313,141,135,,1,.96578866,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Khakheti,,,99.478462,90.492043,62.451298,98.406929,93.341187,77.129532,16.016617,0,0,4.2363091,1.2958699,9.4201775,131,84,92,332,332,403,159,159,159,255,132,129,,.96688402,.92009175,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Kvemo Kartli,,,100,88.911507,74.445778,98.489792,91.4422,76.033081,15.545182,0,.62621266,2.6324966,2.8327301,23.400263,105,93,106,349,349,428,184,184,184,280,118,105,,.97043723,.95951825,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Mtkheta-Mtianeti,,,99.786865,94.453339,83.149597,99.43222,95.941925,89.951149,15.485623,0,0,1.5784074,1.2144132,20.097189,143,141,145,481,481,526,248,248,248,353,142,137,,.99031186,.96618205,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Samegrelo-Zemo Svaneti,,,100,98.98819,71.298042,99.321518,97.021103,87.051437,16.100933,0,0,4.0816979,1.719046,13.907465,136,99,79,335,335,417,144,144,144,356,155,132,,1,.95824218,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Samtskhe-Javakheti,,,100,99.097458,86.295403,99.360184,96.368538,89.058594,16.740168,0,0,2.5703402,.67413789,8.2732143,133,101,82,325,325,362,136,136,136,295,138,132,,1,.97328514,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Shida Kartli,,,99.289429,96.490463,72.311798,98.730232,96.730324,78.684258,15.894625,0,.49301726,1.8388726,2.2034123,13.142768,140,131,135,458,458,519,228,228,228,402,143,158,,.98114961,.96278638,
GEO,Georgia,2018,Georgia_2018,MICS,Region,,,,Tbilisi,,,100,100,87.764862,100,98.671936,90.741264,15.339768,0,0,1.1092089,.6558615,12.304504,158,200,186,628,628,734,323,323,323,468,157,170,,1,.99492246,
GEO,Georgia,2018,Georgia_2018,MICS,Sex,,Female,,,,,99.908241,97.781189,85.006401,99.464104,96.460434,88.518181,15.677653,0,.23024371,1.9913055,.78331196,9.7405586,596,500,541,1850,1850,2321,953,953,953,1628,653,596,,.99468106,.96612215,
GEO,Georgia,2018,Georgia_2018,MICS,Sex,,Male,,,,,99.904564,97.648384,78.481796,99.320877,96.957169,84.357742,15.725808,0,.28242555,2.1295061,1.5693516,14.647391,740,625,611,2161,2161,2398,1030,1030,1030,1705,718,752,,.99193591,.98351496,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Female,,,Armenian,,100,100,,100,97.432243,88.3993,16.861687,0,0,1.7578866,,,30,30,27,94,94,127,46,46,46,85,26,28,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Female,,,Azeri,,,,51.287491,97.316704,81.115303,52.114822,13.898057,0,2.2664146,3.4803224,5.7268472,46.087437,29,28,31,105,105,133,52,52,52,74,37,38,,.95833856,.79313171,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Female,,,Georgian,,99.895401,99.425766,87.545403,99.601799,97.726425,91.902016,15.761372,0,.075882711,1.8960853,.22223157,6.9373941,525,426,472,1609,1609,2014,838,838,838,1424,578,517,,.99725306,.97965235,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Female,,,Other,,,,,100,95.329865,77.037636,,,,1.726293,,,12,16,11,42,42,46,17,17,17,45,12,13,,1,.93052924,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Male,,,Armenian,,100,100,65.169594,99.703094,98.240944,72.944565,14.537583,0,0,7.1044641,0,37.318848,32,35,30,106,106,115,52,52,52,86,35,32,,1,.98849261,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Male,,,Azeri,,100,85.570183,54.943829,98.676888,86.682877,62.307022,16.0776,0,0,3.4917295,5.1784368,27.59429,38,41,38,122,122,124,56,56,56,93,42,43,,.97301298,.9721365,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Male,,,Georgian,,99.888069,98.740799,82.841728,99.395905,97.821609,87.331451,15.890686,0,.33615524,1.5918845,1.3345406,12.338762,647,533,529,1883,1883,2104,903,903,903,1495,622,659,,.99495721,.98352408,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Ethnicity,,Male,,,Other,,,,,97.555069,92.259827,67.402016,,,,11.359643,,,23,16,13,49,49,54,18,18,18,31,19,18,,.87084448,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Adjara A.R.,,,100,98.487816,80.881645,99.615036,95.960609,89.07196,15.20063,0,0,.5345785,0,8.6844301,69,56,59,211,211,246,107,107,107,176,63,65,,1,.98537832,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Guria,,,100,,76.654518,98.517189,96.222641,79.137352,15.751006,0,0,2.1225142,0,11.627645,57,28,41,138,138,166,70,70,70,134,58,51,,1,.95016074,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Imereti,,,100,100,87.182304,99.440277,98.795372,92.502892,16.971567,0,0,2.1881857,0,1.9490443,66,36,56,186,186,234,106,106,106,145,69,62,,1,.96105814,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Khakheti,,,98.671028,97.21273,71.259201,99.002022,94.54789,80.687645,16.771618,0,0,7.9858937,0,8.2137566,50,37,44,143,143,195,77,77,77,128,55,48,,1,.90834481,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Kvemo Kartli,,,100,88.094345,72.997581,98.633133,90.162354,74.211617,15.764072,0,1.2576563,3.7609391,3.4772747,23.805519,48,39,53,168,168,222,95,95,95,127,59,47,,.97222018,.91400307,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Mtkheta-Mtianeti,,,100,91.317734,87.206917,99.382668,95.888916,90.642883,15.007052,0,0,1.086241,0,16.044777,63,70,64,223,223,242,114,114,114,182,63,64,,.98043126,.97632754,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Samegrelo-Zemo Svaneti,,,100,100,66.878571,99.058792,98.150749,88.008255,15.816746,0,0,3.288455,0,11.437516,58,53,32,147,147,202,57,57,57,172,76,63,,1,.9613623,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Samtskhe-Javakheti,,,100,100,88.726006,99.230988,97.941757,91.390266,16.864725,0,0,1.3031499,0,4.9990664,57,47,39,147,147,188,64,64,64,149,70,56,,1,.97102797,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Shida Kartli,,,100,95.03791,71.494202,98.758438,96.915222,82.056282,15.272867,0,1.1261212,1.135375,4.5689363,13.655521,64,53,58,202,202,243,101,101,101,190,71,74,,.97369492,.93779528,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Female,,Tbilisi,,,100,100,94.085564,100,97.695313,93.905785,15.19797,0,0,.92529488,0,7.5559483,64,81,95,285,285,383,162,162,162,225,69,66,,1,.98982996,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Adjara A.R.,,,100,100,90.652672,98.775848,95.832947,88.288002,16.003986,0,1.6624447,2.5836825,0,12.984343,71,57,50,195,195,243,91,91,91,166,60,67,,1,.9706499,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Guria,,,100,94.845924,68.904396,98.098061,94.911552,78.115364,15.273519,0,0,5.0939355,3.0946727,22.771317,60,39,48,155,155,191,74,74,74,135,64,67,,.94845927,.98043895,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Imereti,,,100,100,78.677094,99.473137,97.626602,87.284111,16.044458,0,.94901991,2.4868367,1.9448164,7.111208,67,60,73,218,218,250,113,113,113,168,72,73,,1,.96940726,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Khakheti,,,100,85.009933,54.339867,97.950569,92.41581,73.850281,15.301616,0,0,.46107817,2.261622,10.151593,81,47,48,189,189,208,82,82,82,127,77,81,,.93987107,.93090981,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Kvemo Kartli,,,100,89.465767,75.733826,98.364708,92.558998,77.966476,15.328105,0,0,1.7073203,2.1860611,23.078398,57,54,53,181,181,206,89,89,89,153,59,58,,.96922791,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Mtkheta-Mtianeti,,,99.613419,97.52787,79.685249,99.474419,95.987061,89.380577,15.890666,0,0,2.1387274,2.2395101,23.867407,80,71,81,258,258,284,134,134,134,171,79,73,,1,.95751929,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Samegrelo-Zemo Svaneti,,,100,97.935692,74.511772,99.517456,96.178619,86.194267,16.283176,0,0,4.7841635,3.2047172,16.00415,78,46,47,188,188,215,87,87,87,184,79,69,,1,.95597327,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Samtskhe-Javakheti,,,100,98.306122,84.127151,99.465279,95.08889,86.527237,16.632767,0,0,3.85848,1.3607469,10.652394,76,54,43,178,178,174,72,72,72,146,68,76,,1,.97529864,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Shida Kartli,,,98.723701,97.515198,72.966156,98.707741,96.582947,75.736618,16.378807,0,0,2.4444251,0,12.671806,76,78,77,256,256,276,127,127,127,212,72,84,,.98640865,.98278821,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Region,,Male,,Tbilisi,,,100,100,81.462723,100,99.475922,87.261154,15.482025,0,0,1.2908716,1.1663098,15.771407,94,119,91,343,343,351,161,161,161,243,88,104,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Female,Quintile 1,,,,100,91.253716,64.117035,98.611153,92.220627,70.219963,15.516981,0,1.1817189,3.6188657,1.6564978,20.639881,132,99,109,351,351,414,168,168,168,317,151,127,,.98280162,.90659261,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Female,Quintile 2,,,,100,99.346718,76.041084,99.470421,95.470901,82.948036,17.255482,0,.34610316,2.457099,0,5.1526299,159,139,142,501,501,601,251,251,251,409,170,166,,1,.95177686,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Female,Quintile 3,,,,99.572975,96.906219,87.457382,99.249176,96.830147,90.468124,15.0486,0,0,2.0727952,1.8115219,14.282487,166,131,130,495,495,629,256,256,256,450,178,164,,.98702836,.98601794,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Female,Quintile 4,,,,100,100,91.273392,100,97.477531,94.109306,14.852766,0,0,.38882589,0,10.896252,71,79,104,300,300,401,176,176,176,259,85,73,,1,.97778559,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Female,Quintile 5,,,,100,100,96.931747,99.683006,98.960266,96.365837,16.026112,0,0,1.9849308,.43443808,0,68,52,56,203,203,276,102,102,102,193,69,66,,1,.98877317,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Male,Quintile 1,,,,100,94.595085,65.452072,98.980125,93.07119,73.282135,15.533214,0,.45512724,2.4161015,3.4005656,22.625137,168,139,149,482,482,544,237,237,237,328,168,159,,.97912759,.9576388,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Male,Quintile 2,,,,100,95.259964,74.290695,98.865578,95.321709,81.21843,16.209713,0,.6622414,3.4775381,.63683748,10.764685,187,155,165,568,568,657,284,284,284,446,199,189,,.97985721,.96862304,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Male,Quintile 3,,,,99.959084,98.535881,82.829872,99.549263,97.850586,88.58786,15.692253,0,0,1.4209105,1.0914431,16.162863,206,153,152,565,565,616,262,262,262,455,174,208,,1,.99435896,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Male,Quintile 4,,,,100,98.074944,78.223076,99.353157,98.509895,85.581451,14.816316,0,0,2.4089823,2.8776009,16.030111,94,98,82,301,301,354,140,140,140,265,99,102,,.99290252,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth,,Male,Quintile 5,,,,99.588936,100,90.445686,99.715248,99.097458,92.548508,16.39143,0,.34971383,1.1944311,0,8.8406124,85,80,63,245,245,227,107,107,107,211,78,94,,1,.9940986,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Adjara A.R.,,,,,,,,,,,,,,,9,9,5,26,26,18,9,9,9,19,5,10,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Guria,,,,,,100,100,70.648315,,,,0,,,16,7,10,31,31,38,16,16,16,45,25,12,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Imereti,,,,,,100,97.078033,77.650681,,,,,,,16,11,14,38,38,33,17,17,17,25,13,14,,1,.92255294,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Khakheti,,,,,,98.409561,91.173866,59.248859,,,,10.519562,,,10,10,19,46,46,64,29,29,29,30,12,12,,1,.83952028,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Kvemo Kartli,,,,,,95.355408,85.695435,64.01799,,,,5.3220406,,,12,13,10,43,43,60,22,22,22,43,21,14,,.92820781,.7947883,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Mtkheta-Mtianeti,,,,,,100,93.834373,,,,,,,,20,11,10,35,35,27,12,12,12,19,18,16,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Samegrelo-Zemo Svaneti,,,,,,100,97.706207,81.975792,,,,5.7012148,,,21,14,15,51,51,72,24,24,24,60,23,19,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Samtskhe-Javakheti,,,,,,96.648399,96.648399,90.857491,,,,0,,,10,11,15,34,34,44,17,17,17,40,16,12,,1,.92476737,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Shida Kartli,,,,,,100,95.296036,73.856049,,,,2.9706805,,,18,13,10,46,46,56,21,21,21,34,17,18,,1,.88156837,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 1,Tbilisi,,,,,,,,,,,,,,,0,0,1,1,1,2,1,1,1,2,1,0,,,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 2,Adjara A.R.,,,,,,100,98.392982,82.910324,15.847482,0,0,2.2552922,,,13,20,16,59,59,58,31,31,31,40,13,15,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 2,Guria,,,,,,98.29174,96.517204,79.758316,,,,4.2491431,,,25,11,19,61,61,68,27,27,27,43,16,28,,1,.94463956,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 2,Imereti,,,,,,100,100,91.875069,,,,,,,17,10,4,41,41,50,22,22,22,27,22,15,,1,1,
GEO,Georgia,2018,Georgia_2018,MICS,Sex & Wealth & Region,,Female,Quintile 2,Khakheti,,,,,,100,94.079689,89.737999,,,,8.7538795,,,18,12,15,49,49,73,27,27,27,57,19,17,,1,.93531108,
