"iso_code3","year","grade","mlevel2_m","rlevel2_m","category","Location","Sex","Wealth","rlevel2_no","mlevel2_no","survey"
"MNG",2018,3,0.411645312433787,0.52852141895318,"Sex & Wealth",,"Male","2",86,86,"MICS6"
"MNG",2018,3,0.403121970602644,0.539935989620442,"Sex & Wealth",,"Male","3",68,68,"MICS6"
"MNG",2018,3,0.353853825308233,0.555431196905652,"Sex & Wealth",,"Male","4",66,66,"MICS6"
"MNG",2018,3,0.417165838300544,0.629742263985064,"Sex & Wealth",,"Male","5",38,38,"MICS6"
"MNG",2018,3,0.301959730063604,0.4612878886283,"Sex & Wealth",,"Female","1",79,79,"MICS6"
"MNG",2018,3,0.41678814785579,0.550513693218821,"Sex & Wealth",,"Female","2",67,67,"MICS6"
"MNG",2018,3,0.369139150523924,0.474168417233776,"Sex & Wealth",,"Female","3",53,53,"MICS6"
"MNG",2018,3,0.329473047824011,0.566270182220263,"Sex & Wealth",,"Female","4",67,67,"MICS6"
"MNG",2018,3,0.293329261559649,0.608661140430069,"Sex & Wealth",,"Female","5",34,34,"MICS6"
"MNG",2018,6,0.47382242416598,0.694095174698689,"Sex & Wealth",,"Male","1",94,94,"MICS6"
"MNG",2018,6,0.560292394887013,0.787979818570318,"Sex & Wealth",,"Male","2",63,63,"MICS6"
"MNG",2018,6,0.393673090087201,0.8516207276048,"Sex & Wealth",,"Male","3",58,58,"MICS6"
"MNG",2018,6,0.459630115705266,0.580208033455155,"Sex & Wealth",,"Male","4",45,45,"MICS6"
"MNG",2018,6,0.613584558927968,0.547443863705521,"Sex & Wealth",,"Male","5",33,33,"MICS6"
"MNG",2018,6,0.434820658618709,0.765603626645832,"Sex & Wealth",,"Female","1",72,72,"MICS6"
"MNG",2018,6,0.418487831560735,0.498355734899516,"Sex & Wealth",,"Female","2",75,75,"MICS6"
"MNG",2018,6,0.391321083591524,0.800500872008555,"Sex & Wealth",,"Female","3",63,63,"MICS6"
"MNG",2018,6,0.367944696278227,0.764479937621494,"Sex & Wealth",,"Female","4",46,46,"MICS6"
"MNG",2018,6,0.379097661214079,0.729157004171539,"Sex & Wealth",,"Female","5",48,48,"MICS6"
"NPL",2019,3,0.093072969481682,0.10023353983808,"Sex & Wealth",,"Male","1",101,101,"MICS6"
"NPL",2019,3,0.228468470886402,0.243916485920169,"Sex & Wealth",,"Male","2",67,67,"MICS6"
"NPL",2019,3,0.425718483902155,0.233601979964227,"Sex & Wealth",,"Male","3",58,58,"MICS6"
"NPL",2019,3,0.412561624985347,0.271443058315589,"Sex & Wealth",,"Male","4",53,53,"MICS6"
"NPL",2019,3,0.473138767319247,0.449232259845031,"Sex & Wealth",,"Male","5",51,51,"MICS6"
"NPL",2019,3,0.0100509918330753,0.18307990764926,"Sex & Wealth",,"Female","1",101,101,"MICS6"
"NPL",2019,3,0.0784908825590001,0.0782241420319311,"Sex & Wealth",,"Female","2",60,60,"MICS6"
"NPL",2019,3,0.296363416154111,0.235019987962595,"Sex & Wealth",,"Female","3",73,73,"MICS6"
"NPL",2019,3,0.269152694219377,0.32537197939868,"Sex & Wealth",,"Female","4",57,57,"MICS6"
"NPL",2019,3,0.298343687163843,0.31545303050979,"Sex & Wealth",,"Female","5",43,43,"MICS6"
"NPL",2019,6,0.303416688994163,0.381363540825227,"Sex & Wealth",,"Male","1",78,78,"MICS6"
"NPL",2019,6,0.305681927816264,0.377416409961079,"Sex & Wealth",,"Male","2",61,61,"MICS6"
"NPL",2019,6,0.454285790586196,0.446580016262211,"Sex & Wealth",,"Male","3",56,56,"MICS6"
"NPL",2019,6,0.499440066039083,0.601162275115221,"Sex & Wealth",,"Male","4",57,57,"MICS6"
"NPL",2019,6,0.677621556402964,0.785091395437967,"Sex & Wealth",,"Male","5",25,25,"MICS6"
"NPL",2019,6,0.195594301386511,0.480533316714805,"Sex & Wealth",,"Female","1",106,106,"MICS6"
"NPL",2019,6,0.47727654484484,0.592756458736726,"Sex & Wealth",,"Female","2",65,65,"MICS6"
"NPL",2019,6,0.478090188859164,0.455936062923475,"Sex & Wealth",,"Female","3",60,60,"MICS6"
"NPL",2019,6,0.540097834454112,0.654130449772023,"Sex & Wealth",,"Female","4",48,48,"MICS6"
"NPL",2019,6,0.690395653541217,0.670007910253532,"Sex & Wealth",,"Female","5",33,33,"MICS6"
"PSE",2019,3,0.141189402658419,0.076296577117422,"Sex & Wealth",,"Male","1",33,33,"MICS6"
"PSE",2019,3,0.28279080050198,0.576984510415956,"Sex & Wealth",,"Male","2",32,32,"MICS6"
"PSE",2019,3,0.364754804154281,0.434822303969673,"Sex & Wealth",,"Male","3",54,54,"MICS6"
"PSE",2019,3,0.277601154660979,0.237218359125825,"Sex & Wealth",,"Male","4",49,49,"MICS6"
"PSE",2019,3,0.561039806147206,0.385838178678018,"Sex & Wealth",,"Male","5",54,54,"MICS6"
"PSE",2019,3,0.161630011830552,0.26021395390775,"Sex & Wealth",,"Female","1",38,38,"MICS6"
"PSE",2019,3,0.138310204838321,0.19225555061416,"Sex & Wealth",,"Female","2",25,25,"MICS6"
"PSE",2019,3,0.294564598010042,0.298474269427819,"Sex & Wealth",,"Female","3",56,56,"MICS6"
"PSE",2019,3,0.445413766775869,0.33412504486331,"Sex & Wealth",,"Female","4",43,43,"MICS6"
"PSE",2019,3,0.338461872182251,0.495298441579584,"Sex & Wealth",,"Female","5",43,43,"MICS6"
"PSE",2019,6,0.235675576135451,0.286048910628262,"Sex & Wealth",,"Male","1",35,35,"MICS6"
"PSE",2019,6,0.339637242976257,0.584452033436788,"Sex & Wealth",,"Male","2",36,36,"MICS6"
"PSE",2019,6,0.618529198689992,0.550744761372081,"Sex & Wealth",,"Male","3",33,33,"MICS6"
"PSE",2019,6,0.494460088894183,0.464128956916423,"Sex & Wealth",,"Male","4",47,47,"MICS6"
"PSE",2019,6,0.684344511415285,0.52136445826096,"Sex & Wealth",,"Male","5",36,36,"MICS6"
"PSE",2019,6,0.324468094263753,0.842460353415356,"Sex & Wealth",,"Female","1",41,41,"MICS6"
"PSE",2019,6,0.80124708375057,0.767746725546959,"Sex & Wealth",,"Female","2",31,31,"MICS6"
"PSE",2019,6,0.655236371819208,0.715751278019595,"Sex & Wealth",,"Female","3",35,35,"MICS6"
"PSE",2019,6,0.528723321203476,0.767049455706421,"Sex & Wealth",,"Female","4",31,31,"MICS6"
"PSE",2019,6,0.452096089203219,0.630167020220169,"Sex & Wealth",,"Female","5",38,38,"MICS6"
"SLE",2017,3,0.041483139386806,0.00897640559641468,"Sex & Wealth",,"Male","1",144,144,"MICS6"
"SLE",2017,3,0.0338211475181873,0.0340089690410108,"Sex & Wealth",,"Male","2",147,147,"MICS6"
"SLE",2017,3,0.0466400402005452,0.00582886527761663,"Sex & Wealth",,"Male","3",118,118,"MICS6"
"SLE",2017,3,0.0945387411010967,0.0636365258913249,"Sex & Wealth",,"Male","4",83,83,"MICS6"
"SLE",2017,3,0.225816521088226,0.19485868834785,"Sex & Wealth",,"Male","5",57,57,"MICS6"
"SLE",2017,3,0.0182371254918264,0.0445469037607838,"Sex & Wealth",,"Female","1",146,146,"MICS6"
"SLE",2017,3,0.0256591427014674,0.0139108589622483,"Sex & Wealth",,"Female","2",150,150,"MICS6"
"SLE",2017,3,0.0163071659583994,0.0374828008877544,"Sex & Wealth",,"Female","3",150,150,"MICS6"
"SLE",2017,3,0.215617773114374,0.214481900119562,"Sex & Wealth",,"Female","4",99,99,"MICS6"
"SLE",2017,3,0.131326426637922,0.154924565666492,"Sex & Wealth",,"Female","5",100,100,"MICS6"
"SLE",2017,6,0.27400980474334,0.20349481402591,"Sex & Wealth",,"Male","1",54,54,"MICS6"
"SLE",2017,6,0.416123943071847,0.337460340740327,"Sex & Wealth",,"Male","2",84,84,"MICS6"
"SLE",2017,6,0.361339917690788,0.386442829838098,"Sex & Wealth",,"Male","3",83,83,"MICS6"
"SLE",2017,6,0.427479016337321,0.529056137842948,"Sex & Wealth",,"Male","4",56,56,"MICS6"
"SLE",2017,6,0.284351345674856,0.476206694530541,"Sex & Wealth",,"Male","5",68,68,"MICS6"
"SLE",2017,6,0.143927154919326,0.0565791858091555,"Sex & Wealth",,"Female","1",57,57,"MICS6"
"SLE",2017,6,0.104985826706925,0.291068811742276,"Sex & Wealth",,"Female","2",72,72,"MICS6"
"SLE",2017,6,0.349752750926698,0.503968869933356,"Sex & Wealth",,"Female","3",86,86,"MICS6"
"SLE",2017,6,0.302705436806079,0.429910366967463,"Sex & Wealth",,"Female","4",64,64,"MICS6"
"SLE",2017,6,0.309611402993616,0.574267294317129,"Sex & Wealth",,"Female","5",68,68,"MICS6"
"STP",2019,3,0.219407888382399,0.150654215676035,"Sex & Wealth",,"Male","1",23,23,"MICS6"
"STP",2019,3,0.240745243922523,0.485846816486965,"Sex & Wealth",,"Male","2",25,25,"MICS6"
"STP",2019,3,0.301703137292292,0.0551078010135569,"Sex & Wealth",,"Male","3",16,16,"MICS6"
"STP",2019,3,0.235343182497213,0.371056158045829,"Sex & Wealth",,"Male","4",18,18,"MICS6"
"STP",2019,3,0.420188599393331,0.160957209000263,"Sex & Wealth",,"Male","5",16,16,"MICS6"
"STP",2019,3,0.0784209110856771,0.039778731551735,"Sex & Wealth",,"Female","1",23,23,"MICS6"
"STP",2019,3,0.239059157786144,0.367391722409599,"Sex & Wealth",,"Female","2",15,15,"MICS6"
"STP",2019,3,0.0637897925521191,0.2153981988084,"Sex & Wealth",,"Female","3",24,24,"MICS6"
"STP",2019,3,0.292067644019,0.354953686836407,"Sex & Wealth",,"Female","4",24,24,"MICS6"
"STP",2019,3,0.431629934548696,0.535663272087286,"Sex & Wealth",,"Female","5",18,18,"MICS6"
"STP",2019,6,0.348997981153071,0.510522167947061,"Sex & Wealth",,"Male","1",19,19,"MICS6"
"STP",2019,6,0.786909348037835,0.715995384680913,"Sex & Wealth",,"Male","2",13,13,"MICS6"
"STP",2019,6,0.781064584785334,0.865199329626043,"Sex & Wealth",,"Male","3",24,24,"MICS6"
"STP",2019,6,0.45409650915355,0.813468670975618,"Sex & Wealth",,"Male","4",15,15,"MICS6"
"STP",2019,6,0.46095134339707,0.779900318199592,"Sex & Wealth",,"Male","5",22,22,"MICS6"
"STP",2019,6,0.458960209884321,0.60543774796402,"Sex & Wealth",,"Female","1",24,24,"MICS6"
"STP",2019,6,0.275467498304153,0.404133649725738,"Sex & Wealth",,"Female","2",25,25,"MICS6"
"STP",2019,6,0.559543513851746,0.66080002826351,"Sex & Wealth",,"Female","3",19,19,"MICS6"
"STP",2019,6,0.698707181561614,0.564057451702822,"Sex & Wealth",,"Female","4",19,19,"MICS6"
"STP",2019,6,0.717458787584788,0.845782036368001,"Sex & Wealth",,"Female","5",29,29,"MICS6"
"SUR",2018,3,0.0550259694350917,0.165489350838066,"Sex & Wealth",,"Male","1",50,50,"MICS6"
"SUR",2018,3,0.324826876905635,0.358529423568385,"Sex & Wealth",,"Male","2",49,49,"MICS6"
"SUR",2018,3,0.0151175792768122,0.311359305632196,"Sex & Wealth",,"Male","3",34,34,"MICS6"
"SUR",2018,3,0.389376517884158,0.525029101949773,"Sex & Wealth",,"Male","4",42,42,"MICS6"
"SUR",2018,3,0.179135437495819,0.503836799761375,"Sex & Wealth",,"Male","5",30,30,"MICS6"
"SUR",2018,3,0.148298107055399,0.182962347092753,"Sex & Wealth",,"Female","1",34,34,"MICS6"
"SUR",2018,3,0.144170999803027,0.286813278825655,"Sex & Wealth",,"Female","2",50,50,"MICS6"
"SUR",2018,3,0.159156802678717,0.426547700076738,"Sex & Wealth",,"Female","3",42,42,"MICS6"
"SUR",2018,3,0.301258653127767,0.330400755360729,"Sex & Wealth",,"Female","4",31,31,"MICS6"
"SUR",2018,3,0.344824183857567,0.579040692633791,"Sex & Wealth",,"Female","5",33,33,"MICS6"
"SUR",2018,6,0.366054662527763,0.365116624691107,"Sex & Wealth",,"Male","1",43,43,"MICS6"
"SUR",2018,6,0.195549893558139,0.673392255332398,"Sex & Wealth",,"Male","2",53,53,"MICS6"
"SUR",2018,6,0.276931737524039,0.760423034624397,"Sex & Wealth",,"Male","3",30,30,"MICS6"
"SUR",2018,6,0.635200688004604,0.774536604050545,"Sex & Wealth",,"Male","4",28,28,"MICS6"
"SUR",2018,6,0.651397738417551,0.638335497761742,"Sex & Wealth",,"Male","5",22,22,"MICS6"
"SUR",2018,6,0.0698137508506947,0.628088140429209,"Sex & Wealth",,"Female","1",51,51,"MICS6"
"SUR",2018,6,0.537910165597366,0.695444636900554,"Sex & Wealth",,"Female","2",37,37,"MICS6"
"SUR",2018,6,0.315123814238222,0.667408283916685,"Sex & Wealth",,"Female","3",51,51,"MICS6"
"SUR",2018,6,0.552476248120691,0.813579028153142,"Sex & Wealth",,"Female","4",32,32,"MICS6"
"SUR",2018,6,0.679281804398268,0.430440935187071,"Sex & Wealth",,"Female","5",26,26,"MICS6"
"TCD",2019,3,0.0305559665517283,0.00276646869896933,"Sex & Wealth",,"Male","1",74,74,"MICS6"
"TCD",2019,3,0.0617045428416111,0.00232800858049227,"Sex & Wealth",,"Male","2",78,78,"MICS6"
"TCD",2019,3,0.0824148810853981,0.00856506211588426,"Sex & Wealth",,"Male","3",75,75,"MICS6"
"TCD",2019,3,0.100081011895733,0.0894206079571489,"Sex & Wealth",,"Male","4",92,92,"MICS6"
"TCD",2019,3,0.194423229188349,0.114819241786259,"Sex & Wealth",,"Male","5",114,114,"MICS6"
"TCD",2019,3,0.0190305273625566,0.00692111805249047,"Sex & Wealth",,"Female","1",60,60,"MICS6"
"TCD",2019,3,0.00283949970702418,0.0028411976035508,"Sex & Wealth",,"Female","2",71,71,"MICS6"
"TCD",2019,3,0.109763966427013,0.000460456553665703,"Sex & Wealth",,"Female","3",79,79,"MICS6"
"TCD",2019,3,0.0668352333417788,0.0239747226874731,"Sex & Wealth",,"Female","4",96,96,"MICS6"
"TCD",2019,3,0.080528544468678,0.0313458288581239,"Sex & Wealth",,"Female","5",128,128,"MICS6"
"TCD",2019,6,0.202807478912372,0.1266626977429,"Sex & Wealth",,"Male","1",22,22,"MICS6"
"TCD",2019,6,0.357051034500585,0.153127142069994,"Sex & Wealth",,"Male","2",25,25,"MICS6"
"TCD",2019,6,0.357232968910565,0.464643897042163,"Sex & Wealth",,"Male","3",37,37,"MICS6"
"TCD",2019,6,0.471025141647102,0.231813384899033,"Sex & Wealth",,"Male","4",55,55,"MICS6"
"TCD",2019,6,0.508666502245097,0.325247231864876,"Sex & Wealth",,"Male","5",79,79,"MICS6"
"TCD",2019,6,0.232934372195016,0.101785933795085,"Sex & Wealth",,"Female","1",17,17,"MICS6"
"TCD",2019,6,0.154609529938208,0,"Sex & Wealth",,"Female","2",25,25,"MICS6"
"TCD",2019,6,0.152180420716836,0.128099425158393,"Sex & Wealth",,"Female","3",21,21,"MICS6"
"TCD",2019,6,0.472069091509999,0.471870378247087,"Sex & Wealth",,"Female","4",33,33,"MICS6"
"TCD",2019,6,0.416522995745965,0.273587357660779,"Sex & Wealth",,"Female","5",75,75,"MICS6"
"TGO",2017,3,0.0473322829155477,0.00809261947153452,"Sex & Wealth",,"Male","1",57,57,"MICS6"
"TGO",2017,3,0,0,"Sex & Wealth",,"Male","2",66,66,"MICS6"
"TGO",2017,3,0,0.0251114872899315,"Sex & Wealth",,"Male","3",53,53,"MICS6"
"TGO",2017,3,0.097973182827591,0.0617310123822446,"Sex & Wealth",,"Male","4",45,45,"MICS6"
"TGO",2017,3,0.0895271100980169,0.206933167336038,"Sex & Wealth",,"Male","5",41,41,"MICS6"
"TGO",2017,3,0,0.0171609722953274,"Sex & Wealth",,"Female","1",50,50,"MICS6"
"TGO",2017,3,0,0,"Sex & Wealth",,"Female","2",50,50,"MICS6"
"TGO",2017,3,0.091770819566799,0.0381109808788929,"Sex & Wealth",,"Female","3",70,70,"MICS6"
"TGO",2017,3,0.109356313290448,0.0703045311881068,"Sex & Wealth",,"Female","4",41,41,"MICS6"
"TGO",2017,3,0.0598894672093952,0.28218333856833,"Sex & Wealth",,"Female","5",35,35,"MICS6"
"TGO",2017,6,0.0263630625455505,0.164037784956013,"Sex & Wealth",,"Male","1",48,48,"MICS6"
"TGO",2017,6,0.188510992013832,0.194005389087371,"Sex & Wealth",,"Male","2",40,40,"MICS6"
"TGO",2017,6,0.142843423227406,0.339074888416129,"Sex & Wealth",,"Male","3",47,47,"MICS6"
"TGO",2017,6,0.138400077039294,0.4231944630326,"Sex & Wealth",,"Male","4",43,43,"MICS6"
"TGO",2017,6,0.387314739950665,0.710852961202531,"Sex & Wealth",,"Male","5",39,39,"MICS6"
"TGO",2017,6,0.0917296846560828,0.189224811511896,"Sex & Wealth",,"Female","1",46,46,"MICS6"
"TGO",2017,6,0.0685266981135405,0.107827116585577,"Sex & Wealth",,"Female","2",49,49,"MICS6"
"TGO",2017,6,0.147793796343545,0.1266114372569,"Sex & Wealth",,"Female","3",49,49,"MICS6"
"TGO",2017,6,0.125069002503465,0.420087698127129,"Sex & Wealth",,"Female","4",46,46,"MICS6"
"TGO",2017,6,0.0579105482694144,0.31199967328898,"Sex & Wealth",,"Female","5",31,31,"MICS6"
"THA",2019,3,0.422048468809309,0.465598015907895,"Sex & Wealth",,"Male","1",161,161,"MICS6"
"THA",2019,3,0.473107365966332,0.609134677243005,"Sex & Wealth",,"Male","2",146,146,"MICS6"
"THA",2019,3,0.54448877767077,0.600767486944235,"Sex & Wealth",,"Male","3",142,142,"MICS6"
"THA",2019,3,0.664560077281489,0.762566996176459,"Sex & Wealth",,"Male","4",122,122,"MICS6"
"THA",2019,3,0.613215393779142,0.627935640002832,"Sex & Wealth",,"Male","5",72,72,"MICS6"
"THA",2019,3,0.669991270113232,0.620069010626895,"Sex & Wealth",,"Female","1",142,142,"MICS6"
"THA",2019,3,0.655783245311127,0.672585791196092,"Sex & Wealth",,"Female","2",153,153,"MICS6"
"THA",2019,3,0.668088199447172,0.688178661457639,"Sex & Wealth",,"Female","3",135,135,"MICS6"
"THA",2019,3,0.781439698110449,0.828732491223861,"Sex & Wealth",,"Female","4",81,81,"MICS6"
"THA",2019,3,0.623287295490486,0.635949611704588,"Sex & Wealth",,"Female","5",74,74,"MICS6"
"THA",2019,6,0.644465861919158,0.602616003030118,"Sex & Wealth",,"Male","1",169,169,"MICS6"
"THA",2019,6,0.604761873189883,0.683720228520726,"Sex & Wealth",,"Male","2",164,164,"MICS6"
"THA",2019,6,0.769925094679653,0.882668458448593,"Sex & Wealth",,"Male","3",142,142,"MICS6"
"THA",2019,6,0.695910340923836,0.782348769088027,"Sex & Wealth",,"Male","4",93,93,"MICS6"
"THA",2019,6,0.926369499384253,0.863109774976346,"Sex & Wealth",,"Male","5",81,81,"MICS6"
"THA",2019,6,0.707460494783917,0.866032735743985,"Sex & Wealth",,"Female","1",157,157,"MICS6"
"THA",2019,6,0.81455864401576,0.844775385465037,"Sex & Wealth",,"Female","2",131,131,"MICS6"
"THA",2019,6,0.793054663721202,0.813598248759197,"Sex & Wealth",,"Female","3",119,119,"MICS6"
"THA",2019,6,0.82189067427142,0.950294396577942,"Sex & Wealth",,"Female","4",82,82,"MICS6"
"THA",2019,6,0.667458561028982,0.704626246470794,"Sex & Wealth",,"Female","5",60,60,"MICS6"
"TKM",2019,3,0.39390603668736,0.467496483749532,"Sex & Wealth",,"Male","1",29,29,"MICS6"
"TKM",2019,3,0.546564838124928,0.964668007276252,"Sex & Wealth",,"Male","2",27,27,"MICS6"
"TKM",2019,3,0.603457786965607,0.763394603606842,"Sex & Wealth",,"Male","3",32,32,"MICS6"
"TKM",2019,3,0.623903036894222,0.727020191749754,"Sex & Wealth",,"Male","4",49,49,"MICS6"
"TKM",2019,3,0.758159176280669,0.757790781666769,"Sex & Wealth",,"Male","5",42,42,"MICS6"
"TKM",2019,3,0.514074678516491,0.814483168777681,"Sex & Wealth",,"Female","1",22,22,"MICS6"
"TKM",2019,3,0.67867710571717,0.988963297284348,"Sex & Wealth",,"Female","2",23,23,"MICS6"
"TKM",2019,3,0.692407821458997,0.675819814808258,"Sex & Wealth",,"Female","3",26,26,"MICS6"
"TKM",2019,3,0.707827843645315,0.760454077570673,"Sex & Wealth",,"Female","4",38,38,"MICS6"
"TKM",2019,3,0.716956102402635,0.91779774660545,"Sex & Wealth",,"Female","5",27,27,"MICS6"
"TKM",2019,6,0.727730796792361,0.948406632708327,"Sex & Wealth",,"Male","1",47,47,"MICS6"
"TKM",2019,6,0.884984095442084,1,"Sex & Wealth",,"Male","2",20,20,"MICS6"
"TKM",2019,6,0.932847864368415,0.907733128852589,"Sex & Wealth",,"Male","3",41,41,"MICS6"
"TKM",2019,6,0.882338642487544,0.929055800947286,"Sex & Wealth",,"Male","4",48,48,"MICS6"
"TKM",2019,6,0.979439536271858,0.93641113741012,"Sex & Wealth",,"Male","5",71,71,"MICS6"
"TKM",2019,6,0.762386046942534,0.952873410953732,"Sex & Wealth",,"Female","1",36,36,"MICS6"
"TKM",2019,6,1,0.92755251938976,"Sex & Wealth",,"Female","2",31,31,"MICS6"
"TKM",2019,6,0.910047769561021,0.92948581589616,"Sex & Wealth",,"Female","3",34,34,"MICS6"
"TKM",2019,6,0.794686864911057,0.82043761950073,"Sex & Wealth",,"Female","4",62,62,"MICS6"
"TKM",2019,6,0.844666719332563,0.955708840027913,"Sex & Wealth",,"Female","5",61,61,"MICS6"
"TON",2019,3,0.136342776300605,0.298599266115945,"Sex & Wealth",,"Male","1",18,18,"MICS6"
"TON",2019,3,0.0769480402044054,0.445899344324485,"Sex & Wealth",,"Male","2",8,8,"MICS6"
"TON",2019,3,0.307898030554587,0.514834018752261,"Sex & Wealth",,"Male","3",15,15,"MICS6"
"TON",2019,3,0.295414403910385,0.381963785332451,"Sex & Wealth",,"Male","4",13,13,"MICS6"
"TON",2019,3,0.672978738471609,0.699387971826318,"Sex & Wealth",,"Male","5",12,12,"MICS6"
"TON",2019,3,0.225126637532789,0.509389079648466,"Sex & Wealth",,"Female","1",14,14,"MICS6"
"TON",2019,3,0.163509865499044,0.453440142193978,"Sex & Wealth",,"Female","2",17,17,"MICS6"
"TON",2019,3,0,0.883710794958442,"Sex & Wealth",,"Female","3",6,6,"MICS6"
"TON",2019,3,0.330586166782953,0.469920871361817,"Sex & Wealth",,"Female","4",16,16,"MICS6"
"TON",2019,3,0.53814006540351,0.937679490066331,"Sex & Wealth",,"Female","5",6,6,"MICS6"
"TON",2019,6,0.731485350984796,0.667828813159621,"Sex & Wealth",,"Male","1",23,23,"MICS6"
"TON",2019,6,0.54871923502785,0.807924819908427,"Sex & Wealth",,"Male","2",13,13,"MICS6"
"TON",2019,6,0.505780882996052,0.604922273197177,"Sex & Wealth",,"Male","3",25,25,"MICS6"
"TON",2019,6,0.935186538610585,0.975769195581395,"Sex & Wealth",,"Male","4",9,9,"MICS6"
"TON",2019,6,0.732590669055533,0.530023761869118,"Sex & Wealth",,"Male","5",9,9,"MICS6"
"TON",2019,6,0.709695880317979,0.658598384139728,"Sex & Wealth",,"Female","1",16,16,"MICS6"
"TON",2019,6,0.79251919206449,0.888174934768795,"Sex & Wealth",,"Female","2",9,9,"MICS6"
"TON",2019,6,0.336281929358751,0.961024653359567,"Sex & Wealth",,"Female","3",9,9,"MICS6"
"TON",2019,6,0.26622345700771,0.262733239903168,"Sex & Wealth",,"Female","4",8,8,"MICS6"
"TON",2019,6,0.63273452565051,0.634932809309434,"Sex & Wealth",,"Female","5",12,12,"MICS6"
"TUN",2018,3,0.129916141050632,0.310292070246165,"Sex & Wealth",,"Male","1",39,39,"MICS6"
"TUN",2018,3,0.181590701229906,0.344325733671256,"Sex & Wealth",,"Male","2",51,51,"MICS6"
"TUN",2018,3,0.182849660454907,0.475018967490864,"Sex & Wealth",,"Male","3",50,50,"MICS6"
"TUN",2018,3,0.210607971644323,0.455390804801534,"Sex & Wealth",,"Male","4",45,45,"MICS6"
"TUN",2018,3,0.268406764793767,0.713949239625845,"Sex & Wealth",,"Male","5",39,39,"MICS6"
"TUN",2018,3,0.125000428481974,0.277965084326294,"Sex & Wealth",,"Female","1",32,32,"MICS6"
"TUN",2018,3,0.0970786745776233,0.516072805922017,"Sex & Wealth",,"Female","2",36,36,"MICS6"
"TUN",2018,3,0.308102484075066,0.620351032344524,"Sex & Wealth",,"Female","3",38,38,"MICS6"
"TUN",2018,3,0.307608334272667,0.634988107851085,"Sex & Wealth",,"Female","4",43,43,"MICS6"
"TUN",2018,3,0.125423637500751,0.764222229803576,"Sex & Wealth",,"Female","5",21,21,"MICS6"
"TUN",2018,6,0.453285702927148,0.531611353907569,"Sex & Wealth",,"Male","1",44,44,"MICS6"
"TUN",2018,6,0.391335913536452,0.823147582629149,"Sex & Wealth",,"Male","2",36,36,"MICS6"
"TUN",2018,6,0.432542798645106,0.806893547809832,"Sex & Wealth",,"Male","3",50,50,"MICS6"
"TUN",2018,6,0.579425429457469,0.861731396743345,"Sex & Wealth",,"Male","4",40,40,"MICS6"
"TUN",2018,6,0.437047763141636,0.85546127607644,"Sex & Wealth",,"Male","5",31,31,"MICS6"
"TUN",2018,6,0.311269569765573,0.582666834691759,"Sex & Wealth",,"Female","1",38,38,"MICS6"
"TUN",2018,6,0.187779047623705,0.751795653061292,"Sex & Wealth",,"Female","2",42,42,"MICS6"
"TUN",2018,6,0.352765209915281,0.90606696927176,"Sex & Wealth",,"Female","3",32,32,"MICS6"
"TUN",2018,6,0.425795071111947,0.963525708233582,"Sex & Wealth",,"Female","4",34,34,"MICS6"
"TUN",2018,6,0.512672961705788,0.873473250493106,"Sex & Wealth",,"Female","5",41,41,"MICS6"
"WSM",2019,3,0.171325462018372,0.171325462018372,"Sex & Wealth",,"Male","1",13,13,"MICS6"
"WSM",2019,3,0.0582891561167369,0.149643046466838,"Sex & Wealth",,"Male","2",25,25,"MICS6"
"WSM",2019,3,0.0385144468029185,0.0385144468029185,"Sex & Wealth",,"Male","3",23,23,"MICS6"
"WSM",2019,3,0.133210718027502,0.447789017749417,"Sex & Wealth",,"Male","4",27,27,"MICS6"
"WSM",2019,3,0.308329635336933,0.510506271066371,"Sex & Wealth",,"Male","5",22,22,"MICS6"
"WSM",2019,3,0.0579883421485421,0.143427109540905,"Sex & Wealth",,"Female","1",18,18,"MICS6"
"WSM",2019,3,0.133102617824267,0.155920209451284,"Sex & Wealth",,"Female","2",9,9,"MICS6"
"WSM",2019,3,0.41911807727527,0.389703178912719,"Sex & Wealth",,"Female","3",12,12,"MICS6"
"WSM",2019,3,0.237959844609292,0.284736484054781,"Sex & Wealth",,"Female","4",14,14,"MICS6"
"WSM",2019,3,0.0820713715377419,0.6693873192009,"Sex & Wealth",,"Female","5",20,20,"MICS6"
"WSM",2019,6,0.132182213186851,0.474596197219301,"Sex & Wealth",,"Male","1",19,19,"MICS6"
"WSM",2019,6,0.0542639213573518,0.549396204428852,"Sex & Wealth",,"Male","2",22,22,"MICS6"
"WSM",2019,6,0.181869133911668,0.394215462255845,"Sex & Wealth",,"Male","3",12,12,"MICS6"
"WSM",2019,6,0.108009335532255,0.603071854569203,"Sex & Wealth",,"Male","4",19,19,"MICS6"
"WSM",2019,6,0.300685770705638,0.570087381499477,"Sex & Wealth",,"Male","5",26,26,"MICS6"
"WSM",2019,6,0.14250260188275,0.467847062542243,"Sex & Wealth",,"Female","1",13,13,"MICS6"
"WSM",2019,6,0.0975415531761733,0.509063944044214,"Sex & Wealth",,"Female","2",21,21,"MICS6"
"WSM",2019,6,0.554689246843709,0.894849405693389,"Sex & Wealth",,"Female","3",14,14,"MICS6"
"WSM",2019,6,0.339001742748426,0.633915627993882,"Sex & Wealth",,"Female","4",14,14,"MICS6"
"WSM",2019,6,0.197104101564217,0.774809120693222,"Sex & Wealth",,"Female","5",13,13,"MICS6"
