"iso_code3","year","grade","mlevel2_m","rlevel2_m","category","Location","Sex","Wealth","rlevel2_no","mlevel2_no","survey"
"TUN",2018,6,0.523991105260068,0.82537851147534,"Location & Sex","Urban","Male",,139,139,"MICS6"
"TUN",2018,6,0.437718214710445,0.887722312746764,"Location & Sex","Urban","Female",,119,119,"MICS6"
"TUN",2018,6,0.311954512198213,0.664460268659243,"Location & Sex","Rural","Male",,62,62,"MICS6"
"TUN",2018,6,0.222461227192801,0.677410034939369,"Location & Sex","Rural","Female",,68,68,"MICS6"
"WSM",2019,3,0.183679354094579,0.354094579008074,"Location & Sex","Urban","Male",,30,30,"MICS6"
"WSM",2019,3,0.181871689228958,0.254267216009417,"Location & Sex","Urban","Female",,21,21,"MICS6"
"WSM",2019,3,0.0954179795772254,0.198904973568983,"Location & Sex","Rural","Male",,80,80,"MICS6"
"WSM",2019,3,0.17812599858321,0.333544698213173,"Location & Sex","Rural","Female",,52,52,"MICS6"
"WSM",2019,6,0.319781718963165,0.397817189631651,"Location & Sex","Urban","Male",,30,30,"MICS6"
"WSM",2019,6,0.106679481018741,0.610283517539644,"Location & Sex","Urban","Female",,20,20,"MICS6"
"WSM",2019,6,0.102404648906603,0.539419607640648,"Location & Sex","Rural","Male",,68,68,"MICS6"
"WSM",2019,6,0.274720222205547,0.634180968957998,"Location & Sex","Rural","Female",,55,55,"MICS6"
"ZWE",2019,3,0.232528473854826,0.454786998712473,"Location & Sex","Urban","Male",,113,113,"MICS6"
"ZWE",2019,3,0.221943632820879,0.614821650327351,"Location & Sex","Urban","Female",,86,86,"MICS6"
"ZWE",2019,3,0.043117639161708,0.152016910385316,"Location & Sex","Rural","Male",,237,237,"MICS6"
"ZWE",2019,3,0.045748319028436,0.228141801638566,"Location & Sex","Rural","Female",,235,235,"MICS6"
"ZWE",2019,6,0.660486874522006,0.908984802832916,"Location & Sex","Urban","Male",,76,76,"MICS6"
"ZWE",2019,6,0.585370263439553,0.932622300862381,"Location & Sex","Urban","Female",,77,77,"MICS6"
"ZWE",2019,6,0.262069318869621,0.461187654124608,"Location & Sex","Rural","Male",,223,223,"MICS6"
"ZWE",2019,6,0.317103820269158,0.695980980775242,"Location & Sex","Rural","Female",,183,183,"MICS6"
"BGD",2019,3,0.126703188839106,0.209211203245048,"Location & Wealth","Urban",,"1",73,73,"MICS6"
"BGD",2019,3,0.165504267414527,0.271080867730358,"Location & Wealth","Urban",,"2",79,79,"MICS6"
"BGD",2019,3,0.173496751977617,0.319438327058059,"Location & Wealth","Urban",,"3",112,112,"MICS6"
"BGD",2019,3,0.115961276567834,0.348941991493637,"Location & Wealth","Urban",,"4",189,189,"MICS6"
"BGD",2019,3,0.274824813834673,0.585616895663648,"Location & Wealth","Urban",,"5",277,277,"MICS6"
"BGD",2019,3,0.117465173925017,0.217220093250535,"Location & Wealth","Rural",,"1",982,982,"MICS6"
"BGD",2019,3,0.140191908512786,0.245541837321402,"Location & Wealth","Rural",,"2",801,801,"MICS6"
"BGD",2019,3,0.142125012593578,0.277825746780078,"Location & Wealth","Rural",,"3",634,634,"MICS6"
"BGD",2019,3,0.193966795716087,0.352263348264485,"Location & Wealth","Rural",,"4",493,493,"MICS6"
"BGD",2019,3,0.293330408239782,0.455125112302832,"Location & Wealth","Rural",,"5",211,211,"MICS6"
"BGD",2019,6,0.450613489762315,0.820055560549081,"Location & Wealth","Urban",,"1",55,55,"MICS6"
"BGD",2019,6,0.345107293710583,0.659759728084883,"Location & Wealth","Urban",,"2",52,52,"MICS6"
"BGD",2019,6,0.361497829336642,0.673943220273223,"Location & Wealth","Urban",,"3",91,91,"MICS6"
"BGD",2019,6,0.396064872978994,0.804527512258211,"Location & Wealth","Urban",,"4",109,109,"MICS6"
"BGD",2019,6,0.547129913262754,0.85559633961881,"Location & Wealth","Urban",,"5",203,203,"MICS6"
"BGD",2019,6,0.373875283259136,0.607019400683595,"Location & Wealth","Rural",,"1",635,635,"MICS6"
"BGD",2019,6,0.385918021902854,0.707697873021922,"Location & Wealth","Rural",,"2",658,658,"MICS6"
"BGD",2019,6,0.386557488500986,0.734833586377109,"Location & Wealth","Rural",,"3",579,579,"MICS6"
"BGD",2019,6,0.431449915289136,0.755285173547338,"Location & Wealth","Rural",,"4",444,444,"MICS6"
"BGD",2019,6,0.500737557098314,0.833925224178845,"Location & Wealth","Rural",,"5",203,203,"MICS6"
"BLR",2019,3,0.681481668733295,0.695183268102257,"Location & Wealth","Urban",,"1",10,10,"MICS6"
"BLR",2019,3,0.735873741952345,0.600685625932331,"Location & Wealth","Urban",,"2",20,20,"MICS6"
"BLR",2019,3,0.748794482199775,0.869500013195126,"Location & Wealth","Urban",,"3",36,36,"MICS6"
"BLR",2019,3,0.793110795027897,0.876580507662867,"Location & Wealth","Urban",,"4",55,55,"MICS6"
"BLR",2019,3,0.645797538537165,0.804386956618995,"Location & Wealth","Urban",,"5",64,64,"MICS6"
"BLR",2019,3,0.621383621695231,0.894430819992705,"Location & Wealth","Rural",,"1",29,29,"MICS6"
"BLR",2019,3,0.576055557259188,0.72062292062679,"Location & Wealth","Rural",,"2",18,18,"MICS6"
"BLR",2019,3,1,1,"Location & Wealth","Rural",,"3",5,5,"MICS6"
"BLR",2019,3,0.445232467089537,0.7039085939566,"Location & Wealth","Rural",,"4",3,3,"MICS6"
"BLR",2019,3,1,1,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"BLR",2019,6,0.437836460694101,0.437836460694101,"Location & Wealth","Urban",,"1",4,4,"MICS6"
"BLR",2019,6,0.655807540034419,1,"Location & Wealth","Urban",,"2",13,13,"MICS6"
"BLR",2019,6,0.897759613999147,0.909282075444709,"Location & Wealth","Urban",,"3",26,26,"MICS6"
"BLR",2019,6,0.821502078142519,0.786722944411951,"Location & Wealth","Urban",,"4",34,34,"MICS6"
"BLR",2019,6,0.843095956823852,0.947629631898457,"Location & Wealth","Urban",,"5",36,36,"MICS6"
"BLR",2019,6,0.766204946875947,0.85516461693486,"Location & Wealth","Rural",,"1",20,20,"MICS6"
"BLR",2019,6,0.777337377080322,0.840732521082785,"Location & Wealth","Rural",,"2",21,21,"MICS6"
"BLR",2019,6,1,1,"Location & Wealth","Rural",,"3",3,3,"MICS6"
"CAF",2018,3,0,0,"Location & Wealth","Urban",,"1",17,17,"MICS6"
"CAF",2018,3,0,0,"Location & Wealth","Urban",,"2",15,15,"MICS6"
"CAF",2018,3,0,0,"Location & Wealth","Urban",,"3",27,27,"MICS6"
"CAF",2018,3,0,0.0107819186252895,"Location & Wealth","Urban",,"4",103,103,"MICS6"
"CAF",2018,3,0,0.0616185266604269,"Location & Wealth","Urban",,"5",201,201,"MICS6"
"CAF",2018,3,0.0105467242316716,0,"Location & Wealth","Rural",,"1",111,111,"MICS6"
"CAF",2018,3,0.013363905089892,0.0389472880075089,"Location & Wealth","Rural",,"2",142,142,"MICS6"
"CAF",2018,3,0.0210935166449014,0.0318731682915741,"Location & Wealth","Rural",,"3",147,147,"MICS6"
"CAF",2018,3,0,0.0202150717312574,"Location & Wealth","Rural",,"4",92,92,"MICS6"
"CAF",2018,3,0,0,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"CAF",2018,6,0,0.0590379475150817,"Location & Wealth","Urban",,"1",13,13,"MICS6"
"CAF",2018,6,0.256332230409596,0,"Location & Wealth","Urban",,"2",5,5,"MICS6"
"CAF",2018,6,0.235304104273627,0.0870579329406852,"Location & Wealth","Urban",,"3",12,12,"MICS6"
"CAF",2018,6,0.0543240747892758,0.219365231791789,"Location & Wealth","Urban",,"4",66,66,"MICS6"
"CAF",2018,6,0.0736607125337714,0.199122040817359,"Location & Wealth","Urban",,"5",122,122,"MICS6"
"CAF",2018,6,0,0.138305443274019,"Location & Wealth","Rural",,"1",20,20,"MICS6"
"CAF",2018,6,0,0.161388843515443,"Location & Wealth","Rural",,"2",37,37,"MICS6"
"CAF",2018,6,0,0,"Location & Wealth","Rural",,"3",37,37,"MICS6"
"CAF",2018,6,0.243223255766064,0.245932624453351,"Location & Wealth","Rural",,"4",30,30,"MICS6"
"CAF",2018,6,0,0.440989507186468,"Location & Wealth","Rural",,"5",3,3,"MICS6"
"COD",2017,3,0.0202114750475318,0.0366146485347475,"Location & Wealth","Urban",,"1",60,60,"MICS6"
"COD",2017,3,0,0.0107082901894307,"Location & Wealth","Urban",,"2",48,48,"MICS6"
"COD",2017,3,0,0.0108967755073899,"Location & Wealth","Urban",,"3",82,82,"MICS6"
"COD",2017,3,0.00905893388913212,0.0406252220434192,"Location & Wealth","Urban",,"4",167,167,"MICS6"
"COD",2017,3,0.0087795139972712,0.144308417948964,"Location & Wealth","Urban",,"5",91,91,"MICS6"
"COD",2017,3,0,0.00380284686777042,"Location & Wealth","Rural",,"1",351,351,"MICS6"
"COD",2017,3,0.00132405401065458,0.0409697457519218,"Location & Wealth","Rural",,"2",316,316,"MICS6"
"COD",2017,3,0,0.0151099139561239,"Location & Wealth","Rural",,"3",240,240,"MICS6"
"COD",2017,3,0,0.0103003944295081,"Location & Wealth","Rural",,"4",47,47,"MICS6"
"COD",2017,6,0,0.205364701712972,"Location & Wealth","Urban",,"1",29,29,"MICS6"
"COD",2017,6,0,0.0376384930638556,"Location & Wealth","Urban",,"2",21,21,"MICS6"
"COD",2017,6,0,0.291605616866884,"Location & Wealth","Urban",,"3",51,51,"MICS6"
"COD",2017,6,0.00740937985235861,0.215761991168082,"Location & Wealth","Urban",,"4",158,158,"MICS6"
"COD",2017,6,0.00628744360100612,0.317726722863887,"Location & Wealth","Urban",,"5",92,92,"MICS6"
"COD",2017,6,0,0.0138882500525359,"Location & Wealth","Rural",,"1",194,194,"MICS6"
"COD",2017,6,0,0.0384279114541526,"Location & Wealth","Rural",,"2",205,205,"MICS6"
"COD",2017,6,0,0.0535144422670623,"Location & Wealth","Rural",,"3",157,157,"MICS6"
"COD",2017,6,0,0.353388701202355,"Location & Wealth","Rural",,"4",29,29,"MICS6"
"COD",2017,6,0,0.523972215099315,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"GHA",2017,3,0.00174121411781513,0,"Location & Wealth","Urban",,"1",22,22,"MICS6"
"GHA",2017,3,0,0.0754346140128235,"Location & Wealth","Urban",,"2",33,33,"MICS6"
"GHA",2017,3,0.0280134685724552,0.0157902826369303,"Location & Wealth","Urban",,"3",98,98,"MICS6"
"GHA",2017,3,0.105730681454755,0.0612728249830773,"Location & Wealth","Urban",,"4",108,108,"MICS6"
"GHA",2017,3,0.252753489974259,0.345165614251626,"Location & Wealth","Urban",,"5",122,122,"MICS6"
"GHA",2017,3,0.0204649442591164,0.0070231235643132,"Location & Wealth","Rural",,"1",253,253,"MICS6"
"GHA",2017,3,0.0484128452470468,0.0173353792078593,"Location & Wealth","Rural",,"2",122,122,"MICS6"
"GHA",2017,3,0.00643831946933368,0.0848484214457036,"Location & Wealth","Rural",,"3",66,66,"MICS6"
"GHA",2017,3,0.107835135464908,0.000804966804964101,"Location & Wealth","Rural",,"4",37,37,"MICS6"
"GHA",2017,3,0.246301217602395,0.154883696498323,"Location & Wealth","Rural",,"5",27,27,"MICS6"
"GHA",2017,6,0.315225223284263,0.274227587317611,"Location & Wealth","Urban",,"1",18,18,"MICS6"
"GHA",2017,6,0.212338072077276,0.354216017139906,"Location & Wealth","Urban",,"2",28,28,"MICS6"
"GHA",2017,6,0.252499162163243,0.538316435665385,"Location & Wealth","Urban",,"3",76,76,"MICS6"
"GHA",2017,6,0.332706422562753,0.518867165646785,"Location & Wealth","Urban",,"4",97,97,"MICS6"
"GHA",2017,6,0.36255241177537,0.749913433782202,"Location & Wealth","Urban",,"5",130,130,"MICS6"
"GHA",2017,6,0.142297958742286,0.17755721566872,"Location & Wealth","Rural",,"1",174,174,"MICS6"
"GHA",2017,6,0.222322256710758,0.317269988842875,"Location & Wealth","Rural",,"2",91,91,"MICS6"
"GHA",2017,6,0.136007718509271,0.243784828302094,"Location & Wealth","Rural",,"3",64,64,"MICS6"
"GHA",2017,6,0.365495998934089,0.543340637760701,"Location & Wealth","Rural",,"4",36,36,"MICS6"
"GHA",2017,6,0.464973945549442,0.577216703401159,"Location & Wealth","Rural",,"5",22,22,"MICS6"
"GMB",2019,3,0.0688214639532327,0,"Location & Wealth","Urban",,"1",14,14,"MICS6"
"GMB",2019,3,0.0689280974248302,0.0596192284521479,"Location & Wealth","Urban",,"2",33,33,"MICS6"
"GMB",2019,3,0.0610244825433373,0.0123346817859784,"Location & Wealth","Urban",,"3",44,44,"MICS6"
"GMB",2019,3,0.0693166172244833,0.117682238277844,"Location & Wealth","Urban",,"4",78,78,"MICS6"
"GMB",2019,3,0.0971103626203695,0.22305026464326,"Location & Wealth","Urban",,"5",81,81,"MICS6"
"GMB",2019,3,0.00222417255553198,0.0563549313235608,"Location & Wealth","Rural",,"1",166,166,"MICS6"
"GMB",2019,3,0.0303414852373196,0.0528153132555097,"Location & Wealth","Rural",,"2",83,83,"MICS6"
"GMB",2019,3,0.0542651165683453,0.039412515495349,"Location & Wealth","Rural",,"3",31,31,"MICS6"
"GMB",2019,3,0,0,"Location & Wealth","Rural",,"4",4,4,"MICS6"
"GMB",2019,6,0.208790411778872,0.663785203460389,"Location & Wealth","Urban",,"1",7,7,"MICS6"
"GMB",2019,6,0.35080798262297,0.189192790975219,"Location & Wealth","Urban",,"2",12,12,"MICS6"
"GMB",2019,6,0.473937893704145,0.166335770487946,"Location & Wealth","Urban",,"3",39,39,"MICS6"
"GMB",2019,6,0.294667880034685,0.243119126511494,"Location & Wealth","Urban",,"4",46,46,"MICS6"
"GMB",2019,6,0.292947569544126,0.594541066218681,"Location & Wealth","Urban",,"5",53,53,"MICS6"
"GMB",2019,6,0.0857380826008486,0.162988606822039,"Location & Wealth","Rural",,"1",76,76,"MICS6"
"GMB",2019,6,0.0643676686256805,0.450382006847631,"Location & Wealth","Rural",,"2",42,42,"MICS6"
"GMB",2019,6,0.197323941077691,0.242597576294549,"Location & Wealth","Rural",,"3",22,22,"MICS6"
"GNB",2018,3,0.155866736002006,0.0590596294962998,"Location & Wealth","Urban",,"1",8,8,"MICS6"
"GNB",2018,3,0.0467826168134047,0.313690381803139,"Location & Wealth","Urban",,"2",10,10,"MICS6"
"GNB",2018,3,0.0115837282091668,0.0492821524092015,"Location & Wealth","Urban",,"3",24,24,"MICS6"
"GNB",2018,3,0.0728412918189128,0.243028422498879,"Location & Wealth","Urban",,"4",74,74,"MICS6"
"GNB",2018,3,0.047648628072372,0.132378856705546,"Location & Wealth","Urban",,"5",90,90,"MICS6"
"GNB",2018,3,0.0881673044061764,0.0352556187305171,"Location & Wealth","Rural",,"1",160,160,"MICS6"
"GNB",2018,3,0.167842702939745,0.0708162449298745,"Location & Wealth","Rural",,"2",103,103,"MICS6"
"GNB",2018,3,0.0370520643641254,0.0446362253964906,"Location & Wealth","Rural",,"3",83,83,"MICS6"
"GNB",2018,3,0.0893579652985264,0.121886748387827,"Location & Wealth","Rural",,"4",33,33,"MICS6"
"GNB",2018,3,1,0,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"GNB",2018,6,0,0.120477739224693,"Location & Wealth","Urban",,"1",5,5,"MICS6"
"GNB",2018,6,1,0.850444343385075,"Location & Wealth","Urban",,"2",4,4,"MICS6"
"GNB",2018,6,0.80657433290526,0.660532830247193,"Location & Wealth","Urban",,"3",15,15,"MICS6"
"GNB",2018,6,0.130209413198119,0.631056131962597,"Location & Wealth","Urban",,"4",53,53,"MICS6"
"GNB",2018,6,0.171807395495233,0.566549146338604,"Location & Wealth","Urban",,"5",45,45,"MICS6"
"GNB",2018,6,0.538095164290392,0.381293606575673,"Location & Wealth","Rural",,"1",56,56,"MICS6"
"GNB",2018,6,0.107292565770375,0.37301340938472,"Location & Wealth","Rural",,"2",34,34,"MICS6"
"GNB",2018,6,0.517745283810734,0.594691498690831,"Location & Wealth","Rural",,"3",27,27,"MICS6"
"GNB",2018,6,0.494435412372659,0.844355344873403,"Location & Wealth","Rural",,"4",22,22,"MICS6"
"GNB",2018,6,1,1,"Location & Wealth","Rural",,"5",8,8,"MICS6"
"GUY",2019,3,0.297012910641373,0.297012910641373,"Location & Wealth","Urban",,"1",7,7,"MICS6"
"GUY",2019,3,0.701469732232394,0.295560897145784,"Location & Wealth","Urban",,"2",17,17,"MICS6"
"GUY",2019,3,0.601793243510699,0.601793243510699,"Location & Wealth","Urban",,"3",10,10,"MICS6"
"GUY",2019,3,0.511324543520772,0.577255740389509,"Location & Wealth","Urban",,"4",15,15,"MICS6"
"GUY",2019,3,0.715815226170769,0.634624532832707,"Location & Wealth","Urban",,"5",20,20,"MICS6"
"GUY",2019,3,0.43961848448328,0.435559573380301,"Location & Wealth","Rural",,"1",101,101,"MICS6"
"GUY",2019,3,0.717038372428532,0.675416805900115,"Location & Wealth","Rural",,"2",32,32,"MICS6"
"GUY",2019,3,0.481174294605681,0.579413291385342,"Location & Wealth","Rural",,"3",29,29,"MICS6"
"GUY",2019,3,0.665638262802658,0.60091168143478,"Location & Wealth","Rural",,"4",21,21,"MICS6"
"GUY",2019,3,0.628637920882611,0.671298329236681,"Location & Wealth","Rural",,"5",20,20,"MICS6"
"GUY",2019,6,0.294852247737278,0.430507362816361,"Location & Wealth","Urban",,"1",17,17,"MICS6"
"GUY",2019,6,0.443618523725404,0.331158368906759,"Location & Wealth","Urban",,"2",16,16,"MICS6"
"GUY",2019,6,0.758232198720097,0.976664332236592,"Location & Wealth","Urban",,"3",10,10,"MICS6"
"GUY",2019,6,0.827987123329149,0.586996905741576,"Location & Wealth","Urban",,"4",10,10,"MICS6"
"GUY",2019,6,0.601844290554092,0.418749516486492,"Location & Wealth","Urban",,"5",14,14,"MICS6"
"GUY",2019,6,0.489927325010606,0.400890792599374,"Location & Wealth","Rural",,"1",103,103,"MICS6"
"GUY",2019,6,0.672492508698353,0.482646466805991,"Location & Wealth","Rural",,"2",32,32,"MICS6"
"GUY",2019,6,0.76549575625161,0.755271614077096,"Location & Wealth","Rural",,"3",23,23,"MICS6"
"GUY",2019,6,0.714840906411591,0.73044079753574,"Location & Wealth","Rural",,"4",17,17,"MICS6"
"GUY",2019,6,0.757511075202571,0.719732538698614,"Location & Wealth","Rural",,"5",16,16,"MICS6"
"KGZ",2018,3,0.489867314380412,0.418536883920478,"Location & Wealth","Urban",,"1",11,11,"MICS6"
"KGZ",2018,3,0.53072900224643,0.582285759085201,"Location & Wealth","Urban",,"2",8,8,"MICS6"
"KGZ",2018,3,0.814730166383476,0.878608437447225,"Location & Wealth","Urban",,"3",5,5,"MICS6"
"KGZ",2018,3,0.354403131319291,0.421092473226935,"Location & Wealth","Urban",,"4",41,41,"MICS6"
"KGZ",2018,3,0.504598961910873,0.725780963245788,"Location & Wealth","Urban",,"5",68,68,"MICS6"
"KGZ",2018,3,0.571186318266052,0.502493370386984,"Location & Wealth","Rural",,"1",52,52,"MICS6"
"KGZ",2018,3,0.255606836905616,0.240001082551538,"Location & Wealth","Rural",,"2",36,36,"MICS6"
"KGZ",2018,3,0.407531143005858,0.470209697553906,"Location & Wealth","Rural",,"3",53,53,"MICS6"
"KGZ",2018,3,0.485878773111376,0.485729603490351,"Location & Wealth","Rural",,"4",48,48,"MICS6"
"KGZ",2018,3,0.493073505928564,0.493073505928564,"Location & Wealth","Rural",,"5",3,3,"MICS6"
"KGZ",2018,6,0.790463107858722,0.731943810702255,"Location & Wealth","Urban",,"1",13,13,"MICS6"
"KGZ",2018,6,0.68969543359891,0.819652024934466,"Location & Wealth","Urban",,"2",11,11,"MICS6"
"KGZ",2018,6,0.483313297848463,0.597701448974471,"Location & Wealth","Urban",,"3",19,19,"MICS6"
"KGZ",2018,6,0.652140683503078,0.716934082143382,"Location & Wealth","Urban",,"4",29,29,"MICS6"
"KGZ",2018,6,0.879389157693232,0.894528550429732,"Location & Wealth","Urban",,"5",49,49,"MICS6"
"KGZ",2018,6,0.591964007073461,0.694848980773358,"Location & Wealth","Rural",,"1",39,39,"MICS6"
"KGZ",2018,6,0.685503033953147,0.745474993234133,"Location & Wealth","Rural",,"2",46,46,"MICS6"
"KGZ",2018,6,0.49943891024118,0.647325473483621,"Location & Wealth","Rural",,"3",50,50,"MICS6"
"KGZ",2018,6,0.646910443243823,0.644044572463153,"Location & Wealth","Rural",,"4",45,45,"MICS6"
"KGZ",2018,6,0.527393301006971,0.527393301006971,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"KIR",2018,3,0,0.375,"Location & Wealth","Urban",,"2",4,4,"MICS6"
"KIR",2018,3,0,0.230769230769231,"Location & Wealth","Urban",,"3",12,12,"MICS6"
"KIR",2018,3,0.114754098360656,0.311475409836066,"Location & Wealth","Urban",,"4",27,27,"MICS6"
"KIR",2018,3,0.311475409836066,0.622950819672131,"Location & Wealth","Urban",,"5",26,26,"MICS6"
"KIR",2018,3,0.177009521884749,0.105212039720841,"Location & Wealth","Rural",,"1",63,63,"MICS6"
"KIR",2018,3,0.240051976041438,0.476363127750093,"Location & Wealth","Rural",,"2",49,49,"MICS6"
"KIR",2018,3,0.12767638162862,0.246050058034591,"Location & Wealth","Rural",,"3",16,16,"MICS6"
"KIR",2018,3,0.0718289885885889,0.580833577065151,"Location & Wealth","Rural",,"4",6,6,"MICS6"
"KIR",2018,6,0,0,"Location & Wealth","Urban",,"2",2,2,"MICS6"
"KIR",2018,6,0.304347826086957,0.239130434782609,"Location & Wealth","Urban",,"3",23,23,"MICS6"
"KIR",2018,6,0.170212765957447,0.25531914893617,"Location & Wealth","Urban",,"4",22,22,"MICS6"
"KIR",2018,6,0.25,0.5,"Location & Wealth","Urban",,"5",18,18,"MICS6"
"KIR",2018,6,0.176857807051914,0.3406074728046,"Location & Wealth","Rural",,"1",53,53,"MICS6"
"KIR",2018,6,0.293673173539754,0.196688603861379,"Location & Wealth","Rural",,"2",43,43,"MICS6"
"KIR",2018,6,0.342508030864794,0.30620492588315,"Location & Wealth","Rural",,"3",14,14,"MICS6"
"KIR",2018,6,1,0.589815148413092,"Location & Wealth","Rural",,"4",5,5,"MICS6"
"KIR",2018,6,1,1,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"LSO",2018,3,0,0,"Location & Wealth","Urban",,"1",4,4,"MICS6"
"LSO",2018,3,0.0516211044187689,0.309932229739742,"Location & Wealth","Urban",,"2",13,13,"MICS6"
"LSO",2018,3,0.109042892244699,0.242170713095241,"Location & Wealth","Urban",,"3",24,24,"MICS6"
"LSO",2018,3,0.0145059453987731,0.175943222632558,"Location & Wealth","Urban",,"4",35,35,"MICS6"
"LSO",2018,3,0.0366126552346442,0.633593722210365,"Location & Wealth","Urban",,"5",40,40,"MICS6"
"LSO",2018,3,0.0105104367966145,0.133271044883204,"Location & Wealth","Rural",,"1",157,157,"MICS6"
"LSO",2018,3,0,0.1017446833879,"Location & Wealth","Rural",,"2",96,96,"MICS6"
"LSO",2018,3,0.00691689836874892,0.128920636022798,"Location & Wealth","Rural",,"3",60,60,"MICS6"
"LSO",2018,3,0.0511328318203121,0.0730827044533824,"Location & Wealth","Rural",,"4",34,34,"MICS6"
"LSO",2018,3,0,0.0765922571173292,"Location & Wealth","Rural",,"5",14,14,"MICS6"
"LSO",2018,6,0.118430141453685,1,"Location & Wealth","Urban",,"1",5,5,"MICS6"
"LSO",2018,6,0.223875812834823,0.70700865108203,"Location & Wealth","Urban",,"2",19,19,"MICS6"
"LSO",2018,6,0.165767389456029,0.619122734659706,"Location & Wealth","Urban",,"3",13,13,"MICS6"
"LSO",2018,6,0.115232854734065,0.769972105260156,"Location & Wealth","Urban",,"4",28,28,"MICS6"
"LSO",2018,6,0.105286868894643,0.952041599377698,"Location & Wealth","Urban",,"5",38,38,"MICS6"
"LSO",2018,6,0.0759146082034981,0.448635842194608,"Location & Wealth","Rural",,"1",146,146,"MICS6"
"LSO",2018,6,0.300772583366081,0.762338653167161,"Location & Wealth","Rural",,"2",84,84,"MICS6"
"LSO",2018,6,0.114143567818566,0.657330376636381,"Location & Wealth","Rural",,"3",65,65,"MICS6"
"LSO",2018,6,0.420386948750711,0.57611496106545,"Location & Wealth","Rural",,"4",50,50,"MICS6"
"LSO",2018,6,0.265143572975198,0.733747558752476,"Location & Wealth","Rural",,"5",13,13,"MICS6"
"MDG",2018,3,0,0.0745068196276815,"Location & Wealth","Urban",,"1",41,41,"MICS6"
"MDG",2018,3,0,0.297871836473592,"Location & Wealth","Urban",,"2",30,30,"MICS6"
"MDG",2018,3,0.0182955564406663,0.0638018864785684,"Location & Wealth","Urban",,"3",50,50,"MICS6"
"MDG",2018,3,0.0283361974885869,0.288582764545021,"Location & Wealth","Urban",,"4",73,73,"MICS6"
"MDG",2018,3,0.148714424947184,0.385516674194993,"Location & Wealth","Urban",,"5",128,128,"MICS6"
"MDG",2018,3,0.0241684681683103,0.0964135021833003,"Location & Wealth","Rural",,"1",207,207,"MICS6"
"MDG",2018,3,0.0188534221114411,0.130047976095454,"Location & Wealth","Rural",,"2",279,279,"MICS6"
"MDG",2018,3,0.012564178394718,0.149611078336106,"Location & Wealth","Rural",,"3",237,237,"MICS6"
"MDG",2018,3,0.0785913631985312,0.156378026123897,"Location & Wealth","Rural",,"4",173,173,"MICS6"
"MDG",2018,3,0.345109027687829,0.59506896235112,"Location & Wealth","Rural",,"5",36,36,"MICS6"
"MDG",2018,6,0,0.759789311401118,"Location & Wealth","Urban",,"1",8,8,"MICS6"
"MDG",2018,6,0.711469252554609,0.855856501361008,"Location & Wealth","Urban",,"2",13,13,"MICS6"
"MDG",2018,6,0.0889164160123155,0.534510542211714,"Location & Wealth","Urban",,"3",7,7,"MICS6"
"MDG",2018,6,0.0608409677305739,0.782916238792992,"Location & Wealth","Urban",,"4",33,33,"MICS6"
"MDG",2018,6,0.161939663471675,0.891074220550976,"Location & Wealth","Urban",,"5",97,97,"MICS6"
"MDG",2018,6,0,0.293300996565175,"Location & Wealth","Rural",,"1",27,27,"MICS6"
"MDG",2018,6,0.160647510247778,0.461302480406599,"Location & Wealth","Rural",,"2",45,45,"MICS6"
"MDG",2018,6,0.377277781226313,0.432993666219312,"Location & Wealth","Rural",,"3",81,81,"MICS6"
"MDG",2018,6,0.112158264757886,0.624976060710758,"Location & Wealth","Rural",,"4",98,98,"MICS6"
"MDG",2018,6,0.452862156180475,0.5909758320602,"Location & Wealth","Rural",,"5",30,30,"MICS6"
"MKD",2018,3,0.435988229636398,0.554253565523925,"Location & Wealth","Urban",,"1",7,7,"MICS6"
"MKD",2018,3,0.0842534563957564,0.894515147795409,"Location & Wealth","Urban",,"2",8,8,"MICS6"
"MKD",2018,3,0.269811005074333,0.653186286978827,"Location & Wealth","Urban",,"3",21,21,"MICS6"
"MKD",2018,3,0.690973952440232,0.465238342241691,"Location & Wealth","Urban",,"4",17,17,"MICS6"
"MKD",2018,3,0.655345750945101,0.897344177725572,"Location & Wealth","Urban",,"5",14,14,"MICS6"
"MKD",2018,3,0.237787517820967,0.46128237323666,"Location & Wealth","Rural",,"1",32,32,"MICS6"
"MKD",2018,3,0.358094441886041,0.431731815054568,"Location & Wealth","Rural",,"2",22,22,"MICS6"
"MKD",2018,3,0.270886502905243,0.381570115356656,"Location & Wealth","Rural",,"3",8,8,"MICS6"
"MKD",2018,3,0.765562296174496,0.813177665086302,"Location & Wealth","Rural",,"4",6,6,"MICS6"
"MKD",2018,3,1,0.615384615384615,"Location & Wealth","Rural",,"5",2,2,"MICS6"
"MKD",2018,6,0.233938493927948,0.258827677547451,"Location & Wealth","Urban",,"1",7,7,"MICS6"
"MKD",2018,6,0.294757683132616,0.366741681107718,"Location & Wealth","Urban",,"2",9,9,"MICS6"
"MKD",2018,6,0.98208330215136,0.936161587928434,"Location & Wealth","Urban",,"3",6,6,"MICS6"
