"iso_code3","year","grade","level","survey","category","Language","Location","Sex","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"ARE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.7638,0.4001,0.0977,0.1577,0.1718,0.0972,12,7,1
"ARE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.711,0.4445,0.1542,0.1195,0.1144,0.0901,15,10,3
"ARE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,0.7295,0.4624,0.299,0.2386,0.1984,0.1287,7,4,2
"ARE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,0.6044,0.6044,0.1868,0.1729,0.1729,0.2531,3,3,1
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.9144,0.607,0.1585,0.0161,0.0302,0.0342,447,300,95
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.9548,0.7696,0.3111,0.0137,0.0307,0.0309,366,297,114
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.9787,0.8629,0.4531,0.0092,0.0213,0.0344,515,458,255
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.9895,0.9364,0.6627,0.0109,0.0178,0.034,356,340,247
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.9986,0.9799,0.8015,0.0028,0.0111,0.0318,401,393,325
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.8958,0.5435,0.1373,0.0172,0.0333,0.0224,486,305,76
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.9664,0.7588,0.2753,0.0108,0.0261,0.0315,371,288,100
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.9871,0.8394,0.356,0.0065,0.0238,0.0339,483,414,184
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.9945,0.9271,0.561,0.01,0.0176,0.0381,362,333,200
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.995,0.9603,0.7013,0.004,0.0104,0.0273,416,402,295
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.9731,0.7976,0.3299,0.0694,0.1218,0.2052,12,10,3
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.9732,0.8764,0.3734,0.0558,0.1078,0.1268,19,16,7
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,0.9926,0.95,0.5003,0.0163,0.0451,0.1259,20,19,10
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,1,0.9409,0.7893,0,0.0759,0.1148,10,9,7
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",5,1,0.8546,0.7589,0,0.1445,0.2349,6,5,4
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.7457,0.4072,0.0563,0.1545,0.1451,0.0896,11,6,1
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.9267,0.7759,0.3179,0.1038,0.1157,0.1561,17,13,6
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.9965,0.8988,0.4123,0.0118,0.0573,0.1205,25,22,12
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,1,0.8873,0.3196,0,0.1442,0.1972,9,8,4
"AUT",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,1,1,0.5593,0,0,0.302,7,7,6
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.6419,0.3113,0.0806,0.0352,0.0364,0.0143,310,167,44
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.728,0.3667,0.0974,0.0318,0.0392,0.0237,258,142,48
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.7348,0.4152,0.1048,0.0362,0.0354,0.0234,306,181,57
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.8429,0.5513,0.1948,0.0325,0.0427,0.0267,330,231,83
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.8867,0.6418,0.2704,0.0298,0.0466,0.0391,355,269,113
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.5649,0.267,0.069,0.0399,0.0314,0.0232,299,153,34
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.5679,0.2554,0.0614,0.0374,0.03,0.0151,203,107,26
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.6689,0.3483,0.0948,0.0326,0.0323,0.0211,303,172,46
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.7548,0.4565,0.1289,0.0306,0.0331,0.0258,406,262,86
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.8116,0.5506,0.1881,0.0361,0.0381,0.027,356,247,86
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.3805,0.1075,0.0072,0.1019,0.0687,0.0236,22,6,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.4087,0.1168,0.0189,0.1331,0.0939,0.0614,8,2,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,0.6094,0.0829,0,0.1588,0.1084,0,5,1,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,0.3925,0.2595,0.0242,0.1813,0.1536,0.0505,5,3,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.3151,0.0805,0,0.1032,0.0602,0,16,3,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.394,0.0822,0,0.0934,0.0966,0,10,1,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.4026,0.1028,0.0119,0.1364,0.0894,0.0384,7,1,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,0.3089,0.0483,0,0.1931,0.0946,0,5,2,0
"AZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,0.5847,0.0643,0,0.177,0.1062,0,7,0,0
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.8196,0.5488,0.2,0.026,0.0361,0.0304,317,226,74
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.9701,0.8562,0.5119,0.015,0.0249,0.0374,375,336,206
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.989,0.9055,0.6221,0.0106,0.0241,0.0411,345,315,219
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.9967,0.9635,0.7429,0.0057,0.0126,0.0263,420,408,325
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.9922,0.9465,0.7681,0.0081,0.018,0.0302,365,356,287
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.798,0.4943,0.1658,0.0394,0.0419,0.0319,366,224,82
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.9568,0.7763,0.398,0.0154,0.0383,0.0361,389,322,167
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.9713,0.8598,0.56,0.0122,0.0247,0.0359,376,338,229
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.9833,0.9282,0.6753,0.0086,0.0179,0.0365,415,396,297
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.9887,0.9413,0.7338,0.0083,0.0182,0.0307,356,340,276
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.8426,0.6288,0.3786,0.1145,0.1122,0.123,17,13,7
"BGR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.9095,0.7083,0.2366,0.0849,0.1921,0.1831,13,11,2
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.6415,0.3619,0.112,0.0377,0.0346,0.0223,267,142,45
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.7669,0.4648,0.133,0.022,0.0311,0.0211,365,225,60
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.8726,0.6324,0.2798,0.0181,0.0371,0.0302,375,278,111
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.8497,0.6142,0.3029,0.0287,0.0387,0.0373,309,223,106
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.9265,0.777,0.4544,0.0119,0.0251,0.0382,458,381,223
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.4349,0.2072,0.0516,0.0291,0.0259,0.015,232,119,23
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.5459,0.2507,0.0731,0.0286,0.0259,0.0172,291,127,38
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.6893,0.4151,0.1566,0.0235,0.0342,0.0355,319,189,60
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.7524,0.5326,0.2636,0.0253,0.0298,0.0353,280,187,86
"BHR",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.8452,0.6446,0.3625,0.0257,0.0314,0.0363,358,256,147
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.4505,0.2093,0.0393,0.0419,0.0357,0.0134,208,102,23
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.6443,0.3442,0.0786,0.0342,0.0449,0.0175,261,148,33
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.7177,0.369,0.0854,0.043,0.0465,0.0282,203,117,40
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.8499,0.6182,0.2469,0.0221,0.0323,0.0347,372,266,106
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.906,0.7501,0.4598,0.025,0.0418,0.0566,338,283,166
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.4092,0.2002,0.0524,0.0453,0.032,0.0151,201,105,31
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.537,0.2848,0.0781,0.0287,0.0275,0.018,259,138,44
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.594,0.3721,0.1105,0.0448,0.0417,0.0289,159,104,30
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.7991,0.5456,0.1809,0.0305,0.0303,0.0308,368,256,85
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.9186,0.7608,0.3932,0.026,0.0441,0.056,304,253,130
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.4372,0.1949,0.0813,0.1824,0.1149,0.0683,14,5,1
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.2422,0.0065,0,0.2453,0.0226,0,3,1,0
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,0.7708,0.3561,0.2087,0.3533,0.2484,0.2898,4,1,0
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,0.9631,0.7608,0.0053,0.335,0.3763,0.0957,6,4,0
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.34,0.1073,0.0126,0.1851,0.0601,0.0378,14,5,1
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.3921,0.0866,0,0.1968,0.0914,0,5,1,0
"BRA",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,0.9798,0.7096,0.443,0.069,0.2402,0.3642,7,4,1
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.8387,0.4905,0.1329,0.0257,0.0333,0.019,371,223,57
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.9224,0.6686,0.2522,0.0144,0.0269,0.0267,455,338,132
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.9574,0.7798,0.3799,0.0105,0.0258,0.0381,495,414,215
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.9778,0.8392,0.4655,0.0091,0.0191,0.0272,398,342,195
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.9972,0.9379,0.646,0.0045,0.0182,0.0412,301,284,196
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.8169,0.461,0.1184,0.0205,0.0335,0.019,361,207,53
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.915,0.6128,0.1894,0.0163,0.0316,0.0269,437,298,89
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.9486,0.7257,0.311,0.0119,0.031,0.0312,460,366,160
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.9599,0.8211,0.4718,0.0135,0.0289,0.0329,362,307,178
"CYP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.9759,0.8948,0.59,0.0104,0.0181,0.0334,284,260,175
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.9191,0.6896,0.2812,0.0175,0.0285,0.0244,477,363,149
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.974,0.8136,0.4108,0.0094,0.0331,0.0285,660,560,290
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.993,0.9209,0.61,0.0053,0.0152,0.0312,486,455,303
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.9902,0.9274,0.6424,0.011,0.0179,0.0268,455,434,301
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.9952,0.9574,0.7214,0.0059,0.0114,0.0312,359,343,258
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.9123,0.6422,0.2372,0.018,0.0332,0.0273,459,319,120
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.9541,0.7881,0.4205,0.0148,0.0221,0.0285,669,553,279
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.9803,0.868,0.5851,0.008,0.0183,0.0316,479,424,273
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.9911,0.9198,0.6313,0.0072,0.0148,0.0267,455,423,286
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.9964,0.9492,0.7157,0.0036,0.0139,0.042,388,369,272
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.8598,0.6011,0.16,0.0717,0.102,0.0716,49,36,11
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.9742,0.8434,0.515,0.0221,0.0697,0.0727,91,83,44
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,0.9741,0.9285,0.6248,0.0413,0.0431,0.0777,59,55,38
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,1,0.9527,0.5594,0,0.0583,0.101,57,55,37
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",5,1,0.9735,0.8926,0,0.0236,0.0719,34,33,32
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.9586,0.7279,0.3028,0.0369,0.0673,0.0721,72,58,22
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.9672,0.8423,0.3643,0.0235,0.0586,0.076,84,74,38
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.976,0.8716,0.5367,0.0292,0.0657,0.0894,61,55,35
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,1,0.9161,0.6634,0,0.0832,0.1037,41,39,29
"CZE",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,1,0.9731,0.7582,0,0.0437,0.1101,34,34,25
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.9081,0.6694,0.2369,0.0247,0.0519,0.0552,188,147,57
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.9647,0.8054,0.4101,0.0162,0.0408,0.0401,261,226,120
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.9681,0.8832,0.5645,0.0166,0.0289,0.0542,163,145,104
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.9759,0.9212,0.6219,0.0167,0.03,0.0493,168,163,109
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,1,0.9573,0.7706,0,0.02,0.0363,184,177,146
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.8834,0.5289,0.1904,0.0359,0.0438,0.0341,179,116,43
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.956,0.7575,0.3373,0.0199,0.0363,0.0341,251,197,90
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.967,0.8052,0.4463,0.0158,0.0416,0.0476,168,147,78
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.9677,0.8982,0.5991,0.0188,0.0305,0.0427,171,162,110
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.9883,0.9253,0.7,0.0132,0.0251,0.0359,203,191,145
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.9283,0.6506,0.1747,0.0926,0.1474,0.1297,13,8,2
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.8434,0.7045,0.4061,0.0807,0.1099,0.1468,24,19,13
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,0.9867,0.9304,0.5116,0.0289,0.0702,0.1319,21,18,13
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,1,0.9584,0.4991,0,0.0833,0.1791,13,12,9
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",5,1,0.9512,0.7477,0,0.0727,0.1586,12,11,9
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.9396,0.6888,0.2581,0.0604,0.1387,0.1911,15,12,5
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.9013,0.7669,0.3742,0.0715,0.0834,0.0811,24,19,10
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.9653,0.8367,0.4622,0.0803,0.1252,0.1684,14,11,6
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,0.9722,0.7728,0.3297,0.0557,0.1176,0.1039,17,14,6
"DEU",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,1,1,0.6697,0,0,0.1638,12,12,9
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.9366,0.7013,0.2963,0.0157,0.0258,0.0284,380,286,124
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.9532,0.7988,0.4324,0.0146,0.0267,0.0328,461,384,217
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.9882,0.8882,0.5847,0.0092,0.0203,0.0293,484,437,293
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.995,0.9293,0.6542,0.0043,0.0204,0.0306,469,448,322
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.9943,0.9523,0.7563,0.0113,0.0202,0.0378,219,209,167
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.8868,0.6112,0.2039,0.0212,0.0325,0.0283,365,248,76
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.9452,0.7541,0.3856,0.0207,0.0317,0.0323,392,312,172
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.9729,0.8531,0.546,0.0142,0.0252,0.0315,457,397,263
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.9715,0.8867,0.5577,0.0149,0.0201,0.0351,438,404,259
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.9973,0.9506,0.6831,0.0052,0.019,0.043,222,215,160
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.9462,0.7705,0.4226,0.0684,0.1079,0.1094,22,18,9
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.9747,0.8832,0.5698,0.0401,0.0897,0.1207,20,18,11
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,1,0.8782,0.591,0,0.0751,0.1715,14,12,9
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,1,0.9522,0.5823,0,0.0584,0.1718,16,16,10
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",5,1,1,0.791,0,0,0.2473,7,7,5
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.9329,0.7118,0.2166,0.0578,0.1595,0.1166,16,11,4
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.9044,0.7979,0.4534,0.0847,0.0942,0.0676,23,21,11
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.9736,0.8578,0.5296,0.0408,0.1161,0.1103,15,13,9
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,1,0.8109,0.5085,0,0.152,0.2043,11,8,5
"DNK",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,1,0.9244,0.738,0,0.1179,0.2413,8,7,7
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.4181,0.1731,0.0475,0.0467,0.0301,0.0129,412,175,45
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.4444,0.1944,0.0371,0.0443,0.0306,0.0142,165,71,15
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.4305,0.1701,0.0448,0.0285,0.0225,0.0138,327,138,42
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.5218,0.2328,0.0613,0.0279,0.0234,0.0176,333,153,39
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",5,0.5959,0.2819,0.087,0.0377,0.0298,0.0227,383,181,62
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",1,0.3369,0.1415,0.0341,0.0349,0.0223,0.0091,347,156,36
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",2,0.4146,0.1854,0.0424,0.0373,0.0292,0.0163,161,80,14
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",3,0.3819,0.1592,0.0397,0.0366,0.026,0.0119,269,115,30
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",4,0.4654,0.2189,0.0498,0.0342,0.0244,0.0143,273,129,35
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Male",5,0.5528,0.2432,0.068,0.0331,0.0263,0.0136,338,152,46
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",1,0.3654,0.1768,0.0415,0.1707,0.0955,0.0314,27,16,4
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",2,0.5639,0.1909,0.0642,0.1469,0.1388,0.0658,12,2,1
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",3,0.3608,0.1884,0.0486,0.1384,0.135,0.058,10,6,1
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",4,0.3512,0.2178,0.0264,0.1664,0.1284,0.0574,5,3,0
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Female",5,0.952,0.3494,0.1378,0.1043,0.2362,0.1409,6,3,1
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",1,0.2715,0.1074,0.0231,0.1004,0.0726,0.0223,24,11,4
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",2,0.3909,0.1895,0.0452,0.1646,0.1337,0.0424,12,5,1
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",3,0.5961,0.3801,0.0958,0.1777,0.1705,0.1061,17,13,1
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",4,0.6043,0.314,0.1294,0.2025,0.1906,0.1275,11,8,3
"EGY",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Rural","Male",5,0.7142,0.425,0.1029,0.236,0.2333,0.1067,7,4,2
"ESP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",1,0.9302,0.6172,0.1854,0.0175,0.029,0.0295,897,634,220
"ESP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",2,0.9587,0.7334,0.2683,0.0161,0.0267,0.0325,591,456,180
"ESP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",3,0.9591,0.7864,0.3632,0.013,0.026,0.0272,870,749,372
"ESP",2021,4,"Primary","PIRLS","Location & Sex & Wealth",,"Urban","Female",4,0.9711,0.8373,0.4251,0.0135,0.0248,0.0344,696,615,328
