"iso_code3","year","grade","level","survey","category","Language","Location","Sex","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"JOR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.5153,0.2444,0.0703,0.0254,0.0237,0.0141,1394,651,177
"JOR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.4101,0.1865,0.0394,0.0329,0.0216,0.0085,927,396,78
"JOR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.6299,0.2435,0.0272,0.1393,0.0884,0.0166,65,33,4
"JOR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.2157,0.0588,0.011,0.1009,0.0267,0.0073,110,34,4
"KAZ",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.934,0.7085,0.3068,0.0088,0.0175,0.0164,2976,2298,1017
"KAZ",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.8783,0.6306,0.2574,0.0109,0.0182,0.0172,2755,1973,850
"KAZ",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9577,0.7054,0.3011,0.0178,0.0512,0.0601,239,178,73
"KAZ",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.8655,0.5726,0.1705,0.0472,0.0752,0.0447,230,162,41
"LTU",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9846,0.8987,0.5864,0.0041,0.0101,0.0181,1536,1409,949
"LTU",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9561,0.8158,0.4633,0.0087,0.0144,0.019,1432,1234,717
"LVA",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9667,0.8436,0.4883,0.0069,0.0144,0.0183,1930,1711,1077
"LVA",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9313,0.7404,0.3514,0.0104,0.018,0.0173,1983,1629,852
"LVA",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9069,0.7291,0.3579,0.0559,0.0858,0.0643,59,48,24
"LVA",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.8531,0.512,0.1294,0.0623,0.1079,0.0622,37,22,5
"MAC",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9647,0.8387,0.4754,0.0049,0.008,0.0116,2466,2168,1247
"MAC",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9536,0.7979,0.4184,0.0062,0.0085,0.0112,2439,2056,1085
"MAR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.4973,0.2272,0.0666,0.0197,0.018,0.0135,1317,521,139
"MAR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.3648,0.1422,0.0377,0.0208,0.0166,0.0127,1046,373,57
"MAR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.358,0.1447,0.0364,0.0732,0.0644,0.0334,96,31,7
"MAR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.2528,0.1067,0.0429,0.0608,0.0459,0.0276,64,26,11
"MKD",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.7532,0.4541,0.1403,0.0273,0.0329,0.0174,1033,643,187
"MKD",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.6684,0.3364,0.081,0.0276,0.0303,0.0122,898,451,117
"MKD",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.6298,0.3375,0.0539,0.1074,0.1206,0.0444,34,17,3
"MKD",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.5726,0.1699,0.02,0.1046,0.0902,0.0323,31,9,1
"MLT",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9062,0.7065,0.3715,0.0122,0.0177,0.0184,1232,953,488
"MLT",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.8923,0.6724,0.3409,0.0126,0.0183,0.0184,1401,1060,539
"MLT",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9505,0.7172,0.2651,0.0641,0.2016,0.2118,18,13,3
"MLT",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9411,0.736,0.3167,0.279,0.4367,0.245,9,8,3
"MNE",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9083,0.6422,0.2499,0.0079,0.0129,0.0145,1745,1204,447
"MNE",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.8405,0.5497,0.1831,0.0109,0.0188,0.0109,1686,1109,360
"MNE",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.7877,0.4671,0.1369,0.0528,0.0571,0.0343,64,40,12
"MNE",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.7327,0.3616,0.1346,0.0658,0.0593,0.0392,83,40,18
"NLD",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9697,0.8057,0.3983,0.0089,0.0205,0.0209,1475,1230,633
"NLD",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9498,0.7474,0.3252,0.0121,0.02,0.0202,1440,1155,524
"NLD",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,1,0.9188,0.6137,0,0.077,0.1028,50,46,27
"NLD",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9852,0.9058,0.5245,0.03,0.0738,0.1527,33,29,18
"NOR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9741,0.8491,0.533,0.0058,0.0127,0.0194,2027,1764,1153
"NOR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9541,0.7856,0.4539,0.0085,0.014,0.0178,2073,1735,1016
"NOR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9645,0.8228,0.4651,0.0164,0.0244,0.0299,499,429,244
"NOR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9258,0.7524,0.3882,0.0122,0.0267,0.0312,477,387,210
"NZL",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9209,0.7647,0.4675,0.0091,0.0151,0.0198,1915,1619,997
"NZL",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.8792,0.6673,0.3706,0.0112,0.0171,0.0181,1939,1490,869
"NZL",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9693,0.7078,0.0615,0.0915,0.2947,0.1179,6,4,0
"NZL",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,1,0.9507,0.633,0,0.097,0.2371,12,12,8
"OMN",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.6966,0.4178,0.1583,0.018,0.019,0.0137,1611,951,357
"OMN",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.5619,0.3054,0.1173,0.0167,0.0166,0.0125,1244,664,247
"OMN",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.5791,0.347,0.1091,0.0896,0.0636,0.0461,72,43,13
"OMN",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.4527,0.2263,0.0719,0.0813,0.0584,0.0335,64,31,9
"POL",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9797,0.8884,0.5844,0.0066,0.0129,0.0204,1756,1596,1059
"POL",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.964,0.8294,0.4733,0.0081,0.0135,0.019,1835,1564,887
"POL",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9832,0.8591,0.5072,0.0188,0.045,0.0551,159,148,90
"POL",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9636,0.791,0.4183,0.0186,0.0438,0.0638,186,160,94
"PRT",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9552,0.7637,0.3538,0.0052,0.013,0.0139,2769,2227,1038
"PRT",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9278,0.7338,0.3547,0.0091,0.0132,0.0177,2876,2249,1130
"PRT",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,1,0.6667,0.4,0,0,0.256,6,4,3
"QAT",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.8353,0.5986,0.2825,0.0122,0.0211,0.0192,2257,1612,784
"QAT",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.7748,0.5384,0.2564,0.0194,0.0219,0.0194,1891,1347,638
"QAT",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.8667,0.6111,0.1778,0.0853,0.1449,0.0754,15,11,4
"QAT",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.8743,0.533,0.133,0.0755,0.0886,0.0686,51,29,8
"RUS",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.994,0.934,0.7178,0.0023,0.0097,0.0199,2175,2053,1572
"RUS",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9877,0.9061,0.6406,0.0038,0.0181,0.0231,2189,2038,1452
"RUS",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9584,0.7988,0.4243,0.0142,0.0422,0.0517,327,285,158
"RUS",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9494,0.7605,0.3938,0.0198,0.0496,0.0484,383,318,159
"SAU",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.7646,0.4748,0.1534,0.0237,0.0291,0.0151,1736,1080,382
"SAU",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.6379,0.3291,0.0805,0.025,0.023,0.0098,1520,834,233
"SAU",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,1,0.8917,0.4583,,,,24,22,10
"SGP",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9789,0.9213,0.7477,0.0044,0.008,0.0162,3164,2940,2388
"SGP",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9543,0.8739,0.6769,0.0062,0.0115,0.0185,3250,2962,2286
"SRB",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9429,0.7547,0.3532,0.0111,0.0198,0.0184,1864,1578,806
"SRB",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9202,0.7059,0.3124,0.0111,0.0196,0.0197,1957,1541,733
"SVK",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9467,0.8171,0.4436,0.0089,0.0138,0.0195,2259,1946,1115
"SVK",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9304,0.7737,0.4088,0.0097,0.015,0.0226,2131,1765,979
"SVN",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9629,0.7981,0.3842,0.0052,0.0127,0.0171,1940,1606,795
"SVN",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9269,0.703,0.315,0.0097,0.016,0.0138,1980,1520,669
"SVN",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9295,0.836,0.4104,0.0742,0.125,0.1611,20,18,9
"SVN",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9368,0.6274,0.3039,0.0586,0.1458,0.205,16,11,4
"SWE",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.9692,0.8409,0.5483,0.0073,0.0151,0.0161,1889,1655,1082
"SWE",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9412,0.7927,0.4896,0.0076,0.0161,0.0188,1876,1615,1003
"SWE",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.9456,0.866,0.5362,0.0246,0.0303,0.0556,189,170,106
"SWE",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9422,0.7082,0.4093,0.0236,0.041,0.0505,174,134,78
"TUR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.8873,0.6659,0.3231,0.0128,0.0178,0.018,2648,2047,1028
"TUR",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.8396,0.5934,0.2589,0.0138,0.0199,0.013,2597,1900,839
"TUR",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.66,0.38,0.08,,,,7,3,1
"USA",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.954,0.8192,0.5273,0.017,0.0328,0.0375,635,559,363
"USA",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.9369,0.804,0.5263,0.0193,0.0392,0.04,654,564,388
"USA",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,1,0.883,0.452,0,0.072,0.1103,41,36,19
"USA",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.9605,0.7057,0.3977,0.0294,0.0643,0.0847,48,36,20
"UZB",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.7555,0.381,0.086,0.0184,0.0186,0.0109,1791,920,222
"UZB",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.6475,0.2988,0.0604,0.0204,0.0177,0.0093,1618,742,172
"UZB",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.7686,0.3976,0.075,0.0359,0.0435,0.0169,338,164,32
"UZB",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.6191,0.2458,0.0272,0.0459,0.0363,0.009,297,110,14
"ZAF",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Female",,0.2922,0.1368,0.0523,0.0254,0.0181,0.0105,717,267,81
"ZAF",2021,4,"Primary","PIRLS","Location & Sex",,"Urban","Male",,0.2106,0.1056,0.0344,0.0224,0.0174,0.0093,431,197,56
"ZAF",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Female",,0.135,0.0312,0.0025,0.0251,0.0137,0.0033,195,26,1
"ZAF",2021,4,"Primary","PIRLS","Location & Sex",,"Rural","Male",,0.0265,0.0014,0,0.0064,0.0014,0,43,2,0
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.8961,0.6089,0.2207,0.0197,0.0301,0.0208,768,552,201
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.909,0.6557,0.2581,0.0217,0.0318,0.0297,600,432,185
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9501,0.7371,0.3469,0.0127,0.0293,0.0255,755,596,279
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9667,0.8405,0.5007,0.0114,0.0259,0.0279,669,585,356
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9864,0.9172,0.6467,0.0066,0.0201,0.0291,621,583,422
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.8683,0.4421,0.1138,0.0433,0.0754,0.0498,52,26,6
"ALB",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.7883,0.6249,0.1896,0.1596,0.1783,0.1442,18,13,4
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.6956,0.4433,0.1812,0.0252,0.0247,0.0177,846,549,221
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.8525,0.6873,0.3414,0.0132,0.0197,0.023,1207,958,499
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.8901,0.7385,0.4411,0.011,0.019,0.0188,1801,1512,932
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9297,0.8032,0.5565,0.0092,0.0141,0.0176,1811,1592,1088
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9466,0.8666,0.6664,0.0072,0.0125,0.0177,1570,1455,1130
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.5289,0.2201,0.0387,0.0625,0.0489,0.0248,49,20,5
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.7283,0.4218,0.1262,0.069,0.056,0.0582,50,28,6
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.7339,0.4467,0.1608,0.0737,0.0962,0.0589,41,23,8
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,0.7385,0.4549,0.1585,0.0914,0.0879,0.0526,29,18,6
"ARE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,0.6319,0.53,0.2147,0.0695,0.0816,0.1374,16,13,4
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.9044,0.5728,0.1471,0.0141,0.0273,0.0233,933,605,171
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.9606,0.7642,0.2932,0.0081,0.0206,0.0243,737,585,214
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9827,0.8517,0.4066,0.0044,0.0153,0.0201,998,872,439
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.992,0.9317,0.6117,0.0066,0.0127,0.0291,718,673,447
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9969,0.9702,0.7519,0.0022,0.0081,0.0231,817,795,620
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.8476,0.5821,0.1788,0.0947,0.1142,0.0911,23,16,4
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.9532,0.8332,0.3495,0.0577,0.0897,0.1008,36,29,13
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.9947,0.9226,0.4532,0.0087,0.0434,0.0895,45,41,22
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,1,0.9209,0.6138,0,0.0746,0.1017,19,17,11
"AUT",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,1,0.943,0.6375,0,0.0548,0.1769,13,12,10
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.6012,0.2879,0.0745,0.027,0.0273,0.0159,609,320,78
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.6462,0.3099,0.079,0.0254,0.026,0.0162,461,249,74
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.7013,0.3812,0.0997,0.0257,0.0277,0.0165,609,353,103
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.7922,0.4967,0.1568,0.0249,0.0308,0.0199,736,493,169
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.8475,0.5941,0.2274,0.0251,0.0345,0.0274,711,516,199
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.3509,0.0952,0.0039,0.0852,0.0471,0.0129,38,9,0
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.4001,0.0965,0.0078,0.0822,0.0681,0.0253,18,3,0
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.4883,0.0945,0.007,0.1044,0.0728,0.0228,12,2,0
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,0.3497,0.1513,0.0118,0.1342,0.0994,0.0252,10,5,0
"AZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,0.5632,0.092,0.0243,0.158,0.1019,0.0322,9,1,1
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.8077,0.5187,0.1811,0.0281,0.0333,0.0201,683,450,156
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.9631,0.8146,0.4527,0.0103,0.0215,0.0292,764,658,373
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9796,0.8813,0.5892,0.0083,0.0159,0.0247,721,653,448
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9899,0.9458,0.709,0.0049,0.0107,0.0253,835,804,622
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9904,0.9439,0.7508,0.0064,0.0122,0.0211,721,696,563
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.8696,0.661,0.3211,0.083,0.1173,0.124,30,24,9
"BGR",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,1,0.8163,0.2919,0,0.2496,0.3143,7,6,2
"BHR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.5259,0.2754,0.0782,0.0233,0.0228,0.0136,499,261,68
"BHR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.6539,0.3553,0.1024,0.0184,0.0185,0.012,656,352,98
"BHR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.7815,0.5244,0.2186,0.0151,0.0294,0.0232,694,467,171
"BHR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.8012,0.5735,0.2833,0.0203,0.0267,0.0236,589,410,192
"BHR",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.8908,0.7188,0.414,0.0137,0.0207,0.0277,816,637,370
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.4273,0.2038,0.046,0.0332,0.0257,0.0097,409,207,54
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.5862,0.312,0.0781,0.0216,0.0245,0.0137,520,286,77
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.6582,0.3703,0.0974,0.0328,0.0346,0.0196,362,221,70
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.8248,0.5824,0.2143,0.019,0.0237,0.0231,740,522,191
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9119,0.7551,0.4285,0.0189,0.0321,0.0427,642,536,296
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.3813,0.1445,0.0418,0.1816,0.0804,0.0412,28,10,2
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.3345,0.0558,0,0.1998,0.0568,0,8,2,0
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.6287,0.2786,0.1493,0.3233,0.1843,0.2155,6,1,0
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,0.9699,0.7399,0.1841,0.0643,0.2594,0.1271,13,8,1
"BRA",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,0.6144,0.1995,0.028,0.3452,0.2898,0.046,4,2,1
"CYP",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.828,0.476,0.1258,0.0153,0.0273,0.0126,732,430,110
"CYP",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.9188,0.6412,0.2213,0.0121,0.0206,0.0187,892,636,221
"CYP",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9531,0.7537,0.3467,0.0088,0.0257,0.0291,955,780,375
"CYP",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9692,0.8305,0.4685,0.009,0.0187,0.0235,760,649,373
"CYP",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9868,0.9168,0.6186,0.0049,0.014,0.0265,585,544,371
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.9157,0.6658,0.2591,0.0128,0.0241,0.0202,936,682,269
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.9641,0.8009,0.4156,0.0108,0.0201,0.017,1329,1113,569
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9865,0.8941,0.5974,0.0045,0.011,0.0225,965,879,576
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9906,0.9237,0.6369,0.0072,0.0121,0.0193,910,857,587
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9958,0.9531,0.7184,0.0029,0.0093,0.0293,747,712,530
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.9207,0.6792,0.248,0.0373,0.0536,0.0477,121,94,33
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.971,0.8429,0.4459,0.0151,0.051,0.0542,175,157,82
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.9752,0.8977,0.5771,0.0268,0.0391,0.0609,120,110,73
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,1,0.9378,0.6018,0,0.0484,0.077,98,94,66
"CZE",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,1,0.9733,0.818,0,0.028,0.0686,68,67,57
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.8956,0.5981,0.2133,0.023,0.0364,0.0356,367,263,100
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.9606,0.7829,0.3759,0.0128,0.029,0.027,512,423,210
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9676,0.8439,0.505,0.0118,0.0223,0.0349,331,292,182
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9718,0.9096,0.6104,0.016,0.0252,0.0348,339,325,219
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.994,0.941,0.7345,0.0068,0.0176,0.0281,387,368,291
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.9345,0.6716,0.2206,0.0515,0.0956,0.119,28,20,7
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.8716,0.7349,0.3905,0.0579,0.0692,0.0848,48,38,23
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.9784,0.8941,0.4924,0.0429,0.0636,0.1039,35,29,19
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,0.9836,0.8486,0.3989,0.0343,0.0805,0.109,30,26,15
"DEU",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,1,0.977,0.7064,0,0.0348,0.0999,24,23,18
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,1,0.9123,0.6573,0.2512,0.0121,0.0192,0.02,745,534,200
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,2,0.9495,0.7781,0.4107,0.0127,0.0224,0.0258,853,696,389
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,3,0.9808,0.8712,0.566,0.0093,0.0146,0.021,941,834,556
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,4,0.9833,0.9081,0.6061,0.0073,0.0133,0.0258,907,852,581
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Urban",,5,0.9958,0.9515,0.7195,0.0056,0.0144,0.0315,441,424,327
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,1,0.9408,0.7465,0.3385,0.0513,0.0901,0.061,38,29,13
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,2,0.9379,0.8386,0.5089,0.0383,0.0538,0.0581,43,39,22
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,3,0.986,0.8674,0.5584,0.0212,0.078,0.1051,29,25,18
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,4,1,0.895,0.5524,0,0.0558,0.1148,27,24,15
"DNK",2021,4,"Primary","PIRLS","Location & Wealth",,"Rural",,5,1,0.9647,0.7662,0,0.0561,0.1865,15,14,12
