iso_code3,country,year,country_year,survey,category,location,sex,wealth,region,ethnicity,religion,comp_prim_v2,comp_lowsec_v2,comp_upsec_v2,comp_prim_1524,comp_lowsec_1524,comp_upsec_2029,eduyears_2024,edu2_2024,edu4_2024,eduout_prim,eduout_lowsec,eduout_upsec,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,year_uis,cy,_merge
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 3,West Sulawesi,,,98.150665,88.937195,74.377396,97.248474,82.968948,65.215088,11.230366,1.2700731,2.1934342,3.4232478,8.4904594,33.055161,52,45,49,159,159,145,75,75,75,126,66,49,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,Jambi,,,,,,100,95.383041,93.712769,,,,0,,,21,16,16,58,58,59,26,26,26,59,23,18,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,Jambi,,,,,,93.315231,82.535774,47.329987,,,,7.9715304,,,18,14,16,52,52,50,25,25,25,30,9,21,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 1,Central Sulawesi,,,88.025261,71.50782,45.015965,86.997704,64.960663,38.073071,9.1875877,4.4907236,9.3764944,1.5493987,12.932406,45.822887,104,108,73,309,309,259,131,131,131,249,136,106,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 2,Banten,,,,,,86.170372,56.097244,28.564156,,,,2.1435504,,,24,18,16,63,63,52,28,28,28,48,22,18,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,Jambi,,,,,,,,,,,,0,,,9,8,8,26,26,29,11,11,11,30,13,8,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,South Kalimantan,,,,,,100,94.466248,,,,,,,,11,11,4,30,30,28,12,12,12,25,11,10,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Location & Sex & Wealth,Rural,Male,Quintile 4,,,,97.735703,93.232002,75.454964,98.442635,87.340309,71.242882,11.975903,0,.32723185,1.9271798,3.0815487,28.092161,299,241,199,806,806,648,347,347,347,636,315,286,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 4,West Sulawesi,,,98.624626,95.019463,72.59005,98.904968,91.120041,74.855927,12.577693,1.3178695,1.3178695,0,8.0429039,17.799801,67,45,48,171,171,125,72,72,72,94,65,57,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 2,Bali,,,,,,98.917152,91.365501,47.225212,11.069117,0,0,0,,,22,20,26,74,74,61,38,38,38,31,23,21,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Location & Sex & Wealth,Urban,Female,Quintile 2,,,,98.545433,87.312111,52.732635,97.947876,85.538818,45.519253,10.697315,.91853189,1.1759403,1.9760864,6.2113295,38.038322,476,401,364,1359,1359,1154,613,613,613,834,419,453,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Female,,Aceh,,,98.601196,91.99086,81.337105,98.453979,91.886559,78.976295,12.608235,1.1300482,1.7234534,1.1333778,6.3605599,33.622272,250,226,227,780,780,751,372,372,372,548,217,261,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Location & Sex & Wealth,Urban,Male,Quintile 1,,,,88.600174,64.635101,36.738579,87.193222,59.610516,32.278824,8.8968544,1.2525508,7.6782861,3.6461346,27.004835,52.560413,311,259,209,839,839,667,351,351,351,557,319,305,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 4,Jakarta,,,97.955544,97.126442,78.367332,98.753944,93.689972,83.292892,11.964846,0,0,.71986043,5.9204469,33.501991,48,53,59,173,173,182,89,89,89,113,49,51,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 2,West Kalimantan,,,,,,85.507256,60.794514,55.08004,9.2733574,3.4706335,3.4706335,6.6523085,,,25,28,13,70,70,53,30,30,30,58,19,28,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 3,North Maluku,,,,,,97.377014,90.996887,73.166969,,,,0,,,10,7,10,31,31,46,16,16,16,31,12,11,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Female,,Central Java,,,99.020477,92.181808,63.305782,99.133125,90.125671,53.922718,11.551998,0,0,1.0095062,4.3528023,30.518448,326,260,301,981,981,940,495,495,495,668,341,304,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,Central Java,,,100,98.898743,94.798439,100,96.549301,89.685158,13.695188,0,0,0,1.4997495,12.57543,131,94,101,354,354,312,163,163,163,255,125,119,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,West Kalimantan,,,,,,88.767944,88.767944,91.715584,,,,5.1070151,,,20,10,9,45,45,37,19,19,19,35,15,18,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,East Nusa Tenggara,,,,,,,,,,,,,,,3,7,4,15,15,19,9,9,9,18,5,5,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,South Kalimantan,,,,,,100,94.267693,,,,,,,,14,9,8,33,33,19,12,12,12,25,7,18,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,Riau Islands,,,,,,,,,,,,,,,6,4,6,17,17,20,8,8,8,18,9,6,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,West Java,,,100,98.346291,87.446602,100,97.119545,86.145821,13.703777,0,0,.27792108,2.5025363,27.557608,142,114,112,408,408,363,192,192,192,284,147,136,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 3,Bali,,,,,,93.807999,82.308571,62.28981,,,,,,,7,6,19,38,38,47,27,27,27,19,10,6,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 4,Southeast Sulawesi,,,100,85.612839,92.564217,100,88.191154,83.127602,13.279704,0,0,1.4266081,3.9136252,27.029318,66,30,33,136,136,106,49,49,49,96,57,56,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,Yogyakarta,,,,,,100,97.516342,90.584717,14.636565,0,0,0,,,22,22,24,74,74,58,35,35,35,40,20,21,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 2,Central Java,,,97.511711,77.477699,58.230007,96.010956,78.297462,36.894344,10.011795,.87944597,4.4798493,.50249535,8.4652214,33.2785,81,56,53,211,211,175,98,98,98,153,69,74,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 3,West Nusa Tenggara,,,,,,100,94.02533,71.869995,,,,3.1716909,,,27,15,18,65,65,72,29,29,29,56,22,20,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,Central Java,,,100,97.571098,93.267372,100,94.470505,89.066681,13.381798,0,0,0,1.5582172,16.301382,61,44,47,165,165,136,73,73,73,137,70,50,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,Southeast Sulawesi,,,100,,95.566582,100,95.250763,95.969269,14.524529,0,0,.79980314,0,30.923546,40,28,35,115,115,112,53,53,53,89,38,36,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 4,Central Sulawesi,,,,,,100,94.202766,76.7276,,,,0,,,20,10,14,48,48,42,22,22,22,35,23,20,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,South Kalimantan,,,,,,94.677261,80.986694,38.010952,,,,0,,,23,17,18,60,60,58,29,29,29,37,19,17,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 3,South Sumatra,,,,,,95.419601,87.819656,65.542015,,,,0,,,21,21,13,64,64,62,27,27,27,54,16,22,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,West Kalimantan,,,,,,100,92.785797,,,,,11.857077,,,20,16,11,50,50,28,17,17,17,35,21,22,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,South Sulawesi,,,100,97.157875,95.877617,100,98.56382,93.797646,14.656408,0,0,0,1.7458028,21.332575,46,35,55,155,155,136,87,87,87,68,43,45,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,West Nusa Tenggara,,,,,,100,98.293045,96.787811,,,,0,,,25,14,15,57,57,44,22,22,22,37,13,23,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,Yogyakarta,,,,,,100,94.939056,98.282745,,,,0,,,14,12,20,49,49,47,28,28,28,46,20,10,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,West Sulawesi,,,,,,97.2416,94.252205,86.396667,13.306166,0,0,,,,21,21,21,72,72,60,34,34,34,29,27,20,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,Lampung,,,,,,82.165627,56.580894,22.371098,,,,2.0083184,7.424037,,15,24,7,51,51,56,24,24,24,47,30,18,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,West Sumatra,,,,100,92.164467,96.775772,93.133461,71.655525,13.262774,1.2225069,1.2225069,2.9502454,3.9102602,20.416473,24,32,38,97,97,85,50,50,50,66,32,30,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Location & Sex & Wealth,Rural,Female,Quintile 4,,,,98.122452,97.14444,73.674881,99.042595,91.893074,69.818886,12.294713,.013224131,.013224131,1.2457939,1.8200123,25.947666,283,222,233,814,814,812,388,388,388,616,297,258,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,West Sumatra,,,98.887993,100,100,99.523987,92.537079,97.261772,13.828915,0,0,0,1.6925571,8.0015392,47,32,38,123,123,101,55,55,55,72,34,43,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 1,West Nusa Tenggara,,,95.64357,83.824257,69.177536,96.310165,78.247795,45.793488,10.670819,3.3881559,3.3881559,3.7093575,6.5377593,39.951973,81,69,39,200,200,187,79,79,79,175,90,76,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,West Java,,,100,76.772491,22.404974,97.222336,78.451134,18.059904,8.9496021,1.9337034,4.8177061,2.4071364,9.0562801,56.841614,96,73,71,259,259,218,109,109,109,161,93,95,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,West Sumatra,,,,,,100,96.891182,94.320061,,,,0,,,19,20,19,62,62,49,29,29,29,39,12,23,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Location & Sex & Wealth,Urban,Male,Quintile 5,,,,99.64183,96.643303,94.895027,99.535332,96.495796,92.784439,13.662744,.18328306,.18328306,.62942535,1.6330775,19.841867,880,692,633,2376,2376,2009,1012,1012,1012,1731,802,862,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Female,,East Kalimantan,,,100,89.536987,74.685577,97.294609,87.28994,68.501625,11.64711,0,2.2860661,.76599115,6.9159245,28.183975,116,119,114,388,388,363,189,189,189,294,133,131,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth,,Male,Quintile 5,,,,99.521576,96.63266,92.235512,99.436745,96.126625,91.43869,13.532626,.14659828,.19133399,.6372053,1.8585792,19.498466,1019,812,742,2791,2791,2386,1209,1209,1209,2057,941,985,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,West Nusa Tenggara,,,,,,100,96.819893,95.588379,14.607472,0,0,0,,,23,14,21,64,64,58,34,34,34,37,17,21,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 4,West Sumatra,,,,,,96.644928,80.783302,81.296692,,,,0,,,26,20,19,67,67,57,26,26,26,62,21,26,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 3,Papua,,,,,,,,,,,,,,,5,8,8,21,21,24,13,13,13,11,6,7,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 1,Banten,,,,,,95.143509,60.163765,11.902464,,,,8.3520861,,,13,16,11,42,42,43,20,20,20,48,23,10,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 4,Bengkulu,,,,,,100,98.059074,94.009605,,,,,,,8,8,13,33,33,42,20,20,20,28,18,3,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 4,Bengkulu,,,,,,93.162018,86.510139,91.822197,,,,,,,13,14,8,36,36,32,13,13,13,27,10,12,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Region,,,,Jambi,,,96.616302,85.31414,61.021412,95.259178,81.865685,62.776546,11.140445,1.5492995,2.4615202,2.3694215,9.7665501,33.492947,142,124,124,430,430,406,201,201,201,293,121,152,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,North Sulawesi,,,,,,96.65564,93.311272,,,,,,,,15,7,10,32,32,19,11,11,11,13,12,14,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 2,West Papua,,,90.033096,,,93.242264,81.791008,74.317505,11.248082,7.0327692,7.0327692,1.2401892,6.3032269,9.2804241,36,22,20,88,88,80,34,34,34,74,36,32,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,Papua,,,74.513115,67.344734,35.966187,77.506622,47.225159,48.17952,8.4098339,19.418911,22.48423,15.659046,8.9411812,40.8009,48,40,35,134,134,107,61,61,61,154,53,44,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 3,West Sumatra,,,95.965225,,,91.844719,77.511345,65.854439,10.690478,1.6954299,6.1704969,0,,17.288677,33,21,27,93,93,87,47,47,47,66,26,31,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 4,Central Kalimantan,,,,,,95.495758,75.785858,81.676331,,,,5.3530483,,,20,7,13,46,46,37,21,21,21,39,17,19,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,North Sulawesi,,,,,,97.805687,87.78334,64.552322,,,,,,,14,16,18,54,54,50,29,29,29,29,23,16,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 1,West Java,,,96.628342,67.219276,,95.241356,58.25708,8.5461502,7.9357662,0,0,2.7930663,15.789914,58.985203,45,43,28,123,123,110,52,52,52,88,51,47,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Female,,West Nusa Tenggara,,,100,94.376114,77.285797,99.400642,90.776978,63.897449,12.301295,.66527575,.66527575,1.9277405,1.0199242,26.508375,151,113,103,402,402,407,186,186,186,302,118,142,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 3,East Java,,,100,94.713631,56.218189,98.453941,83.905396,50.86232,10.569664,.85494834,1.3541135,.51664531,5.8737636,26.406265,73,57,65,217,217,210,108,108,108,151,68,66,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,Riau Islands,,,100,,92.333412,100,93.037682,93.430809,13.304383,0,0,.65329236,0,14.338289,45,29,36,120,120,104,57,57,57,107,42,39,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,South Sumatra,,,100,94.590652,88.338028,98.330742,98.330742,92.582573,13.726441,0,0,0,0,18.169212,33,35,31,107,107,116,53,53,53,81,30,34,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 4,North Sumatra,,,96.376274,92.770157,83.759956,97.641502,91.817909,82.579216,12.424314,.65980536,1.183176,.89770108,1.9442041,36.977215,118,95,93,343,343,306,157,157,157,247,110,116,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,Papua,,,,,,,,,,,,,,,8,8,4,21,21,17,8,8,8,8,5,8,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,West Nusa Tenggara,,,100,,95.809494,100,97.51162,96.101997,14.468499,0,0,0,0,1.8440922,48,28,36,121,121,102,56,56,56,74,30,44,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,Central Sulawesi,,,,,,100,89.001915,84.493927,,,,2.7977123,,,20,19,15,57,57,45,23,23,23,32,18,20,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 2,Bengkulu,,,,,,96.735397,89.784851,52.960144,,,,0,,,17,23,15,61,61,57,23,23,23,53,22,23,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,Papua,,,,,,97.604553,76.284706,69.287827,,,,4.8188152,,,15,8,9,34,34,33,12,12,12,35,15,13,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,Southeast Sulawesi,,,,,,100,96.60466,95.998421,14.276134,0,0,0,,,17,19,27,70,70,74,38,38,38,51,19,19,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 2,Banten,,,91.930443,72.84201,32.573639,91.655418,65.789436,24.242613,9.1879568,0,4.1580515,2.6067469,15.065275,59.354897,40,34,35,117,117,102,56,56,56,81,42,35,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 5,North Sumatra,,,98.391388,,,98.384338,97.564613,93.317375,13.875242,0,0,0,3.966476,30.015591,50,26,27,114,114,102,48,48,48,97,51,43,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 4,Jambi,,,,,,95.506371,90.836891,83.386597,,,,,,,9,8,11,32,32,43,20,20,20,17,14,8,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,South Sumatra,,,,,,80.373276,44.333271,14.882471,,,,6.8452249,14.045117,,28,17,18,67,67,62,26,26,26,70,31,24,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 3,West Java,,,97.631058,87.726357,50.122841,97.399437,84.613373,46.443867,10.375698,1.0416884,1.9549122,.86575186,7.3893776,36.987164,256,203,202,720,720,631,336,336,336,455,234,241,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Location & Sex,Rural,Male,,,,,94.142265,79.076355,50.066841,93.014397,73.145325,46.987431,10.094593,1.8876729,4.2091894,2.6518376,9.0451393,37.874638,2731,2104,1751,7238,7238,6109,3068,3068,3068,6173,3004,2571,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 2,North Maluku,,,,,,98.436142,96.492012,83.387032,,,,0,,,27,22,15,70,70,54,28,28,28,55,28,27,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,East Kalimantan,,,,,,,,,,,,,,,10,6,5,25,25,18,11,11,11,20,16,8,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 5,East Java,,,99.484612,98.918411,94.878166,99.822792,96.961967,89.962173,13.691095,0,0,.24772795,1.6692121,14.265765,202,155,168,583,583,527,281,281,281,405,177,205,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 3,Maluku,,,100,,92.65168,100,97.632835,95.482086,13.666386,0,0,0,3.0228405,31.973675,40,25,32,104,104,87,46,46,46,64,42,34,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Female,,Banten,,,95.668427,91.874367,59.238808,97.985886,85.866058,52.236282,11.025737,.41107079,.41107079,1.9680536,9.571578,42.904533,160,152,151,500,500,474,239,239,239,325,149,155,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 4,North Kalimantan,,,,,,100,94.960518,81.018616,,,,0,,,15,11,7,37,37,35,18,18,18,30,12,13,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 2,West Sulawesi,,,88.017647,91.419914,,92.965111,83.068352,57.951633,11.370527,4.6146555,4.6146555,1.1152862,15.013501,29.888371,41,36,25,116,116,112,48,48,48,84,54,39,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 4,Central Java,,,97.789345,96.494606,80.920433,99.253304,91.709282,70.363304,12.385444,0,0,1.3068783,0,30.920998,153,123,139,462,462,437,234,234,234,314,159,142,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 4,Gorontalo,,,,,,98.55777,96.289078,89.828217,,,,,,,20,11,16,55,55,51,27,27,27,28,20,17,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 4,East Java,,,100,94.639954,83.468559,98.353371,90.539917,74.98407,12.154228,0,1.7384844,1.4171611,6.6477866,27.232903,82,73,64,238,238,215,116,116,116,151,82,74,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 5,North Sumatra,,,97.171181,95.521736,91.910454,99.104492,95.498398,93.2547,14.548675,0,0,1.1675382,0,18.704792,37,35,32,122,122,123,67,67,67,84,49,34,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,West Sumatra,,,76.242607,,,77.478333,48.462902,25.700701,8.00313,6.3041372,9.7982359,0,,55.694626,36,23,19,85,85,64,33,33,33,72,29,36,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 1,Riau Islands,,,,,,,,,,,,,,,5,3,4,15,15,15,7,7,7,18,14,4,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Female,,West Papua,,,91.592422,78.886475,49.190186,88.720894,76.979561,64.658997,10.808004,7.5153818,7.5153818,3.7042494,3.8964574,27.84684,65,63,48,198,198,199,88,88,88,171,79,57,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth,,Female,Quintile 4,,,,98.681046,96.203705,78.599007,98.87455,92.425171,73.254753,12.262366,.44612819,.44612819,.87517071,2.7894671,30.688063,962,827,879,2950,2950,2862,1454,1454,1454,1935,966,924,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Female,Quintile 4,Banten,,,96.350746,,66.987511,97.028061,89.740013,55.688931,11.069303,0,0,0,,39.859608,42,29,42,128,128,145,68,68,68,85,28,41,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Region,,Male,,North Sumatra,,,95.023537,85.400429,66.122871,94.334343,82.600502,66.076233,11.089671,2.3458738,3.6775839,1.2062654,4.9391804,37.603249,326,212,199,815,815,683,336,336,336,717,326,297,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Wealth & Region,,,Quintile 1,Maluku,,,94.105698,87.575233,68.521721,93.244537,80.943336,61.370022,11.056647,3.2200243,4.960567,2.8185329,5.0419817,39.007935,219,195,157,622,622,529,260,260,260,688,292,226,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 3,Gorontalo,,,,,,82.856308,66.444565,60.466911,,,,,,,17,6,10,38,38,38,18,18,18,24,9,13,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 3,South Kalimantan,,,,,,89.496887,74.04171,57.475388,,,,0,,,19,13,9,45,45,39,18,18,18,47,19,12,,Indonesia_2017,matched (3)
IDN,Indonesia,2017,Indonesia_2017,DHS,Sex & Wealth & Region,,Male,Quintile 1,West Java,,,92.045235,68.032547,21.156487,87.826324,57.268143,11.895876,7.8945818,0,2.6990414,3.5760369,16.11298,63.826515,62,32,34,144,144,126,57,57,57,98,62,60,,Indonesia_2017,matched (3)
