iso_code3,country,survey,year,category,sex,location,wealth,region,comp_lowsec_2024,comp_upsec_2024,comp_prim_v2,comp_lowsec_v2,comp_upsec_v2,comp_prim_1524,comp_lowsec_1524,comp_upsec_2029,comp_lowsec_2024_no,comp_upsec_2024_no,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,preschool_1ybefore_no,preschool_1ybefore,prim_age0,lowsec_age0,upsec_age0,prim_age1,lowsec_age1,upsec_age1,prim_dur,lowsec_dur,upsec_dur,higher_dur,flag_lfs,flag_wide_lowsec,flag_wide_upsec,flag_LFS_country
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,,,,,,,,3,3,0,0,1,3,3,9,2,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,,,,,,,,12,12,0,6,5,18,18,23,7,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,,,,,,,,9,9,0,0,5,10,10,18,3,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,,,,,,,,4,4,0,0,1,4,4,14,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,,,,,,,,1,1,0,0,1,2,2,6,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,,,,,,,,3,3,0,1,2,4,4,5,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,,,,,,,,0,0,0,1,0,1,1,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,,,,,,,,1,1,0,0,1,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,,,,,,,,4,4,0,1,2,5,5,7,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,,,,,,1,1,0,0,0,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,,,,,,1,1,0,0,0,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,,,,,,1,1,0,0,0,1,1,3,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,2,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,83.84269,68.095955,,91.697678,74.628021,97.069481,87.754875,56.471794,112,112,0,65,66,192,192,213,15,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,86.144485,68.499886,,97.587616,67.913666,98.421722,90.522552,64.766541,108,108,0,65,64,179,179,187,17,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,81.739479,66.288483,,79.71286,68.434944,96.420715,81.844749,66.121742,189,189,0,135,115,355,355,347,27,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,88.083664,71.642815,,87.934135,70.313599,97.907333,88.155731,65.960411,180,180,0,117,101,318,318,334,23,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,92.395058,77.139214,,88.287872,78.324654,97.031364,90.703896,71.13681,204,204,0,143,130,367,367,364,23,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,86.325394,60.952995,,90.909477,63.695057,96.027115,89.390579,52.621048,94,94,0,37,64,147,147,165,9,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,,,,,,,100,20,20,0,5,13,27,27,37,2,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,,,,,,,,4,4,0,1,3,5,5,6,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,,,,,,,80.93927,15,15,0,10,9,28,28,30,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,,,,,,,,14,14,0,6,12,20,20,24,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,,,,,,,,8,8,0,2,5,11,11,22,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,,,,,,,81.432907,17,17,0,6,9,23,23,41,3,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,,,,,,,,3,3,0,0,0,3,3,4,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,0,0,0,0,1,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,,,,,,,,2,2,0,2,2,5,5,3,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,,,,,,,,1,1,0,0,1,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,0,0,0,0,1,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,,,,,,,,1,1,0,1,1,3,3,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,,,,,,,,1,1,0,1,0,2,2,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,,,,,,2,2,0,0,2,2,2,2,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,87.557709,68.403175,,82.233582,69.883041,96.61068,85.89621,65.326065,236,236,0,124,145,387,387,415,32,67.111687,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,80.816078,63.972427,,87.980232,60.018723,96.57605,83.067169,55.31699,85,85,0,55,59,152,152,170,25,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,91.299957,69.886566,,90.956841,71.463272,99.444016,91.518555,63.504749,205,205,0,148,118,378,378,362,21,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,86.678139,65.527534,,89.003548,69.040031,98.311523,87.36985,60.658558,112,112,0,95,67,214,214,222,14,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,85.530487,61.923431,,92.967651,72.940094,97.181786,88.776497,58.796246,123,123,0,84,77,225,225,241,27,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,92.377457,76.294556,,95.440186,77.031311,99.760902,93.103737,67.895607,239,239,0,160,146,426,426,421,30,61.511646,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,,,,,,,,7,7,0,5,4,13,13,29,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,,,,,100,100,94.096413,29,29,0,8,21,40,40,54,3,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,,,,,100,100,100,24,24,0,9,14,33,33,47,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,,,,,,,89.62722,13,13,0,4,10,17,17,33,3,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,,,,,,,,2,2,0,2,2,6,6,3,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,100,89.974525,,,,100,100,90.246414,30,30,0,8,18,39,39,63,6,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,3,0,3,3,3,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,2,0,3,3,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,,,,,,,,2,2,0,0,1,2,2,2,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,,,,,,,,1,1,0,0,0,1,1,3,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,,,,,,,,4,4,0,1,4,5,5,5,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,,,,,,,,1,1,0,0,1,1,1,5,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,,,,,,,,2,2,0,0,2,2,2,3,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,1,0,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,93.313812,83.204674,,89.020012,82.059883,97.413155,91.599419,81.740501,404,404,0,220,255,654,654,717,31,61.858429,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,95.934563,81.396149,,89.859474,83.323936,98.420494,92.787651,75.862572,245,245,0,201,142,500,500,532,65,80.104767,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,94.764076,86.028824,,92.920921,86.641685,97.934067,93.518761,81.675201,305,305,0,196,167,541,541,677,47,75.702049,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,95.806175,88.330505,,90.26387,88.868004,98.759209,94.021996,86.022377,341,341,0,240,214,616,616,616,35,77.377159,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,95.463631,89.055153,,96.44796,90.093285,98.453072,95.215279,87.306244,281,281,0,144,165,443,443,578,42,98.530533,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,90.718147,78.75882,,93.872871,80.510849,98.65918,92.201057,77.503563,250,250,0,150,153,435,435,476,45,81.151741,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,100,97.216698,,99.237846,100,99.799423,99.413414,98.234253,116,116,0,57,61,188,188,291,25,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,100,99.297569,,100,98.860054,100,100,98.121109,67,67,0,35,46,108,108,183,15,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,96.791656,95.737007,,94.445992,96.358658,99.245323,96.242157,97.980919,79,79,0,32,45,114,114,196,8,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,100,99.350311,,100,98.850243,100,100,98.872925,115,115,0,33,66,150,150,237,9,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,,,,,,,,,12,12,0,2,6,16,16,24,5,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,100,100,,100,100,100,99.59433,99.703407,136,136,0,45,79,187,187,317,12,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,,,,,,,,1,1,0,0,0,1,1,2,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,,,,,,,,14,14,0,0,4,14,14,28,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,,,,,,,99.229324,19,19,0,9,8,29,29,41,8,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,,,,,,,,15,15,0,3,10,18,18,29,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,,,,,,,,8,8,0,1,6,10,10,21,2,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,,,,,,,88.871506,15,15,0,3,7,21,21,36,4,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,,,,,,,,5,5,0,1,4,7,7,10,3,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,,,,,,,,4,4,0,3,3,8,8,7,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,,,,,,,,6,6,0,2,3,9,9,11,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,,,,,,,,0,0,0,1,0,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,,,,,,,,2,2,0,1,2,3,3,3,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,,,,,,,3,3,0,0,2,3,3,8,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,,,,,,,1,1,0,0,0,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,,,,,,,2,2,0,0,1,2,2,2,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,2,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 1,,84.768227,64.711121,,92.380562,73.651428,97.130707,88.311852,57.682526,235,235,0,149,143,417,417,454,42,68.048386,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Thinly populated area,Quintile 1,,84.855957,67.421196,,80.9991,69.201454,96.520126,83.964874,65.702515,425,425,0,259,260,742,742,762,59,68.468132,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 1,,83.490875,62.506477,,89.250565,61.735256,96.310478,86.126366,54.01075,179,179,0,92,123,299,299,335,34,81.322235,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Thinly populated area,Quintile 1,,92.386261,76.717094,,91.989822,77.694336,98.426041,91.930115,69.477745,443,443,0,303,276,793,793,785,53,61.587936,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Thinly populated area,Quintile 1,,86.395416,67.102211,,92.793327,68.424896,98.36615,88.9328,62.664074,220,220,0,160,131,393,393,409,31,85.392929,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Thinly populated area,Quintile 1,,89.6847,70.76857,,89.477646,70.904419,98.680199,89.847046,64.739212,385,385,0,265,219,696,696,696,44,79.198311,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 2,,,,,,,100,100,93.613853,27,27,0,10,22,37,37,57,4,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Thinly populated area,Quintile 2,,100,87.377419,,,88.904312,100,100,88.682945,44,44,0,18,30,68,68,84,4,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Thinly populated area,Quintile 2,,100,100,,,,100,100,100,44,44,0,14,27,60,60,84,2,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Thinly populated area,Quintile 2,,,,,,,,,,6,6,0,3,5,11,11,9,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 2,,100,84.548935,,,,100,98.320023,86.459221,47,47,0,14,27,62,62,104,9,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Thinly populated area,Quintile 2,,,,,,,,,93.269852,15,15,0,7,9,24,24,51,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 3,,,,,,,,,,3,3,0,3,0,6,6,7,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Thinly populated area,Quintile 3,,,,,,,,,,6,6,0,3,6,10,10,8,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Thinly populated area,Quintile 3,,,,,,,,,,1,1,0,0,0,1,1,4,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,0,0,0,0,2,1,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2007,Location & Wealth,,Thinly populated area,Quintile 3,,,,,,,,,,3,3,0,0,2,3,3,3,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Thinly populated area,Quintile 3,,,,,,,,,,0,0,0,2,0,3,3,1,1,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2011,Location & Wealth,,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,1,0,1,1,1,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2009,Location & Wealth,,Thinly populated area,Quintile 4,,,,,,,,,,3,3,0,1,2,4,4,4,0,,7,11,15,10,14,18,4,4,4,3,,,,1
BGR,Bulgaria,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,1,0,,7,11,15,10,14,18,4,4,4,3,1,,,1
BGR,Bulgaria,EU-SILC,2013,Location & Wealth,,Thinly populated area,Quintile 4,,,,,,,,,,0,0,0,0,0,0,0,0,0,,7,11,15,10,14,18,4,4,4,3,,,,1
